wa_id,profile_name,phone_number,opted_in,last_seen
18085550134,Grace Douglas,+1 808-555-0134,true,2026-10-11T22:14:00-10:00
18085550156,Kai Douglas,+1 808-555-0156,true,2026-10-12T09:45:00-10:00
18085550091,Uncle Tad Douglas,+1 808-555-0091,true,2026-10-08T18:00:00-10:00
18085550089,Grandma Fumiko (via Grace),+1 808-555-0089,false,2026-09-30T15:00:00-10:00
18085550278,Maya Leong,+1 808-555-0278,true,2026-10-12T20:11:00-10:00
18085550312,Justin Ota,+1 808-555-0312,true,2026-10-12T05:20:00-10:00
18085550401,Dr. Elaine Park,+1 808-555-0401,true,2026-10-09T17:00:00-10:00
18085550515,Sarah Kealoha,+1 808-555-0515,true,2026-10-11T21:00:00-10:00
18085550523,Brian Nakamura,+1 808-555-0523,true,2026-10-11T19:30:00-10:00
18085550537,Jenna Wong,+1 808-555-0537,true,2026-10-11T20:15:00-10:00
18085550621,Leilani Kaneshiro,+1 808-555-0621,true,2026-10-10T14:00:00-10:00
18085550187,Cousin Alana Douglas,+1 808-555-0187,true,2026-10-06T12:00:00-10:00
18085550193,Cousin Marcus Douglas,+1 808-555-0193,true,2026-09-28T10:00:00-10:00
18085550228,Aunt Rachel Douglas,+1 808-555-0228,true,2026-10-05T19:00:00-10:00
18085550341,Landlord Mr. Chen (Kaimuki Prop),+1 808-555-0341,true,2026-10-01T09:00:00-10:00
18085550701,Dr. Lani Akana (IHP portal),+1 808-555-0701,false,2026-09-15T00:00:00-10:00
18085550715,Dr. Wayne Ching (Kaimuki Dental),+1 808-555-0715,true,2026-10-02T09:30:00-10:00
18085550720,Dr. Megan Souza (Ala Moana Eye),+1 808-555-0720,false,2026-08-12T00:00:00-10:00
