id,username,name,description,verified,protected,location,profile_image_url,created_at,followers_count,following_count,tweet_count
tw_katie_001,katie_lee_md,"Katie Lee, MD",Bio,False,True,Boston,https://cdn.twitter.com/katie_lee_md.jpg,2018-03-15T10:00:00Z,24,88,41
tw_002,acog_org,ACOG,Bio,False,False,,https://cdn.twitter.com/acog_org.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_003,nejm,NEJM,Bio,False,False,,https://cdn.twitter.com/nejm.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_004,brighamwomens,Brigham and Women's,Bio,False,False,,https://cdn.twitter.com/brighamwomens.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_005,hmsobgyn,HMS OB/GYN,Bio,False,False,,https://cdn.twitter.com/hmsobgyn.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_006,koreanamericanhealth,Korean-American Health,Bio,False,False,,https://cdn.twitter.com/koreanamericanhealth.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_007,smfmorg,SMFM,Bio,False,False,,https://cdn.twitter.com/smfmorg.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_008,bostonglobe,Boston Globe,Bio,False,False,,https://cdn.twitter.com/bostonglobe.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_009,brooklinema,Brookline MA,Bio,False,False,,https://cdn.twitter.com/brooklinema.jpg,2018-03-15T10:00:00Z,12400,400,12000
tw_010,choharvard,Christine Oh MD,Bio,False,False,,https://cdn.twitter.com/choharvard.jpg,2018-03-15T10:00:00Z,12400,400,12000
