sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
SM0,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-07T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM1,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-16T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM2,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-23T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM3,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-06T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM4,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-24T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM5,+19185550142,+19185550188,Reminder,delivered,outbound-api,1,-0.0075,USD,,2026-09-27T12:00:00-05:00,2026-09-01T12:00:00-05:00
SM00040006,+19185550142,+19185551861,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-06-25T04:00:00-05:00,2026-05-11T22:44:00-05:00
SM00040007,+19185550142,+19185551140,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-01-15T14:20:00-05:00,2026-05-20T16:52:00-05:00
SM00040008,+19185550142,+19185551365,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-08-18T18:14:00-05:00,2026-01-04T12:45:00-05:00
SM00040009,+19185550142,+19185551384,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-04-13T11:37:00-05:00,2026-02-11T22:09:00-05:00
SM00040010,+19185550142,+19185553326,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-03-06T19:34:00-05:00,2026-06-19T17:01:00-05:00
SM00040011,+19185550142,+19185557704,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-04-17T01:54:00-05:00,2026-05-18T10:12:00-05:00
SM00040012,+19185550142,+19185554727,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-05-08T23:16:00-05:00,2026-09-11T21:29:00-05:00
SM00040013,+19185550142,+19185553774,See you soon,delivered,inbound,1,-0.0075,USD,,2026-04-28T20:22:00-05:00,2026-03-26T08:33:00-05:00
SM00040014,+19185550142,+19185554303,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-05-11T13:15:00-05:00,2026-08-24T06:41:00-05:00
SM00040015,+19185550142,+19185552589,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-08-05T05:18:00-05:00,2026-06-13T02:04:00-05:00
SM00040016,+19185550142,+19185554277,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-09-23T18:15:00-05:00,2026-02-03T18:17:00-05:00
SM00040017,+19185550142,+19185552554,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-08-15T15:02:00-05:00,2026-02-09T22:24:00-05:00
SM00040018,+19185550142,+19185559344,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-02-28T15:04:00-05:00,2026-05-28T00:05:00-05:00
SM00040019,+19185550142,+19185554087,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-06-20T15:01:00-05:00,2026-01-26T18:06:00-05:00
SM00040020,+19185550142,+19185551021,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-05-07T01:56:00-05:00,2026-08-01T07:05:00-05:00
SM00040021,+19185550142,+19185558013,See you soon,delivered,inbound,1,-0.0075,USD,,2026-03-01T01:09:00-05:00,2026-07-11T04:50:00-05:00
SM00040022,+19185550142,+19185557852,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-08-04T06:02:00-05:00,2026-04-19T21:13:00-05:00
SM00040023,+19185550142,+19185555534,On my way,delivered,inbound,1,-0.0075,USD,,2026-03-14T03:54:00-05:00,2026-09-08T23:48:00-05:00
SM00040024,+19185550142,+19185557647,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-07-23T06:46:00-05:00,2026-04-05T00:47:00-05:00
SM00040025,+19185550142,+19185559420,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-05-14T14:13:00-05:00,2026-06-09T11:02:00-05:00
SM00040026,+19185550142,+19185551393,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-02-17T06:50:00-05:00,2026-01-10T21:48:00-05:00
SM00040027,+19185550142,+19185554275,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-02-24T03:25:00-05:00,2026-07-05T18:16:00-05:00
SM00040028,+19185550142,+19185557417,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-01-14T18:29:00-05:00,2026-04-15T01:08:00-05:00
SM00040029,+19185550142,+19185551883,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-02-22T14:56:00-05:00,2026-02-07T10:54:00-05:00
SM00040030,+19185550142,+19185559038,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-08-25T18:00:00-05:00,2026-03-02T12:17:00-05:00
SM00040031,+19185550142,+19185553091,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-06-15T12:53:00-05:00,2026-02-07T16:58:00-05:00
SM00040032,+19185550142,+19185553700,Thanks,delivered,inbound,1,-0.0075,USD,,2026-03-18T01:23:00-05:00,2026-09-02T12:14:00-05:00
SM00040033,+19185550142,+19185558302,See you soon,delivered,inbound,1,-0.0075,USD,,2026-01-21T18:58:00-05:00,2026-02-17T23:01:00-05:00
SM00040034,+19185550142,+19185557915,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-05-10T12:06:00-05:00,2026-02-24T01:28:00-05:00
SM00040035,+19185550142,+19185559369,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-05-17T04:37:00-05:00,2026-03-01T19:06:00-05:00
SM00040036,+19185550142,+19185557181,Thanks,delivered,inbound,1,-0.0075,USD,,2026-07-15T20:41:00-05:00,2026-09-27T07:37:00-05:00
SM00040037,+19185550142,+19185556280,On my way,delivered,inbound,1,-0.0075,USD,,2026-05-03T01:46:00-05:00,2026-02-19T17:34:00-05:00
SM00040038,+19185550142,+19185555316,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-07-11T04:18:00-05:00,2026-01-26T13:35:00-05:00
SM00040039,+19185550142,+19185551419,See you soon,delivered,inbound,1,-0.0075,USD,,2026-02-26T23:21:00-05:00,2026-04-22T22:56:00-05:00
SM00040040,+19185550142,+19185553735,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-08-23T21:44:00-05:00,2026-04-03T16:20:00-05:00
SM00040041,+19185550142,+19185553333,See you soon,delivered,inbound,1,-0.0075,USD,,2026-06-08T18:58:00-05:00,2026-02-11T07:33:00-05:00
SM00040042,+19185550142,+19185559124,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-04-15T23:50:00-05:00,2026-05-01T16:47:00-05:00
SM00040043,+19185550142,+19185556421,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-09-21T13:09:00-05:00,2026-09-15T01:18:00-05:00
SM00040044,+19185550142,+19185555790,On my way,delivered,inbound,1,-0.0075,USD,,2026-04-27T01:28:00-05:00,2026-07-28T11:55:00-05:00
SM00040045,+19185550142,+19185553690,On my way,delivered,inbound,1,-0.0075,USD,,2026-03-21T15:02:00-05:00,2026-01-05T17:50:00-05:00
SM00040046,+19185550142,+19185555262,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-06-18T02:29:00-05:00,2026-01-23T23:44:00-05:00
SM00040047,+19185550142,+19185559034,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-01-10T12:02:00-05:00,2026-03-15T08:27:00-05:00
SM00040048,+19185550142,+19185551976,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-05-08T23:48:00-05:00,2026-05-20T20:38:00-05:00
SM00040049,+19185550142,+19185552397,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-03-20T14:43:00-05:00,2026-08-24T08:16:00-05:00
SM00040050,+19185550142,+19185556470,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-06-06T00:40:00-05:00,2026-05-04T00:29:00-05:00
SM00040051,+19185550142,+19185559819,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-06-08T09:40:00-05:00,2026-01-01T20:54:00-05:00
SM00040052,+19185550142,+19185556394,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-07-24T22:59:00-05:00,2026-07-04T03:57:00-05:00
SM00040053,+19185550142,+19185554100,Thanks,delivered,inbound,1,-0.0075,USD,,2026-03-06T08:52:00-05:00,2026-01-21T06:46:00-05:00
SM00040054,+19185550142,+19185551881,Thanks,delivered,inbound,1,-0.0075,USD,,2026-04-17T07:50:00-05:00,2026-01-17T06:40:00-05:00
SM00040055,+19185550142,+19185559421,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-04-02T19:45:00-05:00,2026-04-28T21:42:00-05:00
SM00040056,+19185550142,+19185553256,Thanks,delivered,inbound,1,-0.0075,USD,,2026-09-22T06:29:00-05:00,2026-04-06T00:34:00-05:00
SM00040057,+19185550142,+19185556052,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-02-18T16:17:00-05:00,2026-07-11T08:17:00-05:00
SM00040058,+19185550142,+19185556433,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-05-28T12:35:00-05:00,2026-01-07T22:43:00-05:00
SM00040059,+19185550142,+19185557161,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-02-06T02:03:00-05:00,2026-04-03T08:33:00-05:00
SM00040060,+19185550142,+19185553156,Thanks,delivered,inbound,1,-0.0075,USD,,2026-01-25T22:05:00-05:00,2026-03-24T04:48:00-05:00
SM00040061,+19185550142,+19185558996,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-06-14T05:06:00-05:00,2026-05-24T03:06:00-05:00
SM00040062,+19185550142,+19185556724,Thanks,delivered,inbound,1,-0.0075,USD,,2026-08-17T20:17:00-05:00,2026-02-20T18:33:00-05:00
SM00040063,+19185550142,+19185556832,On my way,delivered,inbound,1,-0.0075,USD,,2026-08-03T11:47:00-05:00,2026-01-24T01:16:00-05:00
SM00040064,+19185550142,+19185552269,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-05-13T19:27:00-05:00,2026-07-25T21:09:00-05:00
SM00040065,+19185550142,+19185556936,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-08-15T14:49:00-05:00,2026-09-25T22:46:00-05:00
SM00040066,+19185550142,+19185556717,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-08-08T18:23:00-05:00,2026-03-11T10:34:00-05:00
SM00040067,+19185550142,+19185559670,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-09-09T18:01:00-05:00,2026-02-14T18:16:00-05:00
SM00040068,+19185550142,+19185559053,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-05-13T12:36:00-05:00,2026-01-28T18:23:00-05:00
SM00040069,+19185550142,+19185558400,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-08-16T11:02:00-05:00,2026-03-19T03:55:00-05:00
SM00040070,+19185550142,+19185556345,Studio confirmed,delivered,inbound,1,-0.0075,USD,,2026-03-22T04:35:00-05:00,2026-06-02T18:00:00-05:00
SM00040071,+19185550142,+19185553625,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-02-03T14:59:00-05:00,2026-06-27T18:01:00-05:00
SM00040072,+19185550142,+19185555715,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-07-11T19:47:00-05:00,2026-07-26T11:23:00-05:00
SM00040073,+19185550142,+19185552531,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-09-14T11:32:00-05:00,2026-06-14T14:01:00-05:00
SM00040074,+19185550142,+19185553751,On my way,delivered,inbound,1,-0.0075,USD,,2026-07-12T13:10:00-05:00,2026-07-16T01:32:00-05:00
SM00040075,+19185550142,+19185556509,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-02-07T18:03:00-05:00,2026-08-17T10:57:00-05:00
SM00040076,+19185550142,+19185552762,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-01-11T12:19:00-05:00,2026-02-25T01:57:00-05:00
SM00040077,+19185550142,+19185556308,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-08-04T13:49:00-05:00,2026-04-12T09:56:00-05:00
SM00040078,+19185550142,+19185551596,Thanks,delivered,inbound,1,-0.0075,USD,,2026-07-03T02:07:00-05:00,2026-01-01T00:11:00-05:00
SM00040079,+19185550142,+19185552837,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-02-10T13:46:00-05:00,2026-09-24T05:34:00-05:00
SM00040080,+19185550142,+19185559398,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-01-16T18:40:00-05:00,2026-09-19T07:45:00-05:00
SM00040081,+19185550142,+19185554832,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-07-10T07:43:00-05:00,2026-01-03T20:48:00-05:00
SM00040082,+19185550142,+19185559402,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-06-16T11:04:00-05:00,2026-01-25T14:16:00-05:00
SM00040083,+19185550142,+19185559103,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-07-13T02:54:00-05:00,2026-09-12T18:48:00-05:00
SM00040084,+19185550142,+19185556808,See you soon,delivered,inbound,1,-0.0075,USD,,2026-02-05T22:56:00-05:00,2026-01-27T12:38:00-05:00
SM00040085,+19185550142,+19185558005,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-09-11T10:12:00-05:00,2026-04-28T23:01:00-05:00
SM00040086,+19185550142,+19185556271,Order shipped,delivered,outbound-api,1,-0.0075,USD,,2026-02-20T04:48:00-05:00,2026-01-08T18:36:00-05:00
SM00040087,+19185550142,+19185555928,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-09-23T05:18:00-05:00,2026-07-24T01:25:00-05:00
SM00040088,+19185550142,+19185557932,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-08-28T07:39:00-05:00,2026-08-25T17:19:00-05:00
SM00040089,+19185550142,+19185555520,On my way,delivered,inbound,1,-0.0075,USD,,2026-04-14T20:22:00-05:00,2026-01-19T09:56:00-05:00
SM00040090,+19185550142,+19185557773,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-07-08T23:17:00-05:00,2026-03-27T04:14:00-05:00
SM00040091,+19185550142,+19185555547,See you soon,delivered,outbound-api,1,-0.0075,USD,,2026-09-02T13:17:00-05:00,2026-08-06T20:24:00-05:00
SM00040092,+19185550142,+19185552746,Order shipped,delivered,inbound,1,-0.0075,USD,,2026-07-22T22:56:00-05:00,2026-03-20T16:15:00-05:00
SM00040093,+19185550142,+19185551015,On my way,delivered,outbound-api,1,-0.0075,USD,,2026-04-06T02:00:00-05:00,2026-05-24T13:50:00-05:00
SM00040094,+19185550142,+19185559897,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-09-04T05:09:00-05:00,2026-03-28T05:46:00-05:00
SM00040095,+19185550142,+19185559276,On my way,delivered,inbound,1,-0.0075,USD,,2026-09-04T11:44:00-05:00,2026-02-07T17:57:00-05:00
SM00040096,+19185550142,+19185558535,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-01-24T08:53:00-05:00,2026-01-02T17:44:00-05:00
SM00040097,+19185550142,+19185557114,Thanks,delivered,inbound,1,-0.0075,USD,,2026-04-14T14:17:00-05:00,2026-03-07T11:15:00-05:00
SM00040098,+19185550142,+19185559016,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-09-21T01:48:00-05:00,2026-07-28T01:50:00-05:00
SM00040099,+19185550142,+19185554825,Thanks,delivered,outbound-api,1,-0.0075,USD,,2026-09-02T03:38:00-05:00,2026-04-28T19:53:00-05:00
SM00040100,+19185550142,+19185552546,Studio confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-09-21T12:33:00-05:00,2026-08-28T12:42:00-05:00
