courseId,userId,fullName,emailAddress,photoUrl
courseid-00000,userid-00000,Clark Thomas Jessup,clark.jessup.mt@gmail.com,photourl-00000
courseid-00001,userid-00001,Glen Jessup,glen.jessup.msla@gmail.com,photourl-00001
courseid-00002,userid-00002,Emma Jessup,emma.jessup.helena@gmail.com,photourl-00002
courseid-00003,userid-00003,Wade Jessup,wade.jessup.helena@gmail.com,photourl-00003
courseid-00004,userid-00004,Aiden Jessup,aiden.jessup@example.com,photourl-00004
courseid-00005,userid-00005,Sophie Jessup,sophie.jessup@example.com,photourl-00005
courseid-00006,userid-00006,Neil Petrovic,neil.petrovic.mt@gmail.com,photourl-00006
courseid-00007,userid-00007,Diane Howell,dhowell@nps.gov,photourl-00007
courseid-00008,userid-00008,Josie Firth,josie.firth.whitefish@gmail.com,photourl-00008
courseid-00009,userid-00009,Ben Alvarado,balvarado@flatheadfp.com,photourl-00009
courseid-00010,userid-00010,Karen Ng,kng@summitdental-mt.com,photourl-00010
courseid-00011,userid-00011,Heather Jessup,heather.cole.jessup@gmail.com,photourl-00011
courseid-00012,userid-00012,Marcus Ridley,mridley@nps.gov,photourl-00012
courseid-00013,userid-00013,Priya Sundaram,priya.sundaram@gmail.com,photourl-00013
courseid-00014,userid-00014,Ted McAllister,ted.mcallister@gmail.com,photourl-00014
courseid-00015,userid-00015,Ranger Bergstrom,dbergstrom@nps.gov,photourl-00015
courseid-00016,userid-00016,Sam Iverson,siverson@nps.gov,photourl-00016
courseid-00017,userid-00017,Amelia Chen,amelia.chen.photo@gmail.com,photourl-00017
courseid-00018,userid-00018,Rob Doherty,rob.doherty.mt@gmail.com,photourl-00018
courseid-00019,userid-00019,Val Cortez,val.cortez.wf@gmail.com,photourl-00019
courseid-00020,userid-00020,Rachel Okafor,rachel.okafor@gmail.com,photourl-00020
courseid-00021,userid-00021,Jack Underhill,junderhill@nps.gov,photourl-00021
courseid-00022,userid-00022,Wren Kaur,wren.kaur22@outlook.com,photourl-00022
courseid-00023,userid-00023,Xiao Ramirez,xiao.ramirez23@yahoo.com,photourl-00023
courseid-00024,userid-00024,Yara Young,yara.young24@protonmail.com,photourl-00024
courseid-00025,userid-00025,Zane Ferrari,zane.ferrari25@icloud.com,photourl-00025
courseid-00026,userid-00026,Anika Meyer,anika.meyer26@montanasky.net,photourl-00026
courseid-00027,userid-00027,Bram Ueda,bram.ueda27@flathead.net,photourl-00027
courseid-00028,userid-00028,Cora Diaz,cora.diaz28@gmail.com,photourl-00028
courseid-00029,userid-00029,Deshaun Kaur,deshaun.kaur29@outlook.com,photourl-00029
courseid-00030,userid-00030,Eli Ramirez,eli.ramirez30@yahoo.com,photourl-00030
courseid-00031,userid-00031,Freya Young,freya.young31@protonmail.com,photourl-00031
courseid-00032,userid-00032,Gabriel Ferrari,gabriel.ferrari32@icloud.com,photourl-00032
courseid-00033,userid-00033,Hana Meyer,hana.meyer33@montanasky.net,photourl-00033
courseid-00034,userid-00034,Ian Ueda,ian.ueda34@flathead.net,photourl-00034
courseid-00035,userid-00035,Jessa Diaz,jessa.diaz35@gmail.com,photourl-00035
courseid-00036,userid-00036,Kai Kaur,kai.kaur36@outlook.com,photourl-00036
courseid-00037,userid-00037,Lena Ramirez,lena.ramirez37@yahoo.com,photourl-00037
courseid-00038,userid-00038,Mateo Young,mateo.young38@protonmail.com,photourl-00038
courseid-00039,userid-00039,Nia Ferrari,nia.ferrari39@icloud.com,photourl-00039
courseid-00040,userid-00040,Owen Meyer,owen.meyer40@montanasky.net,photourl-00040
courseid-00041,userid-00041,Petra Ueda,petra.ueda41@flathead.net,photourl-00041
courseid-00042,userid-00042,Rosa Diaz,rosa.diaz42@gmail.com,photourl-00042
courseid-00043,userid-00043,Sam Kaur,sam.kaur43@outlook.com,photourl-00043
courseid-00044,userid-00044,Tara Ramirez,tara.ramirez44@yahoo.com,photourl-00044
courseid-00045,userid-00045,Ursula Young,ursula.young45@protonmail.com,photourl-00045
courseid-00046,userid-00046,Viktor Ferrari,viktor.ferrari46@icloud.com,photourl-00046
courseid-00047,userid-00047,Wanda Meyer,wanda.meyer47@montanasky.net,photourl-00047
courseid-00048,userid-00048,Xander Ueda,xander.ueda48@flathead.net,photourl-00048
courseid-00049,userid-00049,Yusuf Diaz,yusuf.diaz49@gmail.com,photourl-00049
courseid-00050,userid-00050,Zola Kaur,zola.kaur50@outlook.com,photourl-00050
courseid-00051,userid-00051,Adele Ramirez,adele.ramirez51@yahoo.com,photourl-00051
