wa_id,profile_name,phone_number,opted_in,last_seen
15055551847,Sam Osborne,+15055551847,True,2026-07-02T13:54:59Z
19285550147,Dorothy Osborne,+19285550147,True,2026-07-02T13:55:53Z
15055550263,Ben Osborne,+15055550263,True,2026-07-02T13:54:44Z
15055550318,Martha York,+15055550318,True,2026-07-02T13:56:31Z
15055550489,Thomas Kee,+15055550489,True,2026-07-02T13:56:14Z
15055550534,Angela Ruiz,+15055550534,True,2026-07-02T13:55:39Z
15055550401,Captain Rita Benally,+15055550401,True,2026-07-02T13:56:31Z
15055550356,Eddie Tsosie,+15055550356,True,2026-07-02T13:55:30Z
10144639606,Joseph Smith,+10144639606,True,2026-03-21T17:55:12Z
12478910326,Tracy Smith,+12478910326,True,2026-01-18T04:23:37Z
14021576413,Tami Moore,+14021576413,False,2026-03-10T01:21:36Z
11838355797,Adriana Harris,+11838355797,True,2026-02-01T22:24:28Z
13510066047,Ernest Guerrero,+13510066047,True,2025-12-17T12:32:57Z
11683354230,Seth Escobar,+11683354230,False,2025-07-21T11:29:16Z
11250317336,Monique Hamilton,+11250317336,False,2026-01-20T00:00:32Z
14649448673,Andrew Brady,+14649448673,False,2025-10-24T15:04:43Z
12384858670,Anthony Rivera,+12384858670,False,2025-11-28T04:58:40Z
11985722808,Peter Chapman,+11985722808,False,2025-08-11T12:55:18Z
15333899894,Diana Collins,+15333899894,True,2026-03-08T00:42:25Z
13979201183,Dana Smith,+13979201183,True,2025-07-31T04:08:19Z
19312105439,Karen Duke,+19312105439,True,2025-12-05T01:25:12Z
16414941915,Brandon Richards,+16414941915,False,2025-08-18T01:19:47Z
17385600937,Raymond Merritt,+17385600937,False,2026-06-28T14:52:05Z
18566258890,Gloria Sawyer,+18566258890,True,2026-06-13T00:17:00Z
12954205270,Christopher Smith,+12954205270,True,2026-06-24T09:01:27Z
10608459052,Jill Perry,+10608459052,True,2026-04-02T12:24:03Z
13060533272,Joseph Jordan,+13060533272,True,2026-06-20T09:50:43Z
13931676981,Jennifer Davila,+13931676981,False,2026-05-09T01:06:04Z
12107306537,Eileen Smith,+12107306537,True,2026-05-03T21:46:10Z
15787596262,Nathan Simmons,+15787596262,False,2026-02-16T17:03:17Z
10741326866,Gregory Harris,+10741326866,True,2025-11-23T19:27:02Z
11582043163,Amanda Smith,+11582043163,True,2026-04-05T15:20:08Z
10984196528,Christopher Ellison,+10984196528,True,2025-08-24T21:10:51Z
14565007546,Karen Smith,+14565007546,False,2025-07-11T05:05:24Z
10113818188,Chad Miller,+10113818188,True,2026-04-05T23:07:42Z
13930211614,Kathleen Norris,+13930211614,False,2025-10-17T21:33:43Z
14288135743,Kelly Campbell,+14288135743,True,2025-10-10T02:39:47Z
10185825732,Sandra Roberts,+10185825732,True,2025-11-15T05:16:53Z
10872994269,Michael Hogan,+10872994269,True,2026-04-20T22:55:41Z
12727663266,Kara Shannon MD,+12727663266,False,2025-09-12T09:54:59Z
12947575512,Louis Chavez,+12947575512,True,2025-08-27T20:51:24Z
17474455274,Jason Mcclain,+17474455274,False,2025-08-21T13:01:24Z
12456288587,Steven Delgado DDS,+12456288587,False,2026-04-10T10:26:51Z
13447946032,Patricia Willis,+13447946032,True,2025-12-24T17:42:48Z
12477099989,Joshua Larson,+12477099989,False,2025-07-11T02:09:56Z
19977207614,Andrew Perez,+19977207614,True,2025-11-15T04:18:54Z
18067209738,Shane Anderson,+18067209738,True,2025-12-13T03:27:04Z
17758153485,Shaun Collins,+17758153485,False,2025-07-03T13:16:25Z
15406320989,Daniel Clark,+15406320989,True,2026-04-28T10:35:16Z
14668907668,Stephen Medina,+14668907668,False,2025-07-30T17:53:32Z
18535949453,Mark Fisher,+18535949453,True,2026-03-05T04:46:26Z
12373080736,Jennifer Flores,+12373080736,True,2026-04-10T12:31:22Z
10318957434,Matthew Johnson,+10318957434,True,2026-04-09T18:35:08Z
13072698736,Scott Jacobson,+13072698736,True,2026-03-18T06:50:29Z
11099513482,Robert Knight,+11099513482,False,2026-05-28T18:55:38Z
15604486865,Carrie Johnson,+15604486865,True,2026-01-21T15:06:57Z
15481229290,Kayla Lee,+15481229290,True,2026-02-04T00:01:45Z
16213957531,Johnny Smith,+16213957531,True,2026-04-23T04:31:52Z
19536169252,Chelsea Miller,+19536169252,False,2025-08-08T04:52:16Z
19680866991,Craig Gray,+19680866991,False,2026-01-02T22:16:59Z
10034569621,Willie Pratt,+10034569621,True,2025-11-11T02:27:31Z
15839530551,Antonio Contreras,+15839530551,True,2026-05-17T06:03:43Z
17108202596,Dana Warner,+17108202596,True,2026-04-12T19:47:27Z
19947368835,David Trujillo,+19947368835,True,2026-02-20T21:00:41Z
14002933142,Jamie Barrett,+14002933142,True,2025-08-28T07:06:41Z
11536016112,Robert Deleon,+11536016112,False,2025-09-23T14:24:59Z
18110708548,Jessica Jensen,+18110708548,True,2026-06-10T07:25:20Z
18293285654,Joseph Hernandez IV,+18293285654,True,2026-04-25T13:25:23Z
14903902542,Andrew Rasmussen,+14903902542,True,2025-08-23T16:57:37Z
17788298373,Brian White,+17788298373,True,2025-09-05T19:56:13Z
18954509907,Matthew Smith,+18954509907,True,2025-07-21T22:58:43Z
12514889195,Victoria Brown,+12514889195,False,2025-08-08T15:40:27Z
15425721158,Tiffany Taylor,+15425721158,False,2026-06-30T06:27:26Z
14506293453,Andrew Hess,+14506293453,True,2026-06-12T01:05:23Z
15283120612,Charles Sharp,+15283120612,True,2025-12-02T08:42:01Z
18971287576,Brittany Nichols,+18971287576,True,2026-02-01T15:39:00Z
13494272848,James Mullins,+13494272848,False,2026-03-20T07:02:08Z
14667973585,Michael Bond Jr.,+14667973585,True,2025-10-23T07:53:43Z
17613811949,Christopher Briggs,+17613811949,True,2026-02-04T19:23:19Z
18311472207,John Marquez,+18311472207,False,2026-05-25T12:04:51Z
10563452673,Jessica Shea,+10563452673,False,2026-06-29T09:12:40Z
10950040131,Maureen Ryan,+10950040131,False,2025-09-26T06:38:48Z
19733420431,Desiree Hobbs,+19733420431,True,2026-04-17T23:17:48Z
12256695143,Marco White,+12256695143,True,2025-08-19T22:20:13Z
18795236883,Deborah Rodriguez,+18795236883,True,2025-07-15T17:43:41Z
14876842433,Grant Marquez,+14876842433,True,2025-08-08T21:19:42Z
10874540173,Andrew Brown,+10874540173,False,2026-02-10T22:57:15Z
18413243666,Dennis Gonzales,+18413243666,True,2025-10-23T05:13:43Z
19807453550,David White,+19807453550,False,2025-12-12T05:41:43Z
12856651666,Michael Bush,+12856651666,True,2025-11-01T19:07:36Z
