message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
WAMSG-00001,CONV-00008,inbound,15055550356,15055551847,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:07:05Z
WAMSG-00002,CONV-00019,inbound,15055550000,15055551847,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:06:50Z
WAMSG-00003,CONV-00016,inbound,15055550000,15055551847,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:06:36Z
WAMSG-00004,CONV-00009,outbound,15055551847,525555555001,text,"New lot from Mexico incoming, will send outline.",,delivered,2026-07-02T13:07:18Z
WAMSG-00005,CONV-00025,inbound,15055550000,15055551847,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:06:41Z
WAMSG-00006,CONV-00024,outbound,15055551847,15055550000,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:07:53Z
WAMSG-00007,CONV-00014,outbound,15055551847,15055550000,text,Confirmed for pickup Sunday morning.,,delivered,2026-07-02T13:08:06Z
WAMSG-00008,CONV-00005,inbound,15055550489,15055551847,text,Congrats on the buckle sale.,,delivered,2026-07-02T13:06:18Z
WAMSG-00009,CONV-00015,outbound,15055551847,15055550000,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:07:16Z
WAMSG-00010,CONV-00004,outbound,15055551847,15055550318,text,Confirmed for pickup Sunday morning.,,delivered,2026-07-02T13:07:48Z
WAMSG-00011,CONV-00012,outbound,15055551847,15055550000,text,Ben - Dorothy grocery run Wednesday.,,delivered,2026-07-02T13:06:37Z
WAMSG-00012,CONV-00015,outbound,15055551847,15055550000,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:07:33Z
WAMSG-00013,CONV-00014,inbound,15055550000,15055551847,text,"New lot from Mexico incoming, will send outline.",,delivered,2026-07-02T13:07:36Z
WAMSG-00014,CONV-00008,inbound,15055550356,15055551847,text,"New lot from Mexico incoming, will send outline.",,delivered,2026-07-02T13:07:50Z
WAMSG-00015,CONV-00012,outbound,15055551847,15055550000,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:07:17Z
WAMSG-00016,CONV-00016,outbound,15055551847,15055550000,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:06:12Z
WAMSG-00017,CONV-00016,inbound,15055550000,15055551847,text,"New lot from Mexico incoming, will send outline.",,delivered,2026-07-02T13:08:00Z
WAMSG-00018,CONV-00018,outbound,15055551847,15055550000,text,Confirmed for pickup Sunday morning.,,delivered,2026-07-02T13:07:46Z
WAMSG-00019,CONV-00014,inbound,15055550000,15055551847,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:07:51Z
WAMSG-00020,CONV-00013,inbound,15055550000,15055551847,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:06:56Z
WAMSG-00021,CONV-00010,outbound,15055551847,15055550000,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:07:34Z
WAMSG-00022,CONV-00022,outbound,15055551847,15055550000,text,"Mom, will call Sunday at 10.",,delivered,2026-07-02T13:07:48Z
WAMSG-00023,CONV-00021,outbound,15055551847,15055550000,text,Ben - Dorothy grocery run Wednesday.,,delivered,2026-07-02T13:07:37Z
WAMSG-00024,CONV-00006,outbound,15055551847,15055550534,text,Congrats on the buckle sale.,,delivered,2026-07-02T13:06:36Z
WAMSG-00025,CONV-00023,outbound,15055551847,15055550000,text,Angela says the piece landed safely.,,delivered,2026-07-02T13:06:16Z
WAMSG-00026,CONV-00001,inbound,15055551847,15055551847,text,Ben - Dorothy grocery run Wednesday.,,delivered,2026-07-02T13:07:30Z
WAMSG-00027,CONV-00011,inbound,15055550000,15055551847,text,Angela says the piece landed safely.,,delivered,2026-07-02T13:07:43Z
WAMSG-00028,CONV-00020,outbound,15055551847,15055550000,text,Confirmed for pickup Sunday morning.,,delivered,2026-07-02T13:06:40Z
WAMSG-00029,CONV-00013,outbound,15055551847,15055550000,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:08:02Z
WAMSG-00030,CONV-00021,inbound,15055550000,15055551847,text,Congrats on the buckle sale.,,delivered,2026-07-02T13:07:38Z
WAMSG-00031,CONV-00016,outbound,15055551847,15055550000,text,"New lot from Mexico incoming, will send outline.",,delivered,2026-07-02T13:07:36Z
WAMSG-00032,CONV-00013,inbound,15055550000,15055551847,text,Fair booth setup 8am Saturday.,,delivered,2026-07-02T13:06:29Z
WAMSG-00033,CONV-00018,outbound,15055551847,15055550000,text,"Youth mentoring event rescheduled, Dec 15.",,delivered,2026-07-02T13:07:12Z
WAMSG-00034,CONV-00020,outbound,15055551847,15055550000,text,Kai meet moved to Saturday morning.,,delivered,2026-07-02T13:07:34Z
WAMSG-00035,CONV-00005,inbound,15055550489,15055551847,text,Fair booth setup 8am Saturday.,,delivered,2026-07-02T13:07:03Z
WAMSG-00036,CONV-00006,outbound,15055551847,15055550534,text,"Ordering from Rio Grande tomorrow, need Kingman?",,delivered,2026-07-02T13:07:38Z
