id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt_delacroix_conf,cal_primary,Delacroix pretrial status conference,US v. Delacroix federal pretrial status conference (per original notice).,"EDLA, Courtroom C-456",2026-11-19T10:00:00,2026-11-19T11:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_board_prep,cal_primary,Legal-aid board prep,Board prep with funding update for Elaine.,Office,2026-10-21T17:30:00,2026-10-21T18:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_board_mtg,cal_primary,Crescent City Legal Aid board meeting,Evening board meeting.,Foundation office,2026-10-21T18:30:00,2026-10-21T20:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_exhibition,cal_family,Celeste gallery exhibition opening,"Opening night - protect, keep off trial-prep.","Gallery, Julia St",2026-11-06T18:00:00,2026-11-06T21:00:00,false,confirmed,celeste.delaney.art@gmail.com,celeste.delaney.art@gmail.com,,default
evt_thompson_trial,cal_primary,State v. Thompson jury trial,"Trial begins, Section F.","Orleans Parish Criminal District Court, Section F",2027-02-08T09:00:00,2027-02-08T17:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_margaret_sat1,cal_family,Visit Margaret,"Saturday standing visit, 7th Ward.",7th Ward,2026-10-24T09:30:00,2026-10-24T11:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,WEEKLY,default
evt_sunday_dinner,cal_family,Sunday dinner,Standing 5:00 PM family dinner.,Treme house,2026-10-25T17:00:00,2026-10-25T19:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,WEEKLY,default
evt_josie_showcase,cal_family,Josie journalism showcase,Loyola journalism showcase evening.,Loyola,2026-11-12T18:00:00,2026-11-12T20:00:00,false,confirmed,josie.delaney.words@gmail.com,josie.delaney.words@gmail.com,,default
evt_mcle_deadline,cal_primary,MCLE compliance year closes,Louisiana MCLE deadline; remaining hours incl ethics due.,,2026-12-31T17:00:00,2026-12-31T18:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_thompson_supp,cal_primary,Thompson suppression hearing prep block,Forensic methodology challenge prep.,Office,2026-10-19T13:00:00,2026-10-19T16:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_delacroix_review,cal_primary,Delacroix discovery summary review with Devon,Review wiretap-transcript summary week prior to conference.,Office,2026-11-12T10:00:00,2026-11-12T11:30:00,false,confirmed,ralph.delaney@Finthesiss.ai,d.harris@delaneydefense.com,,default
evt_margaret_sat2,cal_family,Visit Margaret,Saturday standing visit.,7th Ward,2026-10-31T09:30:00,2026-10-31T11:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,WEEKLY,default
evt_boudreaux_slot,cal_primary,Boudreaux post-conviction next-step decision,Decide filing-readiness before response window closes.,Office,2026-11-04T14:00:00,2026-11-04T15:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_eileen_archive,cal_family,Archive catch-up with Eileen,"Family-history archive, parish records.",Treme house,2026-10-21T17:30:00,2026-10-21T18:30:00,false,confirmed,eileen.williams.social@gmail.com,eileen.williams.social@gmail.com,,default
evt_2014,cal_114,Trahan hearing,Court appearance for Trahan,Orleans Parish Criminal District Court,2025-10-14T16:00:00,2025-10-14T17:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2015,cal_115,Vidrine hearing,Court appearance for Vidrine,Orleans Parish Criminal District Court,2025-10-14T18:00:00,2025-10-14T19:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2016,cal_116,Whitfield hearing,Court appearance for Whitfield,Orleans Parish Criminal District Court,2025-10-14T20:00:00,2025-10-14T21:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2017,cal_117,Aucoin hearing,Court appearance for Aucoin,Orleans Parish Criminal District Court,2025-10-14T22:00:00,2025-10-14T23:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2018,cal_118,Babineaux hearing,Court appearance for Babineaux,Orleans Parish Criminal District Court,2025-10-15T00:00:00,2025-10-15T01:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2019,cal_119,Comeaux hearing,Court appearance for Comeaux,Orleans Parish Criminal District Court,2025-10-15T02:00:00,2025-10-15T03:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2020,cal_120,Thompson hearing,Court appearance for Thompson,Orleans Parish Criminal District Court,2025-10-15T04:00:00,2025-10-15T05:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2021,cal_121,Delacroix hearing,Court appearance for Delacroix,Orleans Parish Criminal District Court,2025-10-15T06:00:00,2025-10-15T07:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2022,cal_primary,Boudreaux hearing,Court appearance for Boudreaux,Orleans Parish Criminal District Court,2025-10-15T08:00:00,2025-10-15T09:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2023,cal_family,Arceneaux hearing,Court appearance for Arceneaux,Orleans Parish Criminal District Court,2025-10-15T10:00:00,2025-10-15T11:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2024,cal_102,Fontaine hearing,Court appearance for Fontaine,Orleans Parish Criminal District Court,2025-10-15T12:00:00,2025-10-15T13:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2025,cal_103,Guidry hearing,Court appearance for Guidry,Orleans Parish Criminal District Court,2025-10-15T14:00:00,2025-10-15T15:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2026,cal_104,Hebert hearing,Court appearance for Hebert,Orleans Parish Criminal District Court,2025-10-15T16:00:00,2025-10-15T17:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
evt_2027,cal_105,Landry hearing,Court appearance for Landry,Orleans Parish Criminal District Court,2025-10-15T18:00:00,2025-10-15T19:00:00,false,confirmed,ralph.delaney@Finthesiss.ai,ralph.delaney@Finthesiss.ai,,default
