id,name,email,description,currency,delinquent,balance,created,phone
cus_sandrawilliams,Sandra Williams,sandra.williams@gmail.com,,usd,false,0,1689350400,
cus_patriciamoore,Patricia Moore,patricia.moore@gmail.com,,usd,false,0,1693929600,
cus_mikejohnson,Mike Johnson,mike.johnson.nj@gmail.com,,usd,false,0,1690214400,
cus_rachelgreen,Rachel Green,rachel.green@outlook.com,,usd,false,0,1691424000,
cus_davidkim,David Kim,david.kim.nj@gmail.com,,usd,false,0,1694534400,
cus_anishapatel,Anisha Patel,anisha.patel@gmail.com,,usd,false,0,1690819200,
cus_jamespark,James Park,james.park.nj@gmail.com,,usd,false,0,1692633600,
cus_carladiaz,Carla Diaz,carla.diaz@yahoo.com,,usd,false,0,1693324800,
cus_tombrady,Tom Brady,tom.brady.edison@gmail.com,,usd,false,0,1694016000,
cus_ninashah,Nina Shah,nina.shah@gmail.com,,usd,false,0,1694620800,
cus_luismartinez,Luis Martinez,luis.martinez@outlook.com,,usd,false,0,1695225600,
cus_karenwu,Karen Wu,karen.wu@gmail.com,,usd,false,0,1695830400,
cus_marcuswebb,Marcus Webb,marcus.webb@gmail.com,,usd,false,0,1696089600,
cus_robertsantos,Robert Santos,robert.santos@yahoo.com,,usd,false,0,1695484800,
cus_jennyliu,Jenny Liu,jenny.liu@gmail.com,,usd,false,0,1695916800,
cus_bg_100,Tom Brady,tom.brady.edison@gmail.com,Jeep Wrangler owner,usd,false,0,1688000000,+17325559131
cus_bg_101,Jenny Liu,jenny.liu@gmail.com,Lexus RX owner,usd,false,0,1688007200,+17325555925
cus_bg_102,Nina Shah,nina.shah@gmail.com,Acura MDX owner,usd,false,0,1688014400,+17325552354
cus_bg_103,Victor Reyes,victor.reyes@gmail.com,GMC Sierra owner,usd,false,0,1688021600,+17325557479
cus_bg_104,Tom Brady,tom.brady.edison@gmail.com,Jeep Wrangler owner,usd,false,0,1688028800,+17325552401
cus_bg_105,Laila Ahmed,laila.ahmed@gmail.com,Toyota Corolla owner,usd,false,0,1688036000,+17325559492
cus_bg_106,Ravi Kapoor,ravi.kapoor@gmail.com,Nissan Altima owner,usd,false,0,1688043200,+17325557776
cus_bg_107,Maria Rodriguez,maria.rodriguez@gmail.com,Honda Accord owner,usd,false,0,1688050400,+17325551576
cus_bg_108,Ben Carter,ben.carter@gmail.com,Chevy Equinox owner,usd,false,0,1688057600,+17325559608
cus_bg_109,Omar Farooq,omar.farooq@gmail.com,Honda Civic owner,usd,false,0,1688064800,+17325555244
cus_bg_110,Jason Whitfield,jwhitfield82@gmail.com,VW Jetta owner,usd,false,0,1688072000,+17325551800
cus_bg_111,Rachel Green,rachel.green@outlook.com,Honda CR-V owner,usd,false,0,1688079200,+17325551671
cus_bg_112,Deepa Nair,deepa.nair@gmail.com,Kia Sorento owner,usd,false,0,1688086400,+17325551115
cus_bg_113,Laila Ahmed,laila.ahmed@gmail.com,Toyota Corolla owner,usd,false,0,1688093600,+17325557924
cus_bg_114,Omar Farooq,omar.farooq@gmail.com,Honda Civic owner,usd,false,0,1688100800,+17325554225
cus_bg_115,Ben Carter,ben.carter@gmail.com,Chevy Equinox owner,usd,false,0,1688108000,+17325559711
cus_bg_116,Ravi Kapoor,ravi.kapoor@gmail.com,Nissan Altima owner,usd,false,0,1688115200,+17325556826
