Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00Q000000000000,Aisha,Vasquez,Lead Co 0,sfl0@example.com,+14165553000,Open,Web,Education,Hot
00Q000000000001,Liam,Nguyen,Lead Co 1,sfl1@example.com,+14165553001,Open,Referral,Education,Warm
00Q000000000002,Sofia,Okafor,Lead Co 2,sfl2@example.com,+14165553002,Open,Event,Education,Cold
00Q000000000003,Noah,Patel,Lead Co 3,sfl3@example.com,+14165553003,Qualified,Referral,Education,Cold
00Q000000000004,Emma,Chen,Lead Co 4,sfl4@example.com,+14165553004,Qualified,Web,Education,Hot
00Q000000000005,Mateo,Rossi,Lead Co 5,sfl5@example.com,+14165553005,Working,Web,Education,Hot
00Q000000000006,Olivia,Kowalski,Lead Co 6,sfl6@example.com,+14165553006,Qualified,Referral,Education,Warm
00Q000000000007,Lucas,Silva,Lead Co 7,sfl7@example.com,+14165553007,Qualified,Web,Education,Cold
00Q000000000008,Ava,Ahmed,Lead Co 8,sfl8@example.com,+14165553008,Qualified,Event,Education,Warm
00Q000000000009,Ethan,Murphy,Lead Co 9,sfl9@example.com,+14165553009,Working,Event,Education,Hot
00Q000000000010,Isabella,Dubois,Lead Co 10,sfl10@example.com,+14165553010,Working,Event,Education,Warm
00Q000000000011,Diego,Santos,Lead Co 11,sfl11@example.com,+14165553011,Qualified,Referral,Education,Hot
00Q000000000012,Mia,Kim,Lead Co 12,sfl12@example.com,+14165553012,Open,Referral,Education,Cold
00Q000000000013,Jayden,Reyes,Lead Co 13,sfl13@example.com,+14165553013,Open,Web,Education,Warm
00Q000000000014,Amara,Haddad,Lead Co 14,sfl14@example.com,+14165553014,Working,Referral,Education,Cold
00Q000000000015,Priya,Sharma,Lead Co 15,sfl15@example.com,+14165553015,Open,Event,Education,Warm
00Q000000000016,Wei,Zhang,Lead Co 16,sfl16@example.com,+14165553016,Qualified,Referral,Education,Hot
00Q000000000017,Fatima,Ali,Lead Co 17,sfl17@example.com,+14165553017,Qualified,Referral,Education,Hot
00Q000000000018,Hassan,Osei,Lead Co 18,sfl18@example.com,+14165553018,Working,Referral,Education,Cold
00Q000000000019,Grace,Thompson,Lead Co 19,sfl19@example.com,+14165553019,Open,Web,Education,Warm
00Q000000000020,Daniel,Ferreira,Lead Co 20,sfl20@example.com,+14165553020,Qualified,Web,Education,Hot
00Q000000000021,Chloe,Larsson,Lead Co 21,sfl21@example.com,+14165553021,Working,Event,Education,Warm
00Q000000000022,Marcus,Novak,Lead Co 22,sfl22@example.com,+14165553022,Working,Referral,Education,Cold
00Q000000000023,Nadia,Mbeki,Lead Co 23,sfl23@example.com,+14165553023,Qualified,Web,Education,Cold
00Q000000000024,Omar,Costa,Lead Co 24,sfl24@example.com,+14165553024,Qualified,Event,Education,Warm
00Q000000000025,Leah,Bauer,Lead Co 25,sfl25@example.com,+14165553025,Open,Event,Education,Warm
00Q000000000026,Kwame,Ivanov,Lead Co 26,sfl26@example.com,+14165553026,Open,Referral,Education,Warm
00Q000000000027,Yuki,Tremblay,Lead Co 27,sfl27@example.com,+14165553027,Open,Web,Education,Warm
00Q000000000028,Ravi,Bianchi,Lead Co 28,sfl28@example.com,+14165553028,Qualified,Event,Education,Cold
00Q000000000029,Elena,Wallace,Lead Co 29,sfl29@example.com,+14165553029,Qualified,Web,Education,Warm
00Q000000000030,Tariq,Fernandez,Lead Co 30,sfl30@example.com,+14165553030,Working,Referral,Education,Hot
00Q000000000031,Ingrid,Adeyemi,Lead Co 31,sfl31@example.com,+14165553031,Working,Web,Education,Warm
00Q000000000032,Carlos,Petrov,Lead Co 32,sfl32@example.com,+14165553032,Open,Web,Education,Warm
00Q000000000033,Rosa,Sullivan,Lead Co 33,sfl33@example.com,+14165553033,Working,Event,Education,Hot
00Q000000000034,Eduardo,Mensah,Lead Co 34,sfl34@example.com,+14165553034,Qualified,Web,Education,Cold
00Q000000000035,Lucia,Rivera,Lead Co 35,sfl35@example.com,+14165553035,Qualified,Web,Education,Hot
00Q000000000036,Patricia,Cohen,Lead Co 36,sfl36@example.com,+14165553036,Qualified,Referral,Education,Cold
00Q000000000037,James,Park,Lead Co 37,sfl37@example.com,+14165553037,Qualified,Event,Education,Cold
00Q000000000038,Grace,Boateng,Lead Co 38,sfl38@example.com,+14165553038,Qualified,Referral,Education,Warm
00Q000000000039,Bianca,Hernandez,Lead Co 39,sfl39@example.com,+14165553039,Qualified,Event,Education,Cold
00Q000000000040,Simon,Vidal,Lead Co 40,sfl40@example.com,+14165553040,Qualified,Web,Education,Hot
00Q000000000041,Deepa,Okonkwo,Lead Co 41,sfl41@example.com,+14165553041,Working,Referral,Education,Warm
00Q000000000042,Anton,Lindqvist,Lead Co 42,sfl42@example.com,+14165553042,Open,Event,Education,Warm
00Q000000000043,Marisol,Antoine,Lead Co 43,sfl43@example.com,+14165553043,Working,Referral,Education,Warm
00Q000000000044,Hiro,Yamada,Lead Co 44,sfl44@example.com,+14165553044,Qualified,Event,Education,Hot
00Q000000000045,Nina,Bello,Lead Co 45,sfl45@example.com,+14165553045,Qualified,Event,Education,Warm
00Q000000000046,Kofi,Dupont,Lead Co 46,sfl46@example.com,+14165553046,Qualified,Web,Education,Warm
00Q000000000047,Zara,Serrano,Lead Co 47,sfl47@example.com,+14165553047,Qualified,Web,Education,Warm
00Q000000000048,Victor,Vasquez,Lead Co 48,sfl48@example.com,+14165553048,Working,Referral,Education,Cold
00Q000000000049,Lena,Nguyen,Lead Co 49,sfl49@example.com,+14165553049,Working,Event,Education,Warm
00Q000000000050,Sam,Okafor,Lead Co 50,sfl50@example.com,+14165553050,Open,Referral,Education,Hot
00Q000000000051,Farah,Patel,Lead Co 51,sfl51@example.com,+14165553051,Working,Event,Education,Cold
00Q000000000052,Owen,Chen,Lead Co 52,sfl52@example.com,+14165553052,Working,Web,Education,Cold
00Q000000000053,Talia,Rossi,Lead Co 53,sfl53@example.com,+14165553053,Working,Referral,Education,Warm
00Q000000000054,Bruno,Kowalski,Lead Co 54,sfl54@example.com,+14165553054,Open,Referral,Education,Cold
00Q000000000055,Cora,Silva,Lead Co 55,sfl55@example.com,+14165553055,Open,Web,Education,Warm
00Q000000000056,Idris,Ahmed,Lead Co 56,sfl56@example.com,+14165553056,Open,Referral,Education,Hot
00Q000000000057,Maya,Murphy,Lead Co 57,sfl57@example.com,+14165553057,Working,Event,Education,Warm
00Q000000000058,Reza,Dubois,Lead Co 58,sfl58@example.com,+14165553058,Open,Event,Education,Warm
00Q000000000059,Sinead,Santos,Lead Co 59,sfl59@example.com,+14165553059,Open,Event,Education,Hot
00Q000000000060,Aisha,Kim,Lead Co 60,sfl60@example.com,+14165553060,Qualified,Referral,Education,Warm
00Q000000000061,Liam,Reyes,Lead Co 61,sfl61@example.com,+14165553061,Open,Referral,Education,Hot
00Q000000000062,Sofia,Haddad,Lead Co 62,sfl62@example.com,+14165553062,Qualified,Event,Education,Hot
00Q000000000063,Noah,Sharma,Lead Co 63,sfl63@example.com,+14165553063,Qualified,Event,Education,Cold
00Q000000000064,Emma,Zhang,Lead Co 64,sfl64@example.com,+14165553064,Qualified,Web,Education,Hot
00Q000000000065,Mateo,Ali,Lead Co 65,sfl65@example.com,+14165553065,Qualified,Referral,Education,Warm
00Q000000000066,Olivia,Osei,Lead Co 66,sfl66@example.com,+14165553066,Qualified,Referral,Education,Warm
00Q000000000067,Lucas,Thompson,Lead Co 67,sfl67@example.com,+14165553067,Working,Event,Education,Cold
00Q000000000068,Ava,Ferreira,Lead Co 68,sfl68@example.com,+14165553068,Working,Referral,Education,Warm
00Q000000000069,Ethan,Larsson,Lead Co 69,sfl69@example.com,+14165553069,Qualified,Referral,Education,Warm
00Q000000000070,Isabella,Novak,Lead Co 70,sfl70@example.com,+14165553070,Qualified,Web,Education,Cold
00Q000000000071,Diego,Mbeki,Lead Co 71,sfl71@example.com,+14165553071,Working,Web,Education,Warm
00Q000000000072,Mia,Costa,Lead Co 72,sfl72@example.com,+14165553072,Qualified,Web,Education,Warm
00Q000000000073,Jayden,Bauer,Lead Co 73,sfl73@example.com,+14165553073,Qualified,Web,Education,Warm
00Q000000000074,Amara,Ivanov,Lead Co 74,sfl74@example.com,+14165553074,Working,Event,Education,Warm
00Q000000000075,Priya,Tremblay,Lead Co 75,sfl75@example.com,+14165553075,Open,Event,Education,Warm
00Q000000000076,Wei,Bianchi,Lead Co 76,sfl76@example.com,+14165553076,Working,Web,Education,Cold
00Q000000000077,Fatima,Wallace,Lead Co 77,sfl77@example.com,+14165553077,Qualified,Event,Education,Warm
00Q000000000078,Hassan,Fernandez,Lead Co 78,sfl78@example.com,+14165553078,Working,Web,Education,Cold
00Q000000000079,Grace,Adeyemi,Lead Co 79,sfl79@example.com,+14165553079,Open,Event,Education,Warm
00Q000000000080,Daniel,Petrov,Lead Co 80,sfl80@example.com,+14165553080,Working,Web,Education,Hot
00Q000000000081,Chloe,Sullivan,Lead Co 81,sfl81@example.com,+14165553081,Qualified,Event,Education,Hot
00Q000000000082,Marcus,Mensah,Lead Co 82,sfl82@example.com,+14165553082,Open,Referral,Education,Warm
00Q000000000083,Nadia,Rivera,Lead Co 83,sfl83@example.com,+14165553083,Open,Event,Education,Cold
00Q000000000084,Omar,Cohen,Lead Co 84,sfl84@example.com,+14165553084,Qualified,Referral,Education,Hot
00Q000000000085,Leah,Park,Lead Co 85,sfl85@example.com,+14165553085,Open,Web,Education,Hot
00Q000000000086,Kwame,Boateng,Lead Co 86,sfl86@example.com,+14165553086,Open,Referral,Education,Hot
00Q000000000087,Yuki,Hernandez,Lead Co 87,sfl87@example.com,+14165553087,Qualified,Event,Education,Warm
00Q000000000088,Ravi,Vidal,Lead Co 88,sfl88@example.com,+14165553088,Working,Web,Education,Hot
00Q000000000089,Elena,Okonkwo,Lead Co 89,sfl89@example.com,+14165553089,Open,Event,Education,Warm
00Q000000000090,Tariq,Lindqvist,Lead Co 90,sfl90@example.com,+14165553090,Qualified,Web,Education,Hot
00Q000000000091,Ingrid,Antoine,Lead Co 91,sfl91@example.com,+14165553091,Open,Web,Education,Hot
00Q000000000092,Carlos,Yamada,Lead Co 92,sfl92@example.com,+14165553092,Qualified,Web,Education,Cold
00Q000000000093,Rosa,Bello,Lead Co 93,sfl93@example.com,+14165553093,Qualified,Web,Education,Cold
00Q000000000094,Eduardo,Dupont,Lead Co 94,sfl94@example.com,+14165553094,Qualified,Event,Education,Hot
00Q000000000095,Lucia,Serrano,Lead Co 95,sfl95@example.com,+14165553095,Qualified,Web,Education,Cold
00Q000000000096,Patricia,Vasquez,Lead Co 96,sfl96@example.com,+14165553096,Qualified,Web,Education,Cold
00Q000000000097,James,Nguyen,Lead Co 97,sfl97@example.com,+14165553097,Qualified,Referral,Education,Cold
00Q000000000098,Grace,Okafor,Lead Co 98,sfl98@example.com,+14165553098,Working,Referral,Education,Hot
00Q000000000099,Bianca,Patel,Lead Co 99,sfl99@example.com,+14165553099,Qualified,Event,Education,Hot
00Q000000000100,Simon,Chen,Lead Co 100,sfl100@example.com,+14165553100,Qualified,Referral,Education,Cold
00Q000000000101,Deepa,Rossi,Lead Co 101,sfl101@example.com,+14165553101,Open,Web,Education,Cold
00Q000000000102,Anton,Kowalski,Lead Co 102,sfl102@example.com,+14165553102,Qualified,Referral,Education,Hot
00Q000000000103,Marisol,Silva,Lead Co 103,sfl103@example.com,+14165553103,Working,Referral,Education,Cold
00Q000000000104,Hiro,Ahmed,Lead Co 104,sfl104@example.com,+14165553104,Working,Event,Education,Hot
00Q000000000105,Nina,Murphy,Lead Co 105,sfl105@example.com,+14165553105,Open,Referral,Education,Hot
00Q000000000106,Kofi,Dubois,Lead Co 106,sfl106@example.com,+14165553106,Qualified,Referral,Education,Hot
00Q000000000107,Zara,Santos,Lead Co 107,sfl107@example.com,+14165553107,Working,Web,Education,Warm
00Q000000000108,Victor,Kim,Lead Co 108,sfl108@example.com,+14165553108,Working,Web,Education,Warm
00Q000000000109,Lena,Reyes,Lead Co 109,sfl109@example.com,+14165553109,Working,Event,Education,Hot
