courseId,userId,fullName,emailAddress,photoUrl
courseId_1000,userId_1000,fullName 0,user0@example.com,https://example.com/0
courseId_1001,userId_1001,fullName 1,user1@example.com,https://example.com/1
courseId_noise_500,userId_1500,fullName 500,user500@example.com,https://example.com/500
courseId_noise_501,userId_1501,fullName 501,user501@example.com,https://example.com/501
courseId_noise_502,userId_1502,fullName 502,user502@example.com,https://example.com/502
courseId_noise_503,userId_1503,fullName 503,user503@example.com,https://example.com/503
courseId_noise_504,userId_1504,fullName 504,user504@example.com,https://example.com/504
courseId_noise_505,userId_1505,fullName 505,user505@example.com,https://example.com/505
courseId_noise_506,userId_1506,fullName 506,user506@example.com,https://example.com/506
courseId_noise_507,userId_1507,fullName 507,user507@example.com,https://example.com/507
courseId_noise_508,userId_1508,fullName 508,user508@example.com,https://example.com/508
courseId_noise_509,userId_1509,fullName 509,user509@example.com,https://example.com/509
