envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
BICG-2026-001,completed,Please sign - LSA-STEM-201 Phase 1 base construction contract,COISD Procurement,procurement@coisd.org,2026-02-08T10:12:00-06:00,2026-02-08T10:15:00-06:00,2026-02-12T14:22:00-06:00,TPL-COISD-VENDOR
BICG-2026-004,completed,"Please sign - LSA-STEM-201 Phase 1 change order rollup +$6,200",COISD Procurement,procurement@coisd.org,2026-04-14T09:00:00-05:00,2026-04-14T09:02:00-05:00,2026-04-17T15:33:00-05:00,TPL-COISD-CO
BICG-2026-007,completed,"Please sign - LSA-STEM-201 Phase 2 base construction contract $132,000",COISD Procurement,procurement@coisd.org,2026-07-18T11:30:00-05:00,2026-07-18T11:32:00-05:00,2026-07-22T13:45:00-05:00,TPL-COISD-VENDOR
BICG-2026-011,completed,"Please sign - LSA-STEM-201 Phase 2 escalation addendum +$10,560 (BLS 6.1%)",COISD Procurement,procurement@coisd.org,2026-10-27T13:12:00-05:00,2026-10-27T13:14:00-05:00,2026-10-30T15:47:00-05:00,TPL-COISD-ESC
BICG-2026-013,completed,"Please sign - LSA-STEM-201 Phase 2 CO fume hood +$8,400",COISD Procurement,procurement@coisd.org,2026-08-04T10:00:00-05:00,2026-08-04T10:01:00-05:00,2026-08-06T11:30:00-05:00,TPL-COISD-CO
BICG-2026-014,completed,"Please sign - LSA-STEM-201 Phase 2 CO ADA workstation +$4,750",COISD Procurement,procurement@coisd.org,2026-08-19T10:00:00-05:00,2026-08-19T10:02:00-05:00,2026-08-22T14:00:00-05:00,TPL-COISD-CO
BICG-2026-015,completed,"Please sign - LSA-STEM-201 Phase 2 CO secure network tie-in +$5,900",COISD Procurement,procurement@coisd.org,2026-09-02T09:00:00-05:00,2026-09-02T09:02:00-05:00,2026-09-04T13:20:00-05:00,TPL-COISD-CO
BICG-2026-016,completed,"Please sign - LSA-STEM-201 Phase 2 CO AV kit +$7,200",COISD Procurement,procurement@coisd.org,2026-09-18T09:00:00-05:00,2026-09-18T09:01:00-05:00,2026-09-22T13:11:00-05:00,TPL-COISD-CO
BICG-2026-017,completed,"Please sign - LSA-STEM-201 Phase 2 CO gas stub +$2,150",COISD Procurement,procurement@coisd.org,2026-10-05T09:00:00-05:00,2026-10-05T09:01:00-05:00,2026-10-08T11:30:00-05:00,TPL-COISD-CO
BICG-2026-018,completed,"Please sign - LSA-STEM-201 Phase 2 CO punch list acceleration +$3,100",COISD Procurement,procurement@coisd.org,2026-10-20T09:00:00-05:00,2026-10-20T09:01:00-05:00,2026-10-23T15:00:00-05:00,TPL-COISD-CO
BICG-2026-019,created,DRAFT - LSA-STEM-201 Phase 3 LOI (do not send),COISD Procurement,procurement@coisd.org,2026-11-05T14:00:00-06:00,,,TPL-COISD-LOI
