id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
hs-contact-001,Adekunle,Nwosu,office@nwosufamilyoffice.com,+2348012340001,Principal,Nwosu Family Office,customer,2024-04-10T09:00:00Z,2026-11-14T09:15:00Z
hs-contact-002,Funke,Balogun,funke@balogundistribution.ng,+2348012340002,MD,Balogun Distribution,customer,2024-08-01T09:00:00Z,2026-11-12T13:15:00Z
hs-contact-003,Klaus,Weber,braukon.sales@braukon.de,+498123456789,Sales Director,BrauKon GmbH,opportunity,2026-04-20T09:00:00Z,2026-11-13T10:45:00Z
hs-contact-004,Chike,Okonkwo,principal@greenfieldacademy.ng,+2348012340003,Principal,Greenfield Academy,other,2024-09-01T09:00:00Z,2026-11-10T15:40:00Z
hs-contact-005,Priya,Gonzales,priya.gonzales@gmail.com,+919840123001,Sister-in-law,Personal - Chennai,other,2024-03-15T09:00:00Z,2026-11-15T10:22:00Z
hs-contact-006,Imperial College,Admissions,ug-admissions@imperial.ac.uk,,Info Only,Imperial College London,other,2026-11-05T11:15:00Z,2026-11-05T11:15:00Z
hs-contact-007,BITS Pilani,Admissions,admissions.info@bits-pilani.ac.in,,Info Only,BITS Pilani,other,2026-11-08T06:22:00Z,2026-11-08T06:22:00Z
hs-contact-008,Caltech,Undergraduate Admissions,newsletter@caltech.edu,,Info Only,Caltech,other,2026-11-06T18:30:00Z,2026-11-06T18:30:00Z
hs-contact-009,Waterloo,Engineering Admissions,eng.admissions@uwaterloo.ca,,Info Only,University of Waterloo,other,2026-11-08T21:00:00Z,2026-11-08T21:00:00Z
hs-contact-010,Purdue,ChemE Admissions,cheme.admissions@purdue.edu,,Info Only,Purdue University,other,2026-11-14T22:00:00Z,2026-11-14T22:00:00Z
