wa_id,profile_name,phone_number,opted_in,last_seen
15552910,Celeste,+1-555-2910,true,2026-10-16T20:00:00Z
15551108,Margaret,+1-555-1108,true,2026-10-16T18:00:00Z
15552156,Eileen,+1-555-2156,true,2026-10-16T16:00:00Z
15553345,Josie,+1-555-3345,true,2026-10-16T21:00:00Z
15553344,Marcus,+1-555-3344,true,2026-10-14T18:00:00Z
1555205,Guidry Contact,+1555200005,true,2025-10-13T12:50:00Z
1555206,Hebert Contact,+1555200006,false,2025-10-13T13:00:00Z
1555207,Landry Contact,+1555200007,true,2025-10-13T13:10:00Z
1555208,Maddox Contact,+1555200008,false,2025-10-13T13:20:00Z
1555209,Naquin Contact,+1555200009,true,2025-10-13T13:30:00Z
1555210,Ortega Contact,+1555200010,false,2025-10-13T13:40:00Z
1555211,Prejean Contact,+1555200011,true,2025-10-13T13:50:00Z
1555212,Robicheaux Contact,+1555200012,false,2025-10-13T14:00:00Z
1555213,Savoy Contact,+1555200013,true,2025-10-13T14:10:00Z
1555214,Trahan Contact,+1555200014,false,2025-10-13T14:20:00Z
1555215,Vidrine Contact,+1555200015,true,2025-10-13T14:30:00Z
1555216,Whitfield Contact,+1555200016,false,2025-10-13T14:40:00Z
1555217,Aucoin Contact,+1555200017,true,2025-10-13T14:50:00Z
1555218,Babineaux Contact,+1555200018,false,2025-10-13T15:00:00Z
1555219,Comeaux Contact,+1555200019,true,2025-10-13T15:10:00Z
1555220,Thompson Contact,+1555200020,false,2025-10-13T15:20:00Z
1555221,Delacroix Contact,+1555200021,true,2025-10-13T15:30:00Z
1555222,Boudreaux Contact,+1555200022,false,2025-10-13T15:40:00Z
1555223,Arceneaux Contact,+1555200023,true,2025-10-13T15:50:00Z
