id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_1,cus_a,0,active,0,0,1767000000,0,2026-06-01T09:00:00Z
id_noise_500,customer 500,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_501,customer 501,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_502,customer 502,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_503,customer 503,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_504,customer 504,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_505,customer 505,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_506,customer 506,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_507,customer 507,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_508,customer 508,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_509,customer 509,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_510,customer 510,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_511,customer 511,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_512,customer 512,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_513,customer 513,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_514,customer 514,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_515,customer 515,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_516,customer 516,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_517,customer 517,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_518,customer 518,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_519,customer 519,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_520,customer 520,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_521,customer 521,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_522,customer 522,0,active,0,0,0,0,2026-06-01T09:00:00Z
id_noise_523,customer 523,0,active,0,0,0,0,2026-06-01T09:00:00Z
