id,email,first_name,last_name,country,list_ids,created_at,updated_at
CT-SG-00001,joseph.smith@example.com,Joseph,Smith,US,list_commission_pipeline,2024-06-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00002,tracy.smith@example.com,Tracy,Smith,US,list_direct_ig,2025-05-31T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00003,tami.moore@example.com,Tami,Moore,US,list_commission_pipeline,2025-02-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00004,adriana.harris@example.com,Adriana,Harris,US,list_commission_pipeline,2023-10-29T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00005,ernest.guerrero@example.com,Ernest,Guerrero,US,list_commission_pipeline,2026-06-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00006,seth.escobar@example.com,Seth,Escobar,US,list_etsy_customers,2024-11-16T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00007,monique.hamilton@example.com,Monique,Hamilton,US,list_direct_ig,2025-08-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00008,andrew.brady@example.com,Andrew,Brady,US,list_direct_ig,2026-05-07T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00009,anthony.rivera@example.com,Anthony,Rivera,US,list_etsy_customers,2024-12-16T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00010,peter.chapman@example.com,Peter,Chapman,US,list_etsy_customers,2026-02-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00011,diana.collins@example.com,Diana,Collins,US,list_commission_pipeline,2024-03-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00012,dana.smith@example.com,Dana,Smith,US,list_commission_pipeline,2024-11-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00013,karen.duke@example.com,Karen,Duke,US,list_commission_pipeline,2025-03-29T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00014,brandon.richards@example.com,Brandon,Richards,US,list_etsy_customers,2025-12-21T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00015,raymond.merritt@example.com,Raymond,Merritt,US,list_etsy_customers,2024-08-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00016,gloria.sawyer@example.com,Gloria,Sawyer,US,list_etsy_customers,2023-11-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00017,christopher.smith@example.com,Christopher,Smith,US,list_commission_pipeline,2023-11-28T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00018,jill.perry@example.com,Jill,Perry,US,list_etsy_customers,2023-11-01T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00019,joseph.jordan@example.com,Joseph,Jordan,US,list_etsy_customers,2024-07-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00020,jennifer.davila@example.com,Jennifer,Davila,US,list_commission_pipeline,2025-08-23T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00021,eileen.smith@example.com,Eileen,Smith,US,list_etsy_customers,2024-11-04T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00022,nathan.simmons@example.com,Nathan,Simmons,US,list_direct_ig,2024-07-21T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00023,gregory.harris@example.com,Gregory,Harris,US,list_etsy_customers,2023-07-07T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00024,amanda.smith@example.com,Amanda,Smith,US,list_commission_pipeline,2024-01-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00025,christopher.ellison@example.com,Christopher,Ellison,US,list_etsy_customers,2026-04-10T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00026,karen.smith@example.com,Karen,Smith,US,list_etsy_customers,2024-06-05T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00027,chad.miller@example.com,Chad,Miller,US,list_etsy_customers,2026-05-31T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00028,kathleen.norris@example.com,Kathleen,Norris,US,list_commission_pipeline,2026-06-15T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00029,kelly.campbell@example.com,Kelly,Campbell,US,list_commission_pipeline,2023-10-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00030,sandra.roberts@example.com,Sandra,Roberts,US,list_commission_pipeline,2025-06-23T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00031,michael.hogan@example.com,Michael,Hogan,US,list_commission_pipeline,2025-08-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00032,kara.shannon.md@example.com,Kara,Shannon MD,US,list_direct_ig,2026-02-01T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00033,louis.chavez@example.com,Louis,Chavez,US,list_commission_pipeline,2025-02-08T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00034,jason.mcclain@example.com,Jason,Mcclain,US,list_direct_ig,2024-06-25T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00035,steven.delgado.dds@example.com,Steven,Delgado DDS,US,list_etsy_customers,2025-02-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00036,patricia.willis@example.com,Patricia,Willis,US,list_direct_ig,2026-02-03T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00037,joshua.larson@example.com,Joshua,Larson,US,list_commission_pipeline,2024-06-03T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00038,andrew.perez@example.com,Andrew,Perez,US,list_commission_pipeline,2025-01-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00039,shane.anderson@example.com,Shane,Anderson,US,list_etsy_customers,2024-08-12T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00040,shaun.collins@example.com,Shaun,Collins,US,list_etsy_customers,2026-02-28T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00041,daniel.clark@example.com,Daniel,Clark,US,list_commission_pipeline,2024-10-28T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00042,stephen.medina@example.com,Stephen,Medina,US,list_commission_pipeline,2025-06-02T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00043,mark.fisher@example.com,Mark,Fisher,US,list_commission_pipeline,2024-08-31T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00044,jennifer.flores@example.com,Jennifer,Flores,US,list_etsy_customers,2024-01-31T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00045,matthew.johnson@example.com,Matthew,Johnson,US,list_commission_pipeline,2025-10-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00046,scott.jacobson@example.com,Scott,Jacobson,US,list_commission_pipeline,2024-04-24T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00047,robert.knight@example.com,Robert,Knight,US,list_commission_pipeline,2023-07-15T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00048,carrie.johnson@example.com,Carrie,Johnson,US,list_commission_pipeline,2023-08-17T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00049,kayla.lee@example.com,Kayla,Lee,US,list_etsy_customers,2024-07-26T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00050,johnny.smith@example.com,Johnny,Smith,US,list_commission_pipeline,2026-01-19T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00051,chelsea.miller@example.com,Chelsea,Miller,US,list_etsy_customers,2026-03-17T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00052,craig.gray@example.com,Craig,Gray,US,list_etsy_customers,2025-01-21T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00053,willie.pratt@example.com,Willie,Pratt,US,list_commission_pipeline,2024-05-19T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00054,antonio.contreras@example.com,Antonio,Contreras,US,list_commission_pipeline,2025-01-11T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00055,dana.warner@example.com,Dana,Warner,US,list_commission_pipeline,2023-07-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00056,david.trujillo@example.com,David,Trujillo,US,list_commission_pipeline,2024-10-10T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00057,jamie.barrett@example.com,Jamie,Barrett,US,list_commission_pipeline,2024-08-23T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00058,robert.deleon@example.com,Robert,Deleon,US,list_direct_ig,2024-01-03T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00059,jessica.jensen@example.com,Jessica,Jensen,US,list_commission_pipeline,2025-12-03T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00060,joseph.hernandez.iv@example.com,Joseph,Hernandez IV,US,list_etsy_customers,2025-01-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00061,andrew.rasmussen@example.com,Andrew,Rasmussen,US,list_commission_pipeline,2026-04-05T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00062,brian.white@example.com,Brian,White,US,list_etsy_customers,2024-04-11T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00063,matthew.smith@example.com,Matthew,Smith,US,list_etsy_customers,2025-01-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00064,victoria.brown@example.com,Victoria,Brown,US,list_direct_ig,2025-12-23T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00065,tiffany.taylor@example.com,Tiffany,Taylor,US,list_direct_ig,2024-03-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00066,andrew.hess@example.com,Andrew,Hess,US,list_direct_ig,2024-09-07T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00067,charles.sharp@example.com,Charles,Sharp,US,list_direct_ig,2025-06-28T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00068,brittany.nichols@example.com,Brittany,Nichols,US,list_direct_ig,2024-06-08T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00069,james.mullins@example.com,James,Mullins,US,list_etsy_customers,2024-02-24T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00070,michael.bond.jr.@example.com,Michael,Bond Jr.,US,list_etsy_customers,2025-02-21T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00071,christopher.briggs@example.com,Christopher,Briggs,US,list_commission_pipeline,2025-09-20T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00072,john.marquez@example.com,John,Marquez,US,list_direct_ig,2023-08-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00073,jessica.shea@example.com,Jessica,Shea,US,list_commission_pipeline,2024-05-28T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00074,maureen.ryan@example.com,Maureen,Ryan,US,list_commission_pipeline,2025-09-01T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00075,desiree.hobbs@example.com,Desiree,Hobbs,US,list_commission_pipeline,2025-01-14T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00076,marco.white@example.com,Marco,White,US,list_commission_pipeline,2026-03-21T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00077,deborah.rodriguez@example.com,Deborah,Rodriguez,US,list_direct_ig,2023-10-26T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00078,grant.marquez@example.com,Grant,Marquez,US,list_commission_pipeline,2023-08-29T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00079,andrew.brown@example.com,Andrew,Brown,US,list_direct_ig,2026-03-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00080,dennis.gonzales@example.com,Dennis,Gonzales,US,list_commission_pipeline,2025-05-30T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00081,david.white@example.com,David,White,US,list_direct_ig,2024-01-04T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00082,michael.bush@example.com,Michael,Bush,US,list_commission_pipeline,2023-12-05T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00083,ashley.schmidt.md@example.com,Ashley,Schmidt MD,US,list_commission_pipeline,2025-02-14T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00084,stephen.alvarez@example.com,Stephen,Alvarez,US,list_commission_pipeline,2026-05-09T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00085,mary.williams@example.com,Mary,Williams,US,list_etsy_customers,2025-02-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00086,edward.roach@example.com,Edward,Roach,US,list_direct_ig,2024-08-17T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00087,toni.rodriguez@example.com,Toni,Rodriguez,US,list_commission_pipeline,2024-06-22T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00088,michael.hernandez@example.com,Michael,Hernandez,US,list_commission_pipeline,2025-09-27T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00089,arthur.diaz@example.com,Arthur,Diaz,US,list_commission_pipeline,2024-10-06T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00090,theresa.ingram@example.com,Theresa,Ingram,US,list_etsy_customers,2024-02-11T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00091,brian.arnold@example.com,Brian,Arnold,US,list_etsy_customers,2023-11-29T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00092,brent.gallegos@example.com,Brent,Gallegos,US,list_etsy_customers,2025-10-18T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00093,richard.roach@example.com,Richard,Roach,US,list_etsy_customers,2025-12-31T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00094,cassandra.butler@example.com,Cassandra,Butler,US,list_commission_pipeline,2026-06-14T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00095,james.cannon@example.com,James,Cannon,US,list_commission_pipeline,2025-03-04T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00096,lori.haas@example.com,Lori,Haas,US,list_direct_ig,2025-09-19T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00097,abigail.martinez@example.com,Abigail,Martinez,US,list_etsy_customers,2025-11-02T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00098,erica.ryan@example.com,Erica,Ryan,US,list_commission_pipeline,2024-05-03T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00099,monica.bishop@example.com,Monica,Bishop,US,list_direct_ig,2024-01-06T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00100,alex.vasquez@example.com,Alex,Vasquez,US,list_commission_pipeline,2025-03-24T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00101,laura.pena@example.com,Laura,Pena,US,list_etsy_customers,2025-11-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00102,dylan.logan@example.com,Dylan,Logan,US,list_etsy_customers,2024-03-14T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00103,julia.smith@example.com,Julia,Smith,US,list_etsy_customers,2024-10-16T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00104,dustin.martin@example.com,Dustin,Martin,US,list_commission_pipeline,2024-07-29T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00105,becky.morrison@example.com,Becky,Morrison,US,list_commission_pipeline,2024-07-17T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00106,margaret.taylor.md@example.com,Margaret,Taylor MD,US,list_commission_pipeline,2023-11-13T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00107,patricia.smith@example.com,Patricia,Smith,US,list_commission_pipeline,2023-08-06T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00108,joshua.moore@example.com,Joshua,Moore,US,list_etsy_customers,2024-01-10T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00109,megan.boyer@example.com,Megan,Boyer,US,list_commission_pipeline,2026-06-06T09:00:00Z,2026-11-28T10:00:00Z
CT-SG-00110,kayla.horn@example.com,Kayla,Horn,US,list_commission_pipeline,2023-12-29T09:00:00Z,2026-11-28T10:00:00Z
