activity_id,athlete_id,firstname,lastname
7000000010,5000000,Casey,Whitfield
7000000010,5000017,Sam,Beaumont
7000000003,5000153,Sam,Beaumont
7000000003,5000170,Riley,Caldwell
7000000004,5000204,Avery,Pemberton
7000000004,5000221,Morgan,Trebek
7000000011,5000051,Quinn,Sutherland
7000000006,5000068,Avery,Pemberton
7000000009,5000102,Drew,Halverson
7000000009,5000119,Jordan,Mishra
7000000012,5000255,Jordan,Mishra
7000000010,5000300,Skyler,Rosenthal
7000000010,5000301,Cameron,Ashcombe
7000000010,5000302,Tatum,Okonkwo
7000000010,5000303,Riley,Delgado
7000000003,5000304,Casey,Rosenthal
7000000003,5000305,Finley,Delgado
7000000003,5000306,Wren,Caldwell
7000000004,5000307,Oakley,Underwood
7000000007,5000308,Casey,Thornbury
7000000007,5000309,Jordan,Beaumont
7000000007,5000310,Morgan,Mishra
7000000009,5000311,Riley,Kensington
7000000009,5000312,Oakley,Sutherland
7000000009,5000313,Arden,Delgado
7000000009,5000314,Riley,Castellano
7000000012,5000315,Emerson,Abernathy
7000000012,5000316,Kai,Caldwell
7000000012,5000317,Quinn,Ashcombe
7000000012,5000318,Emerson,Kensington
7000000100,5000319,Lane,Abernathy
7000000100,5000320,Reese,Mishra
7000000101,5000321,Harper,Pemberton
7000000101,5000322,Kai,Trebek
7000000102,5000323,Lane,Fairweather
7000000102,5000324,Arden,Fairweather
7000000104,5000325,Skyler,Beaumont
7000000105,5000326,Alex,Kensington
7000000106,5000327,Parker,Halverson
7000000106,5000328,Reese,Trebek
7000000106,5000329,Riley,Delgado
7000000106,5000330,Bellamy,Rosenthal
7000000108,5000331,Lane,Delgado
7000000108,5000332,Blake,Fairweather
7000000109,5000333,Oakley,Pemberton
7000000109,5000334,Morgan,Beaumont
7000000110,5000335,Alex,Abernathy
7000000201,5000336,Bellamy,Kensington
7000000201,5000337,Tatum,Underwood
7000000201,5000338,Bellamy,Trebek
7000000202,5000339,Wren,Abernathy
7000000203,5000340,Riley,Ashcombe
7000000203,5000341,Drew,Vasquez
7000000203,5000342,Lane,Abernathy
7000000203,5000343,Lane,Mishra
7000000204,5000344,Avery,Okonkwo
7000000205,5000345,Taylor,Castellano
7000000206,5000346,Tatum,Caldwell
7000000206,5000347,Jordan,Halverson
7000000206,5000348,Marlow,Beaumont
7000000208,5000349,Harper,Caldwell
7000000209,5000350,Riley,Castellano
7000000209,5000351,Riley,Trebek
7000000209,5000352,Jamie,Kensington
7000000209,5000353,Sage,Castellano
7000000210,5000354,Oakley,Ashcombe
7000000211,5000355,Skyler,Kensington
7000000211,5000356,Lane,Halverson
7000000211,5000357,Arden,Whitfield
7000000212,5000358,Noel,Halverson
7000000218,5000359,Cameron,Castellano
7000000218,5000360,Bellamy,Fairweather
7000000219,5000361,Reese,Underwood
7000000219,5000362,Harper,Castellano
7000000219,5000363,Alex,Whitfield
7000000220,5000364,Parker,Okonkwo
7000000220,5000365,Rowan,Delgado
7000000220,5000366,Arden,Brightwater
7000000221,5000367,Sage,Fairweather
7000000221,5000368,Casey,Underwood
7000000222,5000369,Jordan,Mishra
7000000223,5000370,Harper,Beaumont
7000000224,5000371,Casey,Caldwell
7000000224,5000372,Alex,Beaumont
7000000224,5000373,Sage,Whitfield
7000000225,5000374,Sam,Mishra
7000000226,5000375,Lane,Whitfield
7000000227,5000376,Casey,Thornbury
7000000227,5000377,Jordan,Okonkwo
7000000227,5000378,Taylor,Brightwater
7000000227,5000379,Blake,Pemberton
7000000229,5000380,Drew,Castellano
7000000229,5000381,Bellamy,Whitfield
7000000229,5000382,Noel,Vasquez
7000000230,5000383,Cameron,Pemberton
7000000231,5000384,Morgan,Sutherland
7000000231,5000385,Arden,Okonkwo
7000000232,5000386,Kai,Okonkwo
7000000232,5000387,Morgan,Brightwater
7000000232,5000388,Finley,Pemberton
7000000234,5000389,Drew,Underwood
7000000234,5000390,Alex,Ashcombe
7000000234,5000391,Bellamy,Caldwell
7000000235,5000392,Harper,Delgado
7000000235,5000393,Sage,Vasquez
7000000235,5000394,Riley,Trebek
7000000236,5000395,Casey,Abernathy
7000000236,5000396,Harper,Caldwell
7000000236,5000397,Taylor,Vasquez
7000000236,5000398,Finley,Abernathy
7000000237,5000399,Cameron,Castellano
7000000237,5000400,Oakley,Abernathy
7000000237,5000401,Blake,Mishra
7000000238,5000402,Lane,Okonkwo
7000000241,5000403,Jordan,Mishra
7000000241,5000404,Rowan,Sutherland
7000000241,5000405,Wren,Vasquez
7000000242,5000406,Kai,Vasquez
7000000242,5000407,Skyler,Mishra
7000000242,5000408,Rowan,Fairweather
7000000242,5000409,Reese,Vasquez
7000000243,5000410,Skyler,Brightwater
7000000244,5000411,Avery,Delgado
7000000244,5000412,Sam,Halverson
7000000244,5000413,Quinn,Pemberton
7000000245,5000414,Drew,Trebek
7000000245,5000415,Jordan,Pemberton
7000000247,5000416,Riley,Caldwell
7000000247,5000417,Oakley,Sutherland
7000000247,5000418,Avery,Castellano
7000000247,5000419,Skyler,Ashcombe
7000000248,5000420,Riley,Sutherland
7000000248,5000421,Harper,Vasquez
7000000248,5000422,Alex,Ashcombe
7000000250,5000423,Cameron,Trebek
7000000250,5000424,Finley,Okonkwo
7000000250,5000425,Sam,Trebek
7000000250,5000426,Quinn,Beaumont
7000000251,5000427,Riley,Vasquez
7000000252,5000428,Noel,Mishra
7000000253,5000429,Jamie,Mishra
7000000254,5000430,Kai,Kensington
7000000255,5000431,Quinn,Rosenthal
7000000256,5000432,Marlow,Delgado
7000000256,5000433,Rowan,Underwood
7000000257,5000434,Marlow,Brightwater
7000000257,5000435,Rowan,Caldwell
7000000257,5000436,Jamie,Trebek
7000000258,5000437,Emerson,Rosenthal
7000000258,5000438,Casey,Brightwater
7000000258,5000439,Finley,Pemberton
7000000258,5000440,Sage,Fairweather
7000000259,5000441,Marlow,Brightwater
7000000259,5000442,Marlow,Ashcombe
7000000259,5000443,Jordan,Caldwell
7000000259,5000444,Bellamy,Halverson
7000000260,5000445,Marlow,Castellano
7000000260,5000446,Lane,Whitfield
7000000261,5000447,Finley,Underwood
7000000261,5000448,Skyler,Mishra
7000000261,5000449,Harper,Pemberton
7000000264,5000450,Morgan,Halverson
7000000265,5000451,Oakley,Mishra
7000000265,5000452,Oakley,Beaumont
7000000265,5000453,Casey,Mishra
7000000265,5000454,Tatum,Delgado
7000000267,5000455,Oakley,Castellano
7000000267,5000456,Blake,Rosenthal
7000000267,5000457,Bellamy,Caldwell
7000000268,5000458,Lane,Okonkwo
7000000268,5000459,Alex,Vasquez
7000000268,5000460,Wren,Vasquez
7000000271,5000461,Drew,Rosenthal
7000000271,5000462,Arden,Delgado
7000000271,5000463,Emerson,Rosenthal
