courseId,id,title,description,state,creationTime,updateTime,creatorUserId,topicId,alternateLink,materialType,materialUrl
course_nurs210,mat_pharm_syllabus,NURS 210 Syllabus,Full syllabus.,PUBLISHED,2026-08-20T08:00:00Z,2026-08-20T08:00:00Z,teacher_okafor,topic_pharm_intro,https://classroom.google.com/c/course_nurs210/m/mat_pharm_syllabus,LINK,https://docs.google.com/document/d/pharm-syllabus
course_nurs205,mat_ha_syllabus,NURS 205 Syllabus,Full syllabus.,PUBLISHED,2026-08-20T08:00:00Z,2026-08-20T08:00:00Z,teacher_carter,topic_ha_intro,https://classroom.google.com/c/course_nurs205/m/mat_ha_syllabus,LINK,https://docs.google.com/document/d/ha-syllabus
course_nurs211,mat_pharm2_schedule,NURS 211 Spring Schedule,Authoritative TR 09:30 Wexler 214.,PUBLISHED,2026-10-15T08:00:00Z,2026-10-15T08:00:00Z,teacher_okafor,topic_pharm2_intro,https://classroom.google.com/c/course_nurs211/m/mat_pharm2_schedule,LINK,https://docs.google.com/document/d/pharm2-schedule
course_biol210,mat-iol210-0416,Slide deck week 1,Lecture slide deck for week 1,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0416,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0416
course_nurs206,mat-urs206-0432,Slide deck week 1,Lecture slide deck for week 1,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0432,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0432
course_nurs210,mat-urs210-0400,Slide deck week 1,Lecture slide deck for week 1,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0400,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0400
course_nurs210,mat-urs210-0401,Slide deck week 2,Lecture slide deck for week 2,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0401,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0401
course_nurs210,mat-urs210-0402,Slide deck week 3,Lecture slide deck for week 3,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0402,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0402
course_nurs210,mat-urs210-0403,Slide deck week 4,Lecture slide deck for week 4,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0403,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0403
course_nurs210,mat-urs210-0404,Slide deck week 5,Lecture slide deck for week 5,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0404,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0404
course_nurs210,mat-urs210-0405,Slide deck week 6,Lecture slide deck for week 6,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0405,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0405
