courseId,userId,fullName,emailAddress,photoUrl
course_nurs210,student_hassan,Hassan Blanchard,hassan.blanchard@cedarbrook.edu,https://lh3.googleusercontent.com/a/hassan
course_nurs205,student_hassan,Hassan Blanchard,hassan.blanchard@cedarbrook.edu,https://lh3.googleusercontent.com/a/hassan
course_biol210,student_hassan,Hassan Blanchard,hassan.blanchard@cedarbrook.edu,https://lh3.googleusercontent.com/a/hassan
course_nurs211,student_hassan,Hassan Blanchard,hassan.blanchard@cedarbrook.edu,https://lh3.googleusercontent.com/a/hassan
course_nurs206,student_hassan,Hassan Blanchard,hassan.blanchard@cedarbrook.edu,https://lh3.googleusercontent.com/a/hassan
course_nurs210,stu-kiara-odom,Kiara Odom,kiara.odom@cedarbrook.edu,https://avatars.example.com/stu-kiara-odom.png
course_nurs210,stu-jerome-hopper,Jerome Hopper,jerome.hopper@cedarbrook.edu,https://avatars.example.com/stu-jerome-hopper.png
course_nurs210,stu-yara-diallo,Yara Diallo,yara.diallo@cedarbrook.edu,https://avatars.example.com/stu-yara-diallo.png
course_nurs210,stu-amir-bennett,Amir Bennett,amir.bennett@cedarbrook.edu,https://avatars.example.com/stu-amir-bennett.png
course_nurs210,stu-toni-ashford,Toni Ashford,toni.ashford@cedarbrook.edu,https://avatars.example.com/stu-toni-ashford.png
course_nurs210,stu-malik-grover,Malik Grover,malik.grover@cedarbrook.edu,https://avatars.example.com/stu-malik-grover.png
course_nurs210,stu-zaria-pratt,Zaria Pratt,zaria.pratt@cedarbrook.edu,https://avatars.example.com/stu-zaria-pratt.png
course_nurs210,stu-ren-wallace,Ren Wallace,ren.wallace@cedarbrook.edu,https://avatars.example.com/stu-ren-wallace.png
course_nurs210,stu-sasha-vidal,Sasha Vidal,sasha.vidal@cedarbrook.edu,https://avatars.example.com/stu-sasha-vidal.png
course_nurs210,stu-terrell-hayes,Terrell Hayes,terrell.hayes@cedarbrook.edu,https://avatars.example.com/stu-terrell-hayes.png
course_nurs210,stu-imani-rowe,Imani Rowe,imani.rowe@cedarbrook.edu,https://avatars.example.com/stu-imani-rowe.png
course_nurs210,stu-devon-price,Devon Price,devon.price@cedarbrook.edu,https://avatars.example.com/stu-devon-price.png
course_nurs210,stu-marcus-thompson,Marcus Thompson,marcus.thompson@cedarbrook.edu,https://avatars.example.com/stu-marcus-thompson.png
course_nurs205,stu-kiara-odom,Kiara Odom,kiara.odom@cedarbrook.edu,https://avatars.example.com/stu-kiara-odom.png
course_nurs205,stu-jerome-hopper,Jerome Hopper,jerome.hopper@cedarbrook.edu,https://avatars.example.com/stu-jerome-hopper.png
course_nurs205,stu-yara-diallo,Yara Diallo,yara.diallo@cedarbrook.edu,https://avatars.example.com/stu-yara-diallo.png
