id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
201,Brianna,Mendez,bri.mendez@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
202,Hailey,Park,hailey.park.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
203,Megan,Rodriguez,meg.rod95@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
204,Sophia,Liu,sophie.liu.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
205,Caitlyn,Brennan,caitlyn.b@yahoo.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
206,Tasha,Owens,tasha.owens@outlook.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
207,Maya,Kapoor,maya.k@hotmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
208,Olivia,Tran,olivia.t.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
209,Rachel,Goldberg,rachel.goldberg.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
210,Priya,Iyer,priya@iyertaxpa.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
211,Jennifer,Holcomb,jen.holcomb@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
212,Carla,Reyes,carla.reyes.lancaster@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
213,Elena,Vasquez,elena.vee@protonmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
214,Yara,Khalil,yara.khalil.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
215,Mia,Whitfield,mia.whit@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
216,Deborah,Hsu,deborah.hsu.md@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
217,Tara,Ng,tara.ng@outlook.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
218,Anastasia,Reilly,anastasia.reilly@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
219,Diane,Petrenko,diane.petrenko@verizon.net,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
220,Linda,Stamatakis,linda.stam@yahoo.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
221,Beth,Hartley,bethh@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
222,Nicole,Kearney,nicole.k.wyomissing@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
223,Ashley,Bauer,ashley.bauer.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
224,Vanessa,Choi,vchoi.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
225,Lisa,Truong,lisa.truong@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
226,Erin,Donaldson,erin.donaldson@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
227,Maria,Concepcion,maria.concepcion@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
228,Hannah,Ruiz,hannah.ruiz.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
229,Sarah,O'Connell,soconnell.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
230,Tina,Mwangi,tina.mwangi.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
231,Jess,Reyes,jess.reyes.weds@gmail.com,,Student (Comp - lapsed-friend),Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
232,Renee,Atkins,renee.atkins@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
233,Kelly,DiSanto,kdisanto.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
234,Amber,Rosario,amber.rosario@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
235,Patricia,Wong,pwong.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
236,Janelle,Foster,janelle.foster@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
237,Crystal,Aguilar,crystal.aguilar.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
238,Frances,Boyle,fran.boyle@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
239,Marie,LeClair,marie.leclair@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
240,Bethany,Carter,bethany.carter.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
241,Rosa,Iglesias,rosa.iglesias@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
242,Sasha,Kim,sasha.kim.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
243,Hope,Mitchell,hope.mitchell@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
244,Stephanie,Quinn,steph.quinn@hotmail.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
245,Rebecca,Wang,becky.wang.dance@gmail.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
246,Allison,Chen,ali.chen.pa@gmail.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
247,Charlotte,Davies,charlotte.davies@gmail.com,,Student (Stale - moved),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
248,Megan A.,Rodriguez,megan.a.rodriguez@gmail.com,,Student (Duplicate of Megan Rodriguez),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
249,Pri,Iyer,p.iyer.dance@gmail.com,,Student (Duplicate of Priya Iyer),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
250,Holly,Sherwood,holly.sherwood.79@yahoo.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
251,Lauren,Bly,lauren.bly@gmail.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
252,Cassandra,Pope,cassandra.pope@gmail.com,,Student (Stale - dropped),Amanda Webb Dance Instruction,other,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10201,Brianna,Mendez,bri.mendez@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10202,Hailey,Park,hailey.park.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10203,Megan,Rodriguez,meg.rod95@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10204,Sophia,Liu,sophie.liu.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10205,Caitlyn,Brennan,caitlyn.b@yahoo.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10206,Tasha,Owens,tasha.owens@outlook.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10207,Maya,Kapoor,maya.k@hotmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10208,Olivia,Tran,olivia.t.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10209,Rachel,Goldberg,rachel.goldberg.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10210,Priya,Iyer,priya@iyertaxpa.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10211,Jennifer,Holcomb,jen.holcomb@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10212,Carla,Reyes,carla.reyes.lancaster@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10213,Elena,Vasquez,elena.vee@protonmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10214,Yara,Khalil,yara.khalil.dance@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10215,Mia,Whitfield,mia.whit@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10216,Deborah,Hsu,deborah.hsu.md@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10217,Tara,Ng,tara.ng@outlook.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10218,Anastasia,Reilly,anastasia.reilly@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10219,Diane,Petrenko,diane.petrenko@verizon.net,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10220,Linda,Stamatakis,linda.stam@yahoo.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10221,Beth,Hartley,bethh@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10222,Nicole,Kearney,nicole.k.wyomissing@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10223,Ashley,Bauer,ashley.bauer.pa@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10224,Vanessa,Choi,vchoi.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10225,Lisa,Truong,lisa.truong@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10226,Erin,Donaldson,erin.donaldson@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10227,Maria,Concepcion,maria.concepcion@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
10228,Hannah,Ruiz,hannah.ruiz.berks@gmail.com,,Student,Amanda Webb Dance Instruction,customer,2026-06-08T00:00:00Z,2026-06-08T00:00:00Z
