id,company_id,first_name,last_name,business_name,type,email,hourly_rate,wage_type,start_date
gcon_tony,comp_mykonos,Tony,DeLuca,DeLuca Property Services,Individual,tony@gmail.com,0.00,Fixed,2016-01-01
gcon_0010,comp_mykonos,Contractor0,Last0,,Business,s49@yahoo.com,29.61,Hourly,2026-07-24
gcon_0011,comp_mykonos,Contractor1,Last1,,Business,j60@yahoo.com,24.37,Hourly,2026-10-04
gcon_0012,comp_mykonos,Contractor2,Last2,,Business,j28@yahoo.com,39.47,Hourly,2026-03-13
gcon_0013,comp_mykonos,Contractor3,Last3,,Business,s68@yahoo.com,42.08,Hourly,2026-08-11
gcon_0014,comp_mykonos,Contractor4,Last4,,Individual,s35@yahoo.com,26.41,Hourly,2026-02-20
gcon_0015,comp_mykonos,Contractor5,Last5,,Individual,k79@gmail.com,43.93,Hourly,2026-08-17
gcon_0016,comp_mykonos,Contractor6,Last6,,Individual,j55@yahoo.com,18.49,Hourly,2026-07-08
gcon_0017,comp_mykonos,Contractor7,Last7,,Individual,m75@gmail.com,30.9,Hourly,2026-02-14
gcon_0018,comp_mykonos,Contractor8,Last8,,Business,a92@gmail.com,27.35,Hourly,2026-10-01
gcon_0019,comp_mykonos,Contractor9,Last9,,Business,m72@yahoo.com,37.44,Hourly,2026-02-21
gcon_0020,comp_mykonos,Contractor10,Last10,,Business,m21@yahoo.com,44.68,Hourly,2026-06-15
gcon_0021,comp_mykonos,Contractor11,Last11,,Individual,a23@yahoo.com,26.64,Hourly,2026-03-19
gcon_0022,comp_mykonos,Contractor12,Last12,,Business,a79@gmail.com,26.8,Hourly,2026-06-04
gcon_0023,comp_mykonos,Contractor13,Last13,,Individual,m57@yahoo.com,22.44,Hourly,2026-05-09
gcon_0024,comp_mykonos,Contractor14,Last14,,Business,s79@gmail.com,22.88,Hourly,2026-07-14
gcon_0025,comp_mykonos,Contractor15,Last15,,Individual,j38@yahoo.com,23.64,Hourly,2026-03-21
gcon_0026,comp_mykonos,Contractor16,Last16,,Business,k18@gmail.com,38.94,Hourly,2026-01-25
gcon_0027,comp_mykonos,Contractor17,Last17,,Individual,a92@yahoo.com,15.3,Hourly,2026-04-22
gcon_0028,comp_mykonos,Contractor18,Last18,,Individual,m12@gmail.com,33.29,Hourly,2026-05-30
gcon_0029,comp_mykonos,Contractor19,Last19,,Individual,s25@gmail.com,31.47,Hourly,2026-03-15
gcon_0030,comp_mykonos,Contractor20,Last20,,Individual,k45@gmail.com,45.82,Hourly,2026-08-02
gcon_0031,comp_mykonos,Contractor21,Last21,,Business,j56@yahoo.com,49.08,Hourly,2026-06-04
gcon_0032,comp_mykonos,Contractor22,Last22,,Individual,m45@gmail.com,19.89,Hourly,2026-05-15
gcon_0033,comp_mykonos,Contractor23,Last23,,Individual,m18@yahoo.com,25.42,Hourly,2026-01-16
gcon_0034,comp_mykonos,Contractor24,Last24,,Business,k99@yahoo.com,25.22,Hourly,2026-07-01
gcon_0035,comp_mykonos,Contractor25,Last25,,Individual,m44@gmail.com,23.37,Hourly,2026-04-02
gcon_0036,comp_mykonos,Contractor26,Last26,,Individual,m43@gmail.com,41.9,Hourly,2026-10-10
gcon_0037,comp_mykonos,Contractor27,Last27,,Business,k83@gmail.com,41.82,Hourly,2026-02-25
gcon_0038,comp_mykonos,Contractor28,Last28,,Individual,m60@gmail.com,26.0,Hourly,2026-05-06
gcon_0039,comp_mykonos,Contractor29,Last29,,Business,j57@gmail.com,19.82,Hourly,2026-04-14
gcon_0040,comp_mykonos,Contractor30,Last30,,Business,a90@yahoo.com,31.8,Hourly,2026-07-04
gcon_0041,comp_mykonos,Contractor31,Last31,,Business,a57@gmail.com,32.07,Hourly,2026-03-12
gcon_0042,comp_mykonos,Contractor32,Last32,,Individual,j17@yahoo.com,25.05,Hourly,2026-10-02
gcon_0043,comp_mykonos,Contractor33,Last33,,Business,j85@gmail.com,15.97,Hourly,2026-03-13
gcon_0044,comp_mykonos,Contractor34,Last34,,Business,k86@gmail.com,16.74,Hourly,2026-05-08
gcon_0045,comp_mykonos,Contractor35,Last35,,Individual,m20@gmail.com,44.53,Hourly,2026-09-23
gcon_0046,comp_mykonos,Contractor36,Last36,,Business,m49@gmail.com,37.37,Hourly,2026-05-14
gcon_0047,comp_mykonos,Contractor37,Last37,,Business,a49@gmail.com,27.2,Hourly,2026-05-27
gcon_0048,comp_mykonos,Contractor38,Last38,,Business,a84@gmail.com,33.8,Hourly,2026-09-18
gcon_0049,comp_mykonos,Contractor39,Last39,,Individual,k78@gmail.com,37.34,Hourly,2026-06-15
gcon_0050,comp_mykonos,Contractor40,Last40,,Individual,m12@yahoo.com,22.52,Hourly,2026-02-19
gcon_0051,comp_mykonos,Contractor41,Last41,,Business,s18@gmail.com,24.11,Hourly,2026-03-11
gcon_0052,comp_mykonos,Contractor42,Last42,,Business,k30@yahoo.com,47.27,Hourly,2026-05-14
gcon_0053,comp_mykonos,Contractor43,Last43,,Business,s24@gmail.com,47.39,Hourly,2026-06-07
gcon_0054,comp_mykonos,Contractor44,Last44,,Business,k43@yahoo.com,27.28,Hourly,2026-06-25
gcon_0055,comp_mykonos,Contractor45,Last45,,Business,j32@gmail.com,37.22,Hourly,2026-09-15
gcon_0056,comp_mykonos,Contractor46,Last46,,Business,m65@gmail.com,44.98,Hourly,2026-06-02
gcon_0057,comp_mykonos,Contractor47,Last47,,Business,a15@gmail.com,47.07,Hourly,2026-05-26
gcon_0058,comp_mykonos,Contractor48,Last48,,Business,m20@gmail.com,27.36,Hourly,2026-04-17
gcon_0059,comp_mykonos,Contractor49,Last49,,Business,k32@gmail.com,25.83,Hourly,2026-05-22
gcon_0060,comp_mykonos,Contractor50,Last50,,Business,a20@yahoo.com,26.42,Hourly,2026-09-22
gcon_0061,comp_mykonos,Contractor51,Last51,,Business,a79@gmail.com,32.38,Hourly,2026-04-08
gcon_0062,comp_mykonos,Contractor52,Last52,,Business,a64@yahoo.com,48.34,Hourly,2026-01-12
gcon_0063,comp_mykonos,Contractor53,Last53,,Business,s12@yahoo.com,20.19,Hourly,2026-09-17
gcon_0064,comp_mykonos,Contractor54,Last54,,Individual,s22@yahoo.com,26.8,Hourly,2026-01-11
gcon_0065,comp_mykonos,Contractor55,Last55,,Business,s34@gmail.com,19.7,Hourly,2026-01-07
gcon_0066,comp_mykonos,Contractor56,Last56,,Business,a96@gmail.com,16.41,Hourly,2026-01-18
gcon_0067,comp_mykonos,Contractor57,Last57,,Individual,s98@yahoo.com,49.94,Hourly,2026-07-03
gcon_0068,comp_mykonos,Contractor58,Last58,,Business,s76@yahoo.com,47.31,Hourly,2026-04-30
gcon_0069,comp_mykonos,Contractor59,Last59,,Individual,s27@yahoo.com,40.98,Hourly,2026-06-16
gcon_0070,comp_mykonos,Contractor60,Last60,,Individual,s16@gmail.com,30.28,Hourly,2026-07-13
