wa_id,profile_name,phone_number,opted_in,last_seen
12155550234,Tom Porter,+12155550234,true,2026-10-24T01:30:00Z
12155550267,Max Porter,+12155550267,true,2026-10-23T22:15:00Z
12155550268,Sophie Porter,+12155550268,true,2026-10-24T07:42:00Z
18025550178,Margaret Porter,+18025550178,true,2026-10-19T15:00:00Z
12155550412,Kevin Koval,+12155550412,true,2026-10-24T09:55:00Z
12155550534,Carlos Mendez,+12155550534,true,2026-10-24T09:48:00Z
12675550389,Jake Boyko,+12675550389,true,2026-10-24T09:30:00Z
12155550601,Pastor David Reynolds,+12155550601,true,2026-10-20T19:00:00Z
12155550745,Dr Chen Office,+12155550745,true,2026-10-15T13:20:00Z
18025550234,Nancy Walsh,+18025550234,true,2026-10-23T17:05:00Z
18025550235,Unknown VT 0235,+18025550235,false,2026-10-24T08:12:00Z
12155570201,Maria Thornton,+12155570201,true,2026-10-23T18:30:00Z
12676220115,Doug Reilly,+12676220115,true,2026-10-19T16:00:00Z
12676180890,Paula Harkness,+12676180890,true,2026-10-12T14:00:00Z
12153240712,David Greene,+12153240712,true,2026-10-08T11:40:00Z
12674050988,Linda Vargas,+12674050988,true,2026-10-15T09:15:00Z
12679931077,Greensgrow Farms,+12679931077,true,2026-10-22T15:00:00Z
12677880640,Home Depot Aramingo,+12677880640,true,2026-10-22T16:00:00Z
18002666732,PA DLI Renewal,+18002666732,true,2026-10-10T10:00:00Z
12675554150,Helena Kovacs,+12675554150,true,2026-08-19T14:05:00Z
12155554468,Marcus Webb,+12155554468,true,2026-10-03T05:30:00Z
14845596142,Theresa Lin,+14845596142,true,2026-10-13T13:05:00Z
12675595457,Doug Whitfield,+12675595457,true,2026-09-26T14:40:00Z
14845584775,Camille Reyes,+14845584775,true,2026-08-28T17:10:00Z
12155559626,Greta Lindqvist,+12155559626,true,2026-08-06T21:00:00Z
12675588438,Anna Volkov,+12675588438,true,2026-08-16T17:55:00Z
12675581895,Imani Carter,+12675581895,true,2026-08-24T07:25:00Z
12155584247,Tariq Johnson,+12155584247,true,2026-08-06T11:15:00Z
12155592991,Marina Costa,+12155592991,true,2026-09-18T09:10:00Z
16105556470,Sarah Mae Brennan,+16105556470,true,2026-09-18T00:50:00Z
12675588163,Lila Patel,+12675588163,true,2026-08-02T06:05:00Z
12155555191,Ron Vasquez,+12155555191,true,2026-08-28T23:25:00Z
12675571567,Diego Romero,+12675571567,true,2026-10-10T06:15:00Z
12675588066,Goldfinch Coffee,+12675588066,true,2026-09-24T14:10:00Z
12155574062,Berks Bakery,+12155574062,true,2026-08-24T04:05:00Z
12155578007,Tioga Tavern,+12155578007,true,2026-10-02T07:25:00Z
