id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
cal000,cal_charter_2027,Charter Okafor group,,Bayport harbor,2027-04-06,2027-04-06,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal001,cal_charter_2027,Charter GreenTech corp,,Bayport harbor,2027-04-07,2027-04-07,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal002,cal_charter_2027,Charter Reyes family,,Bayport harbor,2027-04-08,2027-04-08,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,private
cal003,cal_charter_2027,Charter Danvers charter,,Bayport harbor,2027-04-09,2027-04-09,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,,default
cal004,cal_charter_2027,Charter Whitfield group,,Bayport harbor,2027-04-10,2027-04-10,true,confirmed,carlos.bennett@Finthesiss.ai,system@orbit-labs.com,,default
cal005,cal_charter_2027,Charter Sunbelt Realty outing,,Bayport harbor,2027-04-11,2027-04-11,true,confirmed,carlos.bennett@Finthesiss.ai,amelia.personal@gmail.com,,private
cal006,cal_charter_2027,Charter Ábrego family,,Bayport harbor,2027-05-13,2027-05-13,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,default
cal007_8,cal_charter_2027,Charter Nolan referral,,Bayport harbor,2027-05-14,2027-05-14,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal008_9,cal_charter_2027,Charter Halligan party,,Bayport harbor,2027-05-15,2027-05-15,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal009_10,cal_charter_2027,Charter Okafor group,,Bayport harbor,2027-05-16,2027-05-16,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,private
cal010_11,cal_charter_2027,Charter GreenTech corp,,Bayport harbor,2027-05-17,2027-05-17,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,,default
cal011_12,cal_charter_2027,Charter Reyes family,,Bayport harbor,2027-05-18,2027-05-18,true,confirmed,carlos.bennett@Finthesiss.ai,system@orbit-labs.com,,default
cal012_13,cal_charter_2027,Charter Danvers charter,,Bayport harbor,2027-05-19,2027-05-19,true,confirmed,carlos.bennett@Finthesiss.ai,amelia.personal@gmail.com,,private
cal013_14,cal_charter_2027,Charter Whitfield group,,Bayport harbor,2027-05-20,2027-05-20,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,default
cal014_15,cal_charter_2027,Charter Sunbelt Realty outing,,Bayport harbor,2027-06-21,2027-06-21,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal015_16,cal_charter_2027,Charter Kessler party,,Bayport harbor,2027-06-22,2027-06-22,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal016_17,cal_charter_2027,Charter Ábrego family,,Bayport harbor,2027-06-23,2027-06-23,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,private
cal017_18,cal_charter_2027,Charter Nolan referral,,Bayport harbor,2027-06-24,2027-06-24,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,,default
cal018_19,cal_charter_2027,Charter Halligan party,,Bayport harbor,2027-06-05,2027-06-05,true,confirmed,carlos.bennett@Finthesiss.ai,system@orbit-labs.com,,default
cal019_20,cal_charter_2027,Charter Okafor group,,Bayport harbor,2027-06-06,2027-06-06,true,confirmed,carlos.bennett@Finthesiss.ai,amelia.personal@gmail.com,,private
cal_uscg_exp_21,cal_compliance,USCG Master 50 GT license expires,,,2026-12-31,2026-12-31,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,,default
cal_season_open_22,cal_charter_2027,"2027 season opening, all compliance must be clean",,,2027-04-01,2027-04-01,true,confirmed,carlos.bennett@Finthesiss.ai,amelia@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
cal_martin_deliver_23,cal_repairs,Deliver 1960s Martin D-28 restoration,,Workshop,2027-01-10,2027-01-10,true,confirmed,carlos.bennett@Finthesiss.ai,helena@orbit-labs.com,RRULE:FREQ=WEEKLY;BYDAY=TU,default
