id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
80000000,host-0,Meeting 0,2,finished,2026-01-01T15:00:00Z,60,America/Los_Angeles,https://zoom.example.com/j/80000000,Sync.,2026-01-01T00:00:00Z
80000001,host-1,Meeting 1,2,waiting,2026-02-02T15:00:00Z,30,America/Los_Angeles,https://zoom.example.com/j/80000001,Sync.,2026-02-02T00:00:00Z
80000002,host-2,Meeting 2,2,finished,2026-03-03T15:00:00Z,45,America/Los_Angeles,https://zoom.example.com/j/80000002,Sync.,2026-03-03T00:00:00Z
80000003,host-3,Meeting 3,2,finished,2026-04-04T15:00:00Z,60,America/Los_Angeles,https://zoom.example.com/j/80000003,Sync.,2026-04-04T00:00:00Z
80000004,host-4,Meeting 4,2,waiting,2026-05-05T15:00:00Z,60,America/Los_Angeles,https://zoom.example.com/j/80000004,Sync.,2026-05-05T00:00:00Z
80000005,host-5,Meeting 5,2,waiting,2026-06-06T15:00:00Z,45,America/Los_Angeles,https://zoom.example.com/j/80000005,Sync.,2026-06-06T00:00:00Z
80000006,host-6,Meeting 6,2,started,2026-07-07T15:00:00Z,30,America/Los_Angeles,https://zoom.example.com/j/80000006,Sync.,2026-07-07T00:00:00Z
80000007,host-7,Meeting 7,2,finished,2026-08-08T15:00:00Z,45,America/Los_Angeles,https://zoom.example.com/j/80000007,Sync.,2026-08-08T00:00:00Z
80000008,host-8,Meeting 8,2,started,2026-09-09T15:00:00Z,30,America/Los_Angeles,https://zoom.example.com/j/80000008,Sync.,2026-09-09T00:00:00Z
80000009,host-9,Meeting 9,2,waiting,2026-10-10T15:00:00Z,60,America/Los_Angeles,https://zoom.example.com/j/80000009,Sync.,2026-10-10T00:00:00Z
80000010,host-0,Meeting 10,2,waiting,2026-11-11T15:00:00Z,45,America/Los_Angeles,https://zoom.example.com/j/80000010,Sync.,2026-11-11T00:00:00Z
80000011,host-1,Meeting 11,2,finished,2026-12-12T15:00:00Z,45,America/Los_Angeles,https://zoom.example.com/j/80000011,Sync.,2026-12-12T00:00:00Z
