id,email,phone_number,first_name,last_name,organization,title,city,region,country,created,updated
P01,gemma.allerton@example.com,,Gemma,Allerton,Cornerstone Heritage Museum prospect,Donor prospect,Bessemer,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P02,gemma.galbraith@example.com,,Gemma,Galbraith,Cornerstone Heritage Museum prospect,Donor prospect,Bessemer,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P03,bart.brightwell@example.com,,Bart,Brightwell,Cornerstone Heritage Museum prospect,Donor prospect,Hoover,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P04,esme.hood@example.com,,Esme,Hood,Cornerstone Heritage Museum prospect,Donor prospect,Bessemer,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P05,cyrus.esterhazy@example.com,,Cyrus,Esterhazy,Cornerstone Heritage Museum prospect,Donor prospect,Birmingham,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P06,esme.galbraith@example.com,,Esme,Galbraith,Cornerstone Heritage Museum prospect,Donor prospect,Birmingham,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P07,idris.galbraith@example.com,,Idris,Galbraith,Cornerstone Heritage Museum prospect,Donor prospect,Hoover,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P08,augusta.drinkmore@example.com,,Augusta,Drinkmore,Cornerstone Heritage Museum prospect,Donor prospect,Vestavia Hills,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P09,augusta.galbraith@example.com,,Augusta,Galbraith,Cornerstone Heritage Museum prospect,Donor prospect,Hoover,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P10,felix.carrick@example.com,,Felix,Carrick,Cornerstone Heritage Museum prospect,Donor prospect,Birmingham,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P11,gemma.esterhazy@example.com,,Gemma,Esterhazy,Cornerstone Heritage Museum prospect,Donor prospect,Birmingham,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P12,cyrus.allerton@example.com,,Cyrus,Allerton,Cornerstone Heritage Museum prospect,Donor prospect,Vestavia Hills,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P13,idris.drinkmore@example.com,,Idris,Drinkmore,Cornerstone Heritage Museum prospect,Donor prospect,Bessemer,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P14,cyrus.carrick@example.com,,Cyrus,Carrick,Cornerstone Heritage Museum prospect,Donor prospect,Bessemer,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
P15,idris.fennel@example.com,,Idris,Fennel,Cornerstone Heritage Museum prospect,Donor prospect,Vestavia Hills,AL,USA,2024-04-12T09:00:00Z,2026-09-15T09:00:00Z
