transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
plaid_txn_00001,occu_chk_1120,1250.0,USD,2026-01-01,WHITEAKER COMMUNITY RENT,Whiteaker Community Housing,Rent & Utilities,False,online
plaid_txn_00002,occu_chk_1120,56.28,USD,2026-01-02,WINCO FOODS #12 EUGENE OR,Grocery,Food & Groceries,False,in store
plaid_txn_00003,occu_chk_1120,15.49,USD,2026-01-03,NETFLIX.COM,Netflix,Entertainment,False,online
plaid_txn_00004,occu_chk_1120,250.0,USD,2026-01-03,OCCU TRANSFER TO SAVINGS,Oregon Community CU,Transfer,False,online
plaid_txn_00005,occu_sav_5560,-250.0,USD,2026-01-03,TRANSFER FROM CHECKING,Oregon Community CU,Transfer,False,online
plaid_txn_00006,occu_chk_1120,79.81,USD,2026-01-04,EWEB EUGENE WATER & ELECTRIC,EWEB,Rent & Utilities,False,online
plaid_txn_00007,occu_chk_1120,78.2,USD,2026-01-04,SPRINGFIELD UTILITY BOARD,Springfield Utility Board,Rent & Utilities,False,online
plaid_txn_00008,discover_8842,80.73,USD,2026-01-05,TARGET EUGENE OR,Discover Purchase,Shopping,False,in store
plaid_txn_00009,occu_chk_1120,35.09,USD,2026-01-06,SHELL OIL EUGENE OR,Gas,Transportation,False,in store
plaid_txn_00010,occu_chk_1120,39.07,USD,2026-01-07,MARKET OF CHOICE EUGENE OR,Grocery,Food & Groceries,False,in store
plaid_txn_00011,occu_chk_1120,295.0,USD,2026-01-07,NELNET STUDENT LOAN PYMT,Nelnet,Loans,False,online
plaid_txn_00012,occu_chk_1120,7.22,USD,2026-01-08,NINKASI BREWING TAPROOM,Dining,Food & Drink,False,in store
plaid_txn_00013,occu_chk_1120,100.0,USD,2026-01-11,VANGUARD BUY ROTH IRA,Vanguard,Transfer,False,online
plaid_txn_00014,vg_roth_3301,-100.0,USD,2026-01-11,ROTH IRA CONTRIBUTION,Vanguard,Transfer,False,online
plaid_txn_00015,occu_chk_1120,-1488.38,USD,2026-01-12,CEDAR RIDGE SCH DIST PAYROLL DIRECT DEP,Cedar Ridge School District,Transfer,False,other
plaid_txn_00016,occu_chk_1120,80.38,USD,2026-01-12,WINCO FOODS #12 EUGENE OR,Grocery,Food & Groceries,False,in store
plaid_txn_00017,discover_8842,84.41,USD,2026-01-13,USPS PO 0574 EUGENE OR,Discover Purchase,Shopping,False,in store
plaid_txn_00018,discover_8842,-180.0,USD,2026-01-14,PAYMENT - THANK YOU,Discover,Payment,False,online
plaid_txn_00019,occu_chk_1120,180.0,USD,2026-01-14,DISCOVER E-PAYMENT,Discover,Payment,False,online
plaid_txn_00020,occu_chk_1120,24.99,USD,2026-01-14,OFFICE DEPOT CLASSROOM,Office Depot,Education,False,in store
plaid_txn_00021,occu_chk_1120,12.57,USD,2026-01-15,CAFE YUMM EUGENE OR,Dining,Food & Drink,False,in store
plaid_txn_00022,occu_chk_1120,46.14,USD,2026-01-15,CHEVRON 00 EUGENE OR,Gas,Transportation,False,in store
plaid_txn_00023,occu_chk_1120,11.99,USD,2026-01-17,SPOTIFY USA,Spotify,Entertainment,False,online
plaid_txn_00024,occu_chk_1120,114.51,USD,2026-01-17,TRADER JOES EUGENE OR,Grocery,Food & Groceries,False,in store
plaid_txn_00025,discover_8842,78.65,USD,2026-01-21,CHEVRON 00 EUGENE OR,Discover Purchase,Shopping,False,in store
plaid_txn_00026,occu_chk_1120,21.28,USD,2026-01-22,CORNUCOPIA EUGENE OR,Dining,Food & Drink,False,in store
plaid_txn_00027,occu_chk_1120,103.75,USD,2026-01-22,COSTCO WHOLESALE EUGENE OR,Grocery,Food & Groceries,False,in store
