response_id,field_id,field_type,ref,answer
resp-csa-01,fld-csa-name,short_text,household_name,Anderson Family
resp-csa-01,fld-csa-share,multiple_choice,share_type,Full Share ($500)
resp-csa-01,fld-csa-pickup,multiple_choice,pickup_day,Thursday Naches
resp-csa-01,fld-csa-email,email,contact_email,anderson.csa@gmail.com
resp-csa-02,fld-csa-name,short_text,household_name,Baker Household
resp-csa-02,fld-csa-share,multiple_choice,share_type,Full Share ($500)
resp-csa-02,fld-csa-pickup,multiple_choice,pickup_day,Friday Farm Gate
resp-csa-02,fld-csa-email,email,contact_email,baker.homestead@gmail.com
resp-csa-03,fld-csa-name,short_text,household_name,Brooks Family
resp-csa-03,fld-csa-share,multiple_choice,share_type,Full Share ($500)
resp-csa-03,fld-csa-pickup,multiple_choice,pickup_day,Thursday Naches
resp-csa-03,fld-csa-comments,short_text,comments,Want to add egg share if available
resp-csa-03,fld-csa-email,email,contact_email,brooks.yak@gmail.com
resp-csa-04,fld-csa-name,short_text,household_name,Coleman Household
resp-csa-04,fld-csa-share,multiple_choice,share_type,Half Share ($300)
resp-csa-04,fld-csa-pickup,multiple_choice,pickup_day,Friday Farm Gate
resp-csa-04,fld-csa-email,email,contact_email,coleman.csa@gmail.com
resp-csa-05,fld-csa-name,short_text,household_name,Delgado-Bell Family
resp-csa-05,fld-csa-share,multiple_choice,share_type,Full Share ($500)
resp-csa-05,fld-csa-pickup,multiple_choice,pickup_day,Thursday Naches
resp-csa-05,fld-csa-comments,short_text,comments,Previously waitlisted 2026 excited to join
resp-csa-05,fld-csa-email,email,contact_email,delgado.bell@gmail.com
resp-csa-06,fld-csa-name,short_text,household_name,Erickson Household
resp-csa-06,fld-csa-share,multiple_choice,share_type,Undecided
resp-csa-06,fld-csa-pickup,multiple_choice,pickup_day,Friday Farm Gate
resp-csa-06,fld-csa-email,email,contact_email,erickson.farm@gmail.com
resp-csa-07,fld-csa-name,short_text,household_name,Hoffman-Neighbor Family
resp-csa-07,fld-csa-share,multiple_choice,share_type,Not renewing
resp-csa-07,fld-csa-pickup,multiple_choice,pickup_day,Thursday Naches
resp-csa-07,fld-csa-comments,short_text,comments,Moving to Ellensburg sorry
resp-csa-07,fld-csa-email,email,contact_email,hoffman.neighbor@gmail.com
