id,display_name,given_name,surname,email,job_title,company,mobile_phone
ouc_001,Maria Suarez,Maria,Suarez,maria@harborview-walker.com,Property Manager,Harborview Property Mgmt LLC,(414) 555-2410
ouc_002,Dan Mitchell,Dan,Mitchell,d.mitchell@milwaukee.gov,Electrical Inspector,City of Milwaukee,(414) 555-9100
ouc_003,Helen Bjornson,Helen,Bjornson,h.bjornson1924@gmail.com,Homeowner,,(414) 555-1924
ouc_004,Marcus Voss,Marcus,Voss,m.voss@brewsterelectric.com,Account Rep,Brewster Electric Supply,(414) 555-7720
ouc_005,Tyler Brown,Tyler,Brown,tyler.brown@harborview-walker.com,General Contractor,Walker's Point Builders LLC,(414) 555-2811
oc_txrthd,Dan 1kl7,ve939,zdsb0g,sue.dr27@contractor.net,Client,Chandler Electric,+14145557120
oc_c5w6q8,Helen yxqo,89v6d,msrvsx,mark.oizp@contractor.net,Inspector,Chandler Electric,+14145558943
oc_txoi78,Tony a3mn,qaj43,2yu8gp,mike.cpf0@contractor.net,Client,Brewster Electric,+14145558092
oc_124z6j,Ryan ooni,aevj6,yhzkcy,bob.9h7j@gmail.com,Inspector,City of Milwaukee,+14145557354
oc_3c0r88,Tony w1in,7twl6,e10xvq,dan.crjo@chandlerelectric.com,Inspector,Chandler Electric,+14145554686
oc_1gdupb,Wayne 36um,mb9pz,m32n2f,sue.ad7n@yahoo.com,Inspector,Chandler Electric,+14145559988
oc_9qxbr8,Helen 1n8l,62f5q,pa3dwt,bob.z37l@gmail.com,Inspector,City of Milwaukee,+14145556034
oc_d9kuak,Dan c89q,d7115,j5xohg,mark.esnv@contractor.net,Inspector,Chandler Electric,+14145555534
oc_fgslq8,Dan gvip,nnb33,cethmz,dan.8nog@chandlerelectric.com,Supplier,Brewster Electric,+14145556627
oc_2tze5m,Ryan uukx,nhahe,2pirz8,mike.sc8z@gmail.com,Client,,+14145551494
oc_s21egv,Wayne xse5,rzamr,ag2g8c,chris.jdmo@chandlerelectric.com,CPA,City of Milwaukee,+14145555440
oc_5myhjx,Wayne dozy,cbiou,irnxx2,tom.fmcz@gmail.com,Client,Chandler Electric,+14145559759
