event_id,email,display_name,response_status,optional,organizer
gcal-consult-final,ruth.armstrong@Finthesiss.ai,Ruth Armstrong,accepted,false,true
gcal-consult-final,jf.lavigne@ville.montreal.qc.ca,Jean Francois Lavigne,accepted,false,false
gcal-consult-final,david.ouellet@plateau.montreal.qc.ca,David Ouellet,tentative,false,false
gcal-consult-final,sophie.chen@plateau.montreal.qc.ca,Sophie Chen,accepted,false,false
gcal-consult-final,amara.diallo@ville.montreal.qc.ca,Amara Diallo,accepted,false,false
gcal-brief-review,ruth.armstrong@Finthesiss.ai,Ruth Armstrong,accepted,false,false
gcal-brief-review,jf.lavigne@ville.montreal.qc.ca,Jean Francois Lavigne,accepted,false,true
gcal-ouellet,ruth.armstrong@Finthesiss.ai,Ruth Armstrong,accepted,false,true
gcal-ouellet,david.ouellet@plateau.montreal.qc.ca,David Ouellet,accepted,false,false
gcal-adv-weekly,ruth.armstrong@Finthesiss.ai,Ruth Armstrong,accepted,false,true
gcal-adv-weekly,sophie.chen@plateau.montreal.qc.ca,Sophie Chen,accepted,false,false
gcal-adv-weekly,amara.diallo@ville.montreal.qc.ca,Amara Diallo,accepted,false,false
gcal-adv-weekly,lucie.bergeron@alliancecycliste.qc.ca,Lucie Bergeron,accepted,false,false
