contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
bd5e9cd8-cf22-7d93-4620-092ed80abb44,Cedarbrook General Store,Oksana,Kovalenko,receiving@cedarbrookgeneral.com,true,false,ACTIVE,ACC-1000
2a18b54c-e125-3680-4abd-c869c091853c,Ridgemont Co-op,Taras,Shevchenko,purchasing@ridgemontcoop.com,true,false,ACTIVE,ACC-1001
aae06882-10b1-4a86-433d-024a166d8922,Briarwood Farmers Market,Dmytro,Melnyk,vendors@briarwoodfarmersmarket.org,true,false,ACTIVE,ACC-1002
0112adc3-4353-58b7-494c-2b254b93d7b4,SE PA Beekeepers Guild,Iryna,Boyko,guild@sepabeekeepers.org,false,true,ACTIVE,ACC-1003
e4c35e7a-b3e9-e0aa-42e9-843bdd02663d,Bucks County Beekeeping Supply,Petro,Tkachenko,orders@bucksbeesupply.com,false,true,ACTIVE,ACC-1004
4b6cb64e-d17f-7b90-4607-705d40c49f33,Keystone Glass and Jar Co,Nadia,Kravchuk,sales@keystoneglassjars.com,false,true,ACTIVE,ACC-1005
babc8af8-c8c5-c891-4412-73d91ebc8b22,Fox Chase Bakehouse,Yuriy,Bondar,hello@foxchasebakehouse.com,true,false,ACTIVE,ACC-1006
17bc1c9e-300e-429f-4f9c-b65669403aae,Chestnut Hill Grocer,Halyna,Marchenko,buyer@chestnuthillgrocer.com,true,false,ACTIVE,ACC-1007
3a48cbd4-05c7-3eb2-4111-8b517c42090c,Printsmith Label and Sticker,Serhiy,Lysenko,orders@printsmithlabels.com,false,true,ACTIVE,ACC-1008
0b322810-542a-d192-4824-24f204e594b7,Rittenhouse Brew Coffee House,Olena,Savchuk,cafe@rittenhousebrewcoffee.com,true,false,ACTIVE,ACC-1009
993d23c3-129b-e18e-45e3-b757cb102e1c,Germantown Kitchen and Table,Mykola,Romanenko,kitchen@germantownkitchen.com,true,false,ACTIVE,ACC-1010
eefc4a99-aaa9-5291-4f32-5dfc8981e976,J Harmon,J,Harmon,j.harmon.chestnuthill@gmail.com,true,false,ACTIVE,ACC-1011
3e5de2ac-adcf-cea3-406e-d1afaed90631,M Delgado,M,Delgado,m.delgado.mtairy@gmail.com,true,false,ACTIVE,ACC-1012
ad97449a-0d55-5895-46fc-caa29da46604,T Osei,T,Osei,t.osei.roxborough@gmail.com,true,false,ACTIVE,ACC-1013
b2c28480-945c-c2b3-4805-c6e2bcede4bb,Willow Grove Pantry,Ihor,Zinchenko,manager@willowgrovepantry.com,true,false,ACTIVE,ACC-1014
8ff33896-41e4-008a-400e-5a59cf258724,Maple Ridge Bee Farm Supply,Lesia,Hnatiuk,orders@mannlakebeefarm.com,false,true,ACTIVE,ACC-1015
abf1d8a1-d44d-cea6-481f-40e39c8a6ac1,Manayunk Corner Market,Roman,Kovalenko,produce@manayunkmarket.com,true,false,ACTIVE,ACC-1016
6ca87e58-1eeb-03b5-4510-a1b686238419,Valley Forge Hive and Box Works,Kateryna,Shevchenko,supply@valleyforgehoneyboxes.com,false,true,ACTIVE,ACC-1017
b4e4cdab-a9bf-7782-4931-ef61e34e72be,Mount Airy Provisions,Andriy,Melnyk,deli@mtairyprovisions.com,true,false,ACTIVE,ACC-1018
4e25fe39-2ac9-cc92-4819-c0a84b9c5b86,R Kessler,R,Kessler,r.kessler.foxchase@gmail.com,true,false,ACTIVE,ACC-1019
c7a91e53-2d68-4b04-91f7-5a3c8e1d6b29,Schuylkill Natural Foods,Oksana,Tkachenko,wholesale@schuylkillnaturalfoods.com,true,false,ACTIVE,ACC-1020
d8b02f64-3e79-4c15-82a8-6b4d9f2e7c30,Delaware Valley Wax Works,Taras,Kravchuk,orders@delawarevalleywaxworks.com,false,true,ACTIVE,ACC-1021
cd6a7fee-a123-4c45-9876-b7c9d1e2a3f4,Ridgemont Co-op,Ridgemont,Co-op,receiving@ridgemont.example,true,false,ACTIVE,ACC-1022
de88a1c2-d234-4d56-a987-c8d1e2f3a4b5,Briarwood Farmers Market Table Fee,Briarwood,Fee,receiving@briarwood.example,true,false,ACTIVE,ACC-1023
ef99b2d3-e345-4e67-b098-d9e2f3a4b5c6,Foxpoint Creative (Katya),Foxpoint,(Katya),receiving@foxpoint.example,true,false,ACTIVE,ACC-1024
