sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA00000000000000000000000000000000,+15145557001,+15145566636,completed,inbound,513,-0.02,USD,human,2026-10-01T15:00:00Z,2026-10-02T15:05:00Z,2026-10-06T15:00:00Z
CA00000000000000000000000000000001,+15145557001,+15145543224,completed,inbound,398,-0.02,USD,human,2026-10-02T15:00:00Z,2026-10-06T15:05:00Z,2026-10-05T15:00:00Z
CA00000000000000000000000000000002,+15145557001,+15145554441,completed,inbound,226,-0.02,USD,human,2026-10-01T15:00:00Z,2026-10-04T15:05:00Z,2026-10-04T15:00:00Z
CA00000000000000000000000000000003,+15145557001,+15145542880,completed,inbound,358,-0.02,USD,human,2026-10-03T15:00:00Z,2026-10-05T15:05:00Z,2026-10-01T15:00:00Z
CA00000000000000000000000000000004,+15145557001,+15145539134,completed,inbound,40,-0.02,USD,human,2026-10-01T15:00:00Z,2026-10-02T15:05:00Z,2026-10-06T15:00:00Z
CA00000000000000000000000000000005,+15145557001,+15145580812,completed,inbound,145,-0.02,USD,human,2026-10-06T15:00:00Z,2026-10-04T15:05:00Z,2026-10-06T15:00:00Z
CA00000000000000000000000000000006,+15145557001,+15145585573,completed,inbound,497,-0.02,USD,human,2026-10-06T15:00:00Z,2026-10-04T15:05:00Z,2026-10-04T15:00:00Z
CA00000000000000000000000000000007,+15145557001,+15145555702,completed,inbound,121,-0.02,USD,human,2026-10-02T15:00:00Z,2026-10-05T15:05:00Z,2026-10-01T15:00:00Z
CA00000000000000000000000000000008,+15145557001,+15145581066,completed,inbound,69,-0.02,USD,human,2026-10-06T15:00:00Z,2026-10-02T15:05:00Z,2026-10-03T15:00:00Z
CA00000000000000000000000000000009,+15145557001,+15145502586,completed,inbound,289,-0.02,USD,human,2026-10-06T15:00:00Z,2026-10-04T15:05:00Z,2026-10-03T15:00:00Z
CA00000000000000000000000000000010,+15145557001,+15145503742,completed,inbound,361,-0.02,USD,human,2026-10-04T15:00:00Z,2026-10-01T15:05:00Z,2026-10-05T15:00:00Z
CA00000000000000000000000000000011,+15145557001,+15145501231,completed,inbound,539,-0.02,USD,human,2026-10-01T15:00:00Z,2026-10-03T15:05:00Z,2026-10-03T15:00:00Z
CA00000000000000000000000000000012,+15145557001,+15145596672,completed,inbound,298,-0.02,USD,human,2026-10-06T15:00:00Z,2026-10-05T15:05:00Z,2026-10-01T15:00:00Z
CA00000000000000000000000000000013,+15145557001,+15145558768,completed,inbound,92,-0.02,USD,human,2026-10-03T15:00:00Z,2026-10-03T15:05:00Z,2026-10-03T15:00:00Z
CA00000000000000000000000000000014,+15145557001,+15145507256,completed,inbound,122,-0.02,USD,human,2026-10-05T15:00:00Z,2026-10-02T15:05:00Z,2026-10-02T15:00:00Z
CA00000000000000000000000000000015,+15145557001,+15145550100,completed,inbound,267,-0.02,USD,human,2026-10-05T15:00:00Z,2026-10-03T15:05:00Z,2026-10-06T15:00:00Z
CA00000000000000000000000000000016,+15145557001,+15145562589,completed,inbound,414,-0.02,USD,human,2026-10-02T15:00:00Z,2026-10-01T15:05:00Z,2026-10-04T15:00:00Z
CA00000000000000000000000000000017,+15145557001,+15145594915,completed,inbound,119,-0.02,USD,human,2026-10-05T15:00:00Z,2026-10-02T15:05:00Z,2026-10-04T15:00:00Z
CA00000000000000000000000000000018,+15145557001,+15145538539,completed,inbound,483,-0.02,USD,human,2026-10-03T15:00:00Z,2026-10-05T15:05:00Z,2026-10-06T15:00:00Z
CA00000000000000000000000000000019,+15145557001,+15145546767,completed,inbound,291,-0.02,USD,human,2026-10-05T15:00:00Z,2026-10-03T15:05:00Z,2026-10-04T15:00:00Z
