id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_Aurora001,cus_Nb1Aurora,sub_Aurora,1900,1900,usd,paid,ORBIT-0001,ch_3Aurora01,1717286400,1717286400
in_Helix001,cus_Nb2Helix,sub_Helix,29900,29900,usd,paid,ORBIT-0002,ch_3Helix01,1717372800,1717372800
in_Lumen001,cus_Nb3Lumen,sub_Lumen,4900,4900,usd,paid,ORBIT-0003,ch_3Lumen01,1717459200,1717459200
in_Pelagic001,cus_Nb4Pelagic,,12500,0,usd,open,ORBIT-0004,,1717545600,1720137600
in_Quanta001,cus_Nb6Quanta,sub_Quanta,49000,49000,usd,paid,ORBIT-0005,ch_3Quanta01,1717632000,1717632000
in_Verdant001,cus_Nb5Verdant,sub_Verdant,4900,0,usd,open,ORBIT-0006,,1717804800,1720483200
in_Lumen002,cus_Nb3Lumen,sub_Lumen,4900,0,usd,draft,ORBIT-0007,,1719792000,1722384000
in_Olivia001,cus_WebOlivia,,6500,6500,usd,paid,ORBIT-0008,ch_3Olivia01,1729001000,1729001000
in_Daniel001,cus_WebDaniel,,12000,12000,usd,paid,ORBIT-0009,ch_3Daniel01,1729501000,1729501000
in_Renee001,cus_WebRenee,,3600,3600,usd,paid,ORBIT-0010,ch_3Renee01,1730101000,1730101000
in_Theo001,cus_WebTheo,,2800,2800,usd,paid,ORBIT-0011,ch_3Theo01,1730701000,1730701000
in_Grace001,cus_WebGrace,,5000,5000,usd,paid,ORBIT-0012,ch_3Grace01,1731301000,1731301000
in_Cobalt001,cus_Nb7Cobalt,sub_Cobalt,9900,9900,usd,paid,ORBIT-0013,ch_3Cobalt01,1728001000,1728001000
in_Helix002,cus_Nb2Helix,sub_Helix,29900,29900,usd,paid,ORBIT-0014,ch_3Helix02,1720051200,1720051200
