id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_RALPH,ralph,Ralph Delaney,ralph.delaney@Finthesiss.ai,true,false,America/Chicago,In court,active
U_MONIQUE,monique,Monique Laveau,m.laveau@delaneydefense.com,false,false,America/Chicago,,active
U_DEVON,devon,Devon Harris,d.harris@delaneydefense.com,false,false,America/Chicago,,active
U_BRENDA,brenda,Brenda Johnson,b.johnson@delaneydefense.com,false,false,America/Chicago,,active
U_SL204,user4,Fontaine Member,slackuser4@delaneydefense.com,false,false,America/Chicago,,away
U_SL205,user5,Guidry Member,slackuser5@delaneydefense.com,false,false,America/Chicago,,active
U_SL206,user6,Hebert Member,slackuser6@delaneydefense.com,false,false,America/Chicago,,away
U_SL207,user7,Landry Member,slackuser7@delaneydefense.com,false,false,America/Chicago,,active
U_SL208,user8,Maddox Member,slackuser8@delaneydefense.com,false,false,America/Chicago,,away
U_SL209,user9,Naquin Member,slackuser9@delaneydefense.com,false,false,America/Chicago,,active
U_SL210,user10,Ortega Member,slackuser10@delaneydefense.com,false,false,America/Chicago,,away
U_SL211,user11,Prejean Member,slackuser11@delaneydefense.com,false,false,America/Chicago,,active
U_SL212,user12,Robicheaux Member,slackuser12@delaneydefense.com,false,false,America/Chicago,,away
U_SL213,user13,Savoy Member,slackuser13@delaneydefense.com,false,false,America/Chicago,,active
U_SL214,user14,Trahan Member,slackuser14@delaneydefense.com,false,false,America/Chicago,,away
U_SL215,user15,Vidrine Member,slackuser15@delaneydefense.com,false,false,America/Chicago,,active
U_SL216,user16,Whitfield Member,slackuser16@delaneydefense.com,false,false,America/Chicago,,away
U_SL217,user17,Aucoin Member,slackuser17@delaneydefense.com,false,false,America/Chicago,,active
U_SL218,user18,Babineaux Member,slackuser18@delaneydefense.com,false,false,America/Chicago,,away
U_SL219,user19,Comeaux Member,slackuser19@delaneydefense.com,false,false,America/Chicago,,active
