event_id,email,display_name,response_status,optional,organizer
evt_run_tuth,klara.johansson.run@gmail.com,Klara Johansson,accepted,false,false
evt_run_tuth,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_sun_uppsala,erik.dillon@telia.com,Erik Dillon,accepted,false,false
evt_sun_uppsala,ingrid.dillon@telia.com,Ingrid Dillon,accepted,false,false
evt_sun_uppsala,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_gbg_monthly,lars.dillon@gmail.com,Lars Dillon,accepted,false,false
evt_gbg_monthly,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_linnea_handoff,linnea.dahl@erikssonholm.se,Linnea Dahl,accepted,false,false
evt_linnea_handoff,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_report_due,mattias.rehn@erikssonholm.se,Mattias Rehn,accepted,false,false
evt_report_due,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_maja_bday,maja.wallin@gmail.com,Maja Wallin,accepted,false,false
evt_maja_bday,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_training_kick,mattias.rehn@erikssonholm.se,Mattias Rehn,accepted,true,false
evt_training_kick,linnea.dahl@erikssonholm.se,Linnea Dahl,accepted,false,false
evt_training_kick,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
evt_q4_review,mattias.rehn@erikssonholm.se,Mattias Rehn,accepted,false,true
evt_q4_review,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,false
evt_gbg_visit,lars.dillon@gmail.com,Lars Dillon,accepted,false,false
evt_gbg_visit,carl.dillon@Finthesiss.ai,Carl Dillon,accepted,false,true
