Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00QAx0000000000001,Garrick,Bramwell,Talladega Improvement Fund,garrick.bramwell@talladega-improvement-fund.com,+1-205-555-3875,Open - Contacted,Web,Marketing,Hot
00QAx0000000000001,Cyril,Galbraith,Ridgewood Educational Trust,cyril.galbraith@ridgewood-educational-trust.com,+1-205-555-7648,Closed - Not Converted,Referral,Manufacturing,Hot
00QAx0000000000001,Ezra,Fothergill,Awin Real Estate,ezra.fothergill@awin-real-estate.com,+1-205-555-7283,Open - Not Contacted,Cold Call,Retail,Hot
00QAx0000000000001,Halle,Drinkwater,West Blocton Civic Trust,halle.drinkwater@west-blocton-civic-trust.com,+1-205-555-8224,Closed - Not Converted,Event,Logistics,Warm
00QAx0000000000001,Ezra,Drinkwater,Centreville Family Practice,ezra.drinkwater@centreville-family-practice.com,+1-205-555-4358,Open - Contacted,Cold Call,Media,Hot
00QAx0000000000001,Adrian,Bramwell,Eutaw Heritage,adrian.bramwell@eutaw-heritage.com,+1-205-555-9590,Closed - Not Converted,Referral,Marketing,Hot
00QAx0000000000001,Halle,Galbraith,Catherine Educational Coalition,halle.galbraith@catherine-educational-coalition.com,+1-205-555-1073,Closed - Converted,Web,Healthcare,Cold
00QAx0000000000001,Halle,Abernathy,Cornerstone Press,halle.abernathy@cornerstone-press.com,+1-205-555-7104,Open - Not Contacted,Referral,Media,Hot
00QAx0000000000001,Garrick,Cresswell,Sweet Water Heritage,garrick.cresswell@sweet-water-heritage.com,+1-205-555-5471,Open - Contacted,Cold Call,Marketing,Cold
00QAx0000000000001,Cyril,Fothergill,Enterprise Logistics,cyril.fothergill@enterprise-logistics.com,+1-205-555-9741,Working - Contacted,Direct Mail,Logistics,Hot
00QAx0000000000001,Juno,Abernathy,Pleasant Grove Educational,juno.abernathy@pleasant-grove-educational.com,+1-205-555-1627,Closed - Not Converted,Referral,Religious Organization,Hot
00QAx0000000000001,Cyril,Bramwell,Jasper Civic Society,cyril.bramwell@jasper-civic-society.com,+1-205-555-4379,Closed - Not Converted,Web,Real Estate,Hot
00QAx0000000000001,Adrian,Hawkesley,Montevallo Foundation,adrian.hawkesley@montevallo-foundation.com,+1-205-555-8946,Closed - Not Converted,Event,Media,Cold
00QAx0000000000001,Juno,Abernathy,Catherine Educational Coalition,juno.abernathy@catherine-educational-coalition.com,+1-205-555-7508,Working - Contacted,Event,Education,Warm
00QAx0000000000001,Halle,Bramwell,Beauregard Holdings,halle.bramwell@beauregard-holdings.com,+1-205-555-5637,Open - Contacted,Referral,Media,Cold
00QAx0000000000001,Adrian,Drinkwater,Bay Minette Insurance,adrian.drinkwater@bay-minette-insurance.com,+1-205-555-6518,Closed - Not Converted,Cold Call,Healthcare,Cold
00QAx0000000000001,Fiona,Galbraith,Pine Hill Insurance,fiona.galbraith@pine-hill-insurance.com,+1-205-555-6264,Open - Contacted,Cold Call,Insurance,Warm
00QAx0000000000001,Ignatius,Bramwell,Citronelle Manufacturing,ignatius.bramwell@citronelle-manufacturing.com,+1-205-555-3224,Open - Not Contacted,Event,Hospitality,Warm
00QAx0000000000001,Beatrice,Eastleigh,Sumiton Hospitality,beatrice.eastleigh@sumiton-hospitality.com,+1-205-555-2059,Working - Contacted,Web,Logistics,Hot
00QAx0000000000001,Fiona,Abernathy,Sylacauga Heritage,fiona.abernathy@sylacauga-heritage.com,+1-205-555-8822,Closed - Not Converted,Event,Marketing,Cold
00QAx0000000000001,Ignatius,Bramwell,Trussville Insurance,ignatius.bramwell@trussville-insurance.com,+1-205-555-2679,Closed - Converted,Web,Media,Cold
00QAx0000000000001,Ignatius,Eastleigh,Bessemer Family Practice,ignatius.eastleigh@bessemer-family-practice.com,+1-205-555-9426,Open - Not Contacted,Event,Logistics,Warm
00QAx0000000000001,Ezra,Galbraith,Sylacauga Heritage,ezra.galbraith@sylacauga-heritage.com,+1-205-555-5843,Working - Contacted,Web,Marketing,Hot
00QAx0000000000001,Halle,Cresswell,Jasper Civic Society,halle.cresswell@jasper-civic-society.com,+1-205-555-5387,Working - Contacted,Web,Media,Warm
00QAx0000000000001,Fiona,Eastleigh,Spanish Fort Real Estate,fiona.eastleigh@spanish-fort-real-estate.com,+1-205-555-4562,Open - Not Contacted,Direct Mail,Retail,Cold
00QAx0000000000001,Daria,Eastleigh,Opelika Manufacturing,daria.eastleigh@opelika-manufacturing.com,+1-205-555-1168,Open - Not Contacted,Cold Call,Religious Organization,Warm
00QAx0000000000001,Beatrice,Abernathy,Ozark Civic Trust,beatrice.abernathy@ozark-civic-trust.com,+1-205-555-5292,Closed - Not Converted,Event,Retail,Warm
