id,event_id,ticket_class_id,name,email,status,checked_in,created
att_MK_2026_047,evt_cbra_madras_2026,tc_madras_open4d,Midori Kelley,midori.kelley@voissync.ai,attending,False,2026-10-12T17:42:00Z
att_TR_2026_038,evt_cbra_madras_2026,tc_madras_open4d,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2026-10-10T20:14:00Z
att_MK_2026_044,evt_cbra_pendleton_2026,tc_pendleton_open4d,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-09-04T18:00:00Z
att_MK_2026_039,evt_cbra_burns_2026,tc_burns_open4d,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-08-05T18:00:00Z
att_auto_0001,evt_auto_0186,tc_open4d_9,Midori Kelley,midori.kelley@voissync.ai,attending,False,2025-08-13T18:00:00.000Z
att_auto_0002,evt_auto_0199,tc_open4d_6,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-07-26T18:00:00.000Z
att_auto_0003,evt_auto_0195,tc_open4d_24,Midori Kelley,midori.kelley@voissync.ai,attending,False,2026-09-03T18:00:00.000Z
att_auto_0004,evt_auto_0071,tc_open4d_21,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2026-04-25T18:00:00.000Z
att_auto_0005,evt_auto_0134,tc_open4d_4,Midori Kelley,midori.kelley@voissync.ai,attending,False,2025-09-09T18:00:00.000Z
att_auto_0006,evt_auto_0055,tc_open4d_1,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2025-12-09T18:00:00.000Z
att_auto_0007,evt_auto_0090,tc_open4d_29,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-06-22T18:00:00.000Z
att_auto_0008,evt_auto_0047,tc_open4d_8,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2025-08-31T18:00:00.000Z
att_auto_0009,evt_auto_0138,tc_open4d_11,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-12-13T18:00:00.000Z
att_auto_0010,evt_auto_0137,tc_open4d_19,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2026-02-16T18:00:00.000Z
att_auto_0011,evt_auto_0111,tc_open4d_14,Midori Kelley,midori.kelley@voissync.ai,attending,False,2025-10-06T18:00:00.000Z
att_auto_0012,evt_auto_0080,tc_open4d_1,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-09-07T18:00:00.000Z
att_auto_0013,evt_auto_0109,tc_open4d_32,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-03-04T18:00:00.000Z
att_auto_0014,evt_auto_0146,tc_open4d_27,Tara Redhawk,tara.redhawk@gmail.com,attending,False,2025-09-13T18:00:00.000Z
att_auto_0015,evt_auto_0070,tc_open4d_38,Midori Kelley,midori.kelley@voissync.ai,attending,False,2025-05-10T18:00:00.000Z
att_auto_0016,evt_auto_0091,tc_open4d_15,Midori Kelley,midori.kelley@voissync.ai,attending,False,2026-08-09T18:00:00.000Z
att_auto_0017,evt_auto_0134,tc_open4d_14,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-08-04T18:00:00.000Z
att_auto_0018,evt_auto_0124,tc_open4d_40,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-06-05T18:00:00.000Z
att_auto_0019,evt_auto_0081,tc_open4d_32,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-07-08T18:00:00.000Z
att_auto_0020,evt_auto_0022,tc_open4d_8,Midori Kelley,midori.kelley@voissync.ai,attending,False,2026-02-10T18:00:00.000Z
att_auto_0021,evt_auto_0132,tc_open4d_12,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-03-16T18:00:00.000Z
att_auto_0022,evt_auto_0075,tc_open4d_13,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-05-04T18:00:00.000Z
att_auto_0023,evt_auto_0074,tc_open4d_34,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-05-29T18:00:00.000Z
att_auto_0024,evt_auto_0051,tc_open4d_25,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-08-28T18:00:00.000Z
att_auto_0025,evt_auto_0068,tc_open4d_36,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-06-03T18:00:00.000Z
att_auto_0026,evt_auto_0011,tc_open4d_13,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-01-03T18:00:00.000Z
att_auto_0027,evt_auto_0161,tc_open4d_18,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-01-11T18:00:00.000Z
att_auto_0028,evt_auto_0071,tc_open4d_4,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-02-25T18:00:00.000Z
att_auto_0029,evt_auto_0006,tc_open4d_15,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2026-05-20T18:00:00.000Z
att_auto_0030,evt_auto_0001,tc_open4d_33,Tara Redhawk,tara.redhawk@gmail.com,checked_in,True,2026-07-17T18:00:00.000Z
att_auto_0031,evt_auto_0122,tc_open4d_11,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-10-07T18:00:00.000Z
att_auto_0032,evt_auto_0170,tc_open4d_20,Midori Kelley,midori.kelley@voissync.ai,checked_in,True,2025-07-13T18:00:00.000Z
