Id,FirstName,LastName,Email,Phone,Title,AccountId,MailingCity
sf_c001,Kristen,Moore,kristen.moore@voissync.co,+19015550148,Deaconess / Member,acct_gt_001,Cordova
sf_c002,Loretta,Hayes,,+19015550283,Senior Member,acct_gt_001,Memphis
sf_c003,Reginald,Owens,gracetabernacle.office@gmail.com,+19015550455,Senior Pastor,acct_gt_001,Memphis
sf_c004,Tanya,Brooks,tanya.brooks78@gmail.com,+19015550321,Member / Usher,acct_gt_001,Germantown
sf_c005,Helen,Washington,,+19015557733,Deaconess Chair,acct_gt_001,Memphis
sf_c006,Marcus,Moore,,,Grace Tabernacle Baptist Church,acct_gt_001,Deceased Member
sf_c007,James,Tate,j.tate@gracetabernacle.org,+19015556614,Church Treasurer,acct_gt_001,Memphis
sf_c008,Dorothy,Coleman,,+19015559045,Kitchen Ministry Lead,acct_gt_001,Memphis
sf_c009,Will,Hayes,will.hayes.atl@gmail.com,,Visiting Member,acct_gt_001,Atlanta
sf_c010,Denise,Moore,denise.moore.nash@gmail.com,,Family Contact,acct_gt_001,Nashville
