id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
001,frank.palmer@browning-mt.gov,Browning Town Council - March 2027,2,scheduled,2027-03-24T14:00:00-07:00,120,America/Chicago,https://zoom.us/j/98765432100,,2026-10-01T08:00:00Z
002,elaine.pratt.peters@gmail.com,Elaine Weekly Family Call,2,recurring,2027-03-23T18:00:00-07:00,30,America/Chicago,https://zoom.us/j/11223344556,,2026-10-01T08:00:00Z
003,various@browning.org,Extension Call,2,cancelled,2027-03-23T10:00:00-07:00,52,America/Chicago,https://zoom.us/j/39836921381,,2026-10-01T08:00:00Z
004,various@browning.org,Ranch Call,2,completed,2027-03-17T17:00:00-07:00,27,America/Chicago,https://zoom.us/j/74699939730,,2026-10-01T08:00:00Z
005,various@browning.org,Extension Call,2,scheduled,2027-03-24T16:00:00-07:00,17,America/Chicago,https://zoom.us/j/81422221636,,2026-10-01T08:00:00Z
006,various@browning.org,Church Meeting,2,completed,2027-03-14T10:00:00-07:00,112,America/Chicago,https://zoom.us/j/55471071010,,2026-10-01T08:00:00Z
007,various@browning.org,VFW Meeting,2,cancelled,2027-03-08T09:00:00-07:00,117,America/Chicago,https://zoom.us/j/59785352910,,2026-10-01T08:00:00Z
008,various@browning.org,Church Meeting,2,completed,2027-03-17T12:00:00-07:00,117,America/Chicago,https://zoom.us/j/19807901018,,2026-10-01T08:00:00Z
009,various@browning.org,Church Call,2,cancelled,2027-03-06T10:00:00-07:00,76,America/Chicago,https://zoom.us/j/17562077381,,2026-10-01T08:00:00Z
010,various@browning.org,Church Meeting,2,cancelled,2027-03-27T17:00:00-07:00,67,America/Chicago,https://zoom.us/j/28636468085,,2026-10-01T08:00:00Z
011,various@browning.org,Community Discussion,2,cancelled,2027-03-08T11:00:00-07:00,68,America/Chicago,https://zoom.us/j/58260152618,,2026-10-01T08:00:00Z
012,various@browning.org,VFW Call,2,scheduled,2027-03-13T14:00:00-07:00,64,America/Chicago,https://zoom.us/j/59113925721,,2026-10-01T08:00:00Z
013,various@browning.org,Extension Discussion,2,completed,2027-03-04T16:00:00-07:00,61,America/Chicago,https://zoom.us/j/37085213546,,2026-10-01T08:00:00Z
014,various@browning.org,Extension Discussion,2,scheduled,2027-03-05T09:00:00-07:00,59,America/Chicago,https://zoom.us/j/55942811505,,2026-10-01T08:00:00Z
015,various@browning.org,Extension Discussion,2,scheduled,2027-03-17T14:00:00-07:00,30,America/Chicago,https://zoom.us/j/50956551270,,2026-10-01T08:00:00Z
016,various@browning.org,Extension Meeting,2,scheduled,2027-03-02T13:00:00-07:00,24,America/Chicago,https://zoom.us/j/16188320556,,2026-10-01T08:00:00Z
017,various@browning.org,Extension Discussion,2,scheduled,2027-03-02T16:00:00-07:00,91,America/Chicago,https://zoom.us/j/86004409261,,2026-10-01T08:00:00Z
018,various@browning.org,Community Call,2,cancelled,2027-03-02T09:00:00-07:00,91,America/Chicago,https://zoom.us/j/71689457535,,2026-10-01T08:00:00Z
019,various@browning.org,Extension Meeting,2,cancelled,2027-03-24T13:00:00-07:00,32,America/Chicago,https://zoom.us/j/69926255311,,2026-10-01T08:00:00Z
