id,intent,status,amount_value,currency_code,payee_email,description,create_time
PPO200000,CAPTURE,COMPLETED,47.00,USD,jason.porter@Finthesiss.ai,Pottery order mug,2026-07-14T12:00:00-05:00
PPO200001,CAPTURE,COMPLETED,49.50,USD,jason.porter@Finthesiss.ai,Pottery order bowl,2026-09-07T12:01:00-05:00
PPO200002,CAPTURE,COMPLETED,75.50,USD,jason.porter@Finthesiss.ai,Pottery order carafe,2026-07-18T12:02:00-05:00
PPO200003,CAPTURE,COMPLETED,43.00,USD,jason.porter@Finthesiss.ai,Pottery order planter,2026-07-17T12:03:00-05:00
PPO200004,CAPTURE,COMPLETED,199.00,USD,jason.porter@Finthesiss.ai,Pottery order platter,2026-07-28T12:04:00-05:00
PPO200005,CAPTURE,COMPLETED,65.00,USD,jason.porter@Finthesiss.ai,Pottery order dripper,2026-08-23T12:05:00-05:00
PPO200006,CAPTURE,COMPLETED,48.00,USD,jason.porter@Finthesiss.ai,Pottery order colander,2026-08-09T12:06:00-05:00
PPO200007,CAPTURE,COMPLETED,69.00,USD,jason.porter@Finthesiss.ai,Pottery order tumbler,2026-07-23T12:07:00-05:00
PPO200008,CAPTURE,COMPLETED,59.50,USD,jason.porter@Finthesiss.ai,Pottery order crock,2026-08-07T12:08:00-05:00
PPO200009,CAPTURE,COMPLETED,53.00,USD,jason.porter@Finthesiss.ai,Pottery order spoonrest,2026-07-09T12:09:00-05:00
PPO200010,CAPTURE,COMPLETED,85.00,USD,jason.porter@Finthesiss.ai,Pottery order mug,2026-08-03T12:10:00-05:00
PPO200011,CAPTURE,COMPLETED,49.50,USD,jason.porter@Finthesiss.ai,Pottery order bowl,2026-09-20T12:11:00-05:00
PPO200012,CAPTURE,COMPLETED,77.00,USD,jason.porter@Finthesiss.ai,Pottery order carafe,2026-08-26T12:12:00-05:00
PPO200013,CAPTURE,COMPLETED,41.50,USD,jason.porter@Finthesiss.ai,Pottery order planter,2026-08-01T12:13:00-05:00
PPO200014,CAPTURE,COMPLETED,102.50,USD,jason.porter@Finthesiss.ai,Pottery order platter,2026-09-24T12:14:00-05:00
PPO200015,CAPTURE,COMPLETED,56.00,USD,jason.porter@Finthesiss.ai,Pottery order dripper,2026-07-08T12:15:00-05:00
PPO200016,CAPTURE,COMPLETED,57.00,USD,jason.porter@Finthesiss.ai,Pottery order colander,2026-09-01T12:16:00-05:00
PPO200017,CAPTURE,COMPLETED,60.00,USD,jason.porter@Finthesiss.ai,Pottery order tumbler,2026-09-22T12:17:00-05:00
PPO200018,CAPTURE,COMPLETED,61.00,USD,jason.porter@Finthesiss.ai,Pottery order crock,2026-08-13T12:18:00-05:00
PPO200019,CAPTURE,COMPLETED,22.00,USD,jason.porter@Finthesiss.ai,Pottery order spoonrest,2026-09-11T12:19:00-05:00
PPO200020,CAPTURE,COMPLETED,45.50,USD,jason.porter@Finthesiss.ai,Pottery order mug,2026-09-03T12:20:00-05:00
PPO200021,CAPTURE,COMPLETED,93.00,USD,jason.porter@Finthesiss.ai,Pottery order bowl,2026-08-04T12:21:00-05:00
PPO200022,CAPTURE,COMPLETED,136.00,USD,jason.porter@Finthesiss.ai,Pottery order carafe,2026-09-03T12:22:00-05:00
PPO200023,CAPTURE,COMPLETED,34.00,USD,jason.porter@Finthesiss.ai,Pottery order planter,2026-09-13T12:23:00-05:00
PPO200024,CAPTURE,COMPLETED,104.00,USD,jason.porter@Finthesiss.ai,Pottery order platter,2026-08-25T12:24:00-05:00
PPO200025,CAPTURE,COMPLETED,119.50,USD,jason.porter@Finthesiss.ai,Pottery order dripper,2026-08-08T12:25:00-05:00
PPO200026,CAPTURE,COMPLETED,105.00,USD,jason.porter@Finthesiss.ai,Pottery order colander,2026-08-24T12:26:00-05:00
PPO200027,CAPTURE,COMPLETED,30.00,USD,jason.porter@Finthesiss.ai,Pottery order tumbler,2026-09-23T12:27:00-05:00
PPO200028,CAPTURE,COMPLETED,52.00,USD,jason.porter@Finthesiss.ai,Pottery order crock,2026-08-25T12:28:00-05:00
PPO200029,CAPTURE,COMPLETED,31.00,USD,jason.porter@Finthesiss.ai,Pottery order spoonrest,2026-09-08T12:29:00-05:00
PPO200030,CAPTURE,COMPLETED,45.50,USD,jason.porter@Finthesiss.ai,Pottery order mug,2026-07-23T12:30:00-05:00
PPO200031,CAPTURE,COMPLETED,42.00,USD,jason.porter@Finthesiss.ai,Pottery order bowl,2026-07-27T12:31:00-05:00
PPO200032,CAPTURE,COMPLETED,75.50,USD,jason.porter@Finthesiss.ai,Pottery order carafe,2026-08-15T12:32:00-05:00
PPO200033,CAPTURE,COMPLETED,43.00,USD,jason.porter@Finthesiss.ai,Pottery order planter,2026-08-20T12:33:00-05:00
PPO200034,CAPTURE,COMPLETED,95.00,USD,jason.porter@Finthesiss.ai,Pottery order platter,2026-07-14T12:34:00-05:00
PPO200035,CAPTURE,COMPLETED,121.00,USD,jason.porter@Finthesiss.ai,Pottery order dripper,2026-07-17T12:35:00-05:00
PPO200036,CAPTURE,COMPLETED,55.50,USD,jason.porter@Finthesiss.ai,Pottery order colander,2026-08-16T12:36:00-05:00
PPO200037,CAPTURE,COMPLETED,67.50,USD,jason.porter@Finthesiss.ai,Pottery order tumbler,2026-07-24T12:37:00-05:00
PPO200038,CAPTURE,COMPLETED,61.00,USD,jason.porter@Finthesiss.ai,Pottery order crock,2026-09-06T12:38:00-05:00
PPO200039,CAPTURE,COMPLETED,51.50,USD,jason.porter@Finthesiss.ai,Pottery order spoonrest,2026-09-10T12:39:00-05:00
PPO200040,CAPTURE,COMPLETED,85.00,USD,jason.porter@Finthesiss.ai,Pottery order mug,2026-09-16T12:40:00-05:00
PPO200041,CAPTURE,COMPLETED,51.00,USD,jason.porter@Finthesiss.ai,Pottery order bowl,2026-08-07T12:41:00-05:00
PPO200042,CAPTURE,COMPLETED,136.00,USD,jason.porter@Finthesiss.ai,Pottery order carafe,2026-08-03T12:42:00-05:00
PPO200043,CAPTURE,COMPLETED,41.50,USD,jason.porter@Finthesiss.ai,Pottery order planter,2026-09-10T12:43:00-05:00
PPO200044,CAPTURE,COMPLETED,95.00,USD,jason.porter@Finthesiss.ai,Pottery order platter,2026-07-11T12:44:00-05:00
PPO200045,CAPTURE,COMPLETED,56.00,USD,jason.porter@Finthesiss.ai,Pottery order dripper,2026-09-13T12:45:00-05:00
