"sys_id","user_name","name","email","title","department","active"
"2d164f44de0c6fdb3fdee024a903da7e","sara.bjork","Sara Bjork","sara.bjork@study-erp.example","Approver","Treasury","true"
"48c18b3840a3eb8e912be016282ffea4","eva.holm","Eva Holm","eva.holm@study-erp.example","Approver","IT","true"
"aeb35c96d007fcae55f16140a65d3591","sofia.pettersson","Sofia Pettersson","sofia.pettersson@study-erp.example","Approver","IT","true"
"78dd49afdd2ddb778e66d8c1341f8ab9","henrik.bjork","Henrik Bjork","henrik.bjork@study-erp.example","Specialist","Finance","true"
"c4ead0884d9e6205346845b38d0d3775","viktor.holm","Viktor Holm","viktor.holm@study-erp.example","Specialist","Finance","true"
"9e23502acb189863e966fef2941c652e","daniel.pettersson","Daniel Pettersson","daniel.pettersson@study-erp.example","Administrator","Treasury","true"
"e042fa9e2806585c9bf5d33e249dd502","filip.bjork","Filip Bjork","filip.bjork@study-erp.example","Manager","Treasury","true"
"cb436d347ed73af77dee70e570a8240a","lucas.holm","Lucas Holm","lucas.holm@study-erp.example","Manager","IT","true"
"22e41514dd804427c0545957dacbdf3f","emil.pettersson","Emil Pettersson","emil.pettersson@study-erp.example","Specialist","Procurement","true"
"4238cf09e2c4719cf9c114735911af20","jonas.bjork","Jonas Bjork","jonas.bjork@study-erp.example","Manager","Procurement","true"
"0c82cd0da74f74311bc97ca0962a1080","rasmus.holm","Rasmus Holm","rasmus.holm@study-erp.example","Manager","Finance","true"
"2f5968a01480efef165ad502bdaada48","vidar.pettersson","Vidar Pettersson","vidar.pettersson@study-erp.example","Analyst","Treasury","true"
"a2cdfdd33875d7a64e3e68e8496837ca","emma.bjork","Emma Bjork","emma.bjork@study-erp.example","Approver","Treasury","true"
"8176860db62357414a941d430abed933","karin.holm","Karin Holm","karin.holm@study-erp.example","Manager","Procurement","true"
"e2bf69d05a3781d6aa73790812c6851b","maria.pettersson","Maria Pettersson","maria.pettersson@study-erp.example","Analyst","Payroll","true"
