id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
act_0000,Activity 0,Walk,2765.4,672,4252,11.5,2.32,2026-10-06T12:19:48Z,7,
act_0001,Activity 1,Ride,16124.2,3295,3689,47.4,4.42,2026-05-06T18:19:17Z,5,
act_0002,Activity 2,Walk,7214.9,1478,6370,7.2,4.92,2026-03-02T18:49:04Z,1,
act_0003,Activity 3,Swim,15103.3,4965,2330,23.5,5.95,2026-01-12T14:08:15Z,2,
act_0004,Activity 4,Ride,19873.1,4811,986,8.6,7.41,2026-07-01T23:46:09Z,1,
act_0005,Activity 5,Run,16246.2,4015,4869,31.3,9.5,2026-02-27T05:08:52Z,10,
act_0006,Activity 6,Ride,15494.6,5565,2164,9.9,8.12,2026-04-25T10:40:50Z,7,
act_0007,Activity 7,Ride,16700.9,6920,3996,7.0,7.74,2026-08-17T02:33:23Z,7,
act_0008,Activity 8,Run,5340.3,3176,1770,0.2,4.99,2026-05-13T06:25:04Z,8,
act_0009,Activity 9,Swim,12567.0,7112,1693,2.5,5.38,2026-08-21T13:27:02Z,0,
act_0010,Activity 10,Swim,11220.2,5985,1233,42.6,4.32,2026-05-03T02:04:25Z,8,
act_0011,Activity 11,Walk,3169.0,3691,7042,9.8,5.46,2026-04-03T05:20:11Z,2,
act_0012,Activity 12,Ride,16349.0,5272,6574,0.9,2.13,2026-02-09T23:02:36Z,9,
act_0013,Activity 13,Run,7830.9,6822,2264,13.0,1.62,2026-10-10T06:34:25Z,2,
act_0014,Activity 14,Ride,17505.7,6815,1761,15.1,9.29,2026-01-06T07:57:49Z,3,
act_0015,Activity 15,Run,1408.5,3776,3044,33.3,7.77,2026-09-30T20:28:31Z,5,
act_0016,Activity 16,Walk,7529.1,2716,1390,41.4,5.72,2026-09-02T18:11:36Z,4,
act_0017,Activity 17,Run,10602.9,6057,3189,16.7,9.38,2026-05-21T22:14:12Z,10,
act_0018,Activity 18,Ride,5913.4,2576,1795,35.2,7.72,2026-01-27T23:12:54Z,1,
act_0019,Activity 19,Walk,6783.4,3619,6274,34.2,4.68,2026-03-25T08:05:18Z,10,
act_0020,Activity 20,Run,18092.9,5567,7769,33.5,7.84,2026-08-30T00:04:24Z,7,
act_0021,Activity 21,Walk,9991.7,6098,3341,50.0,7.3,2026-01-06T09:01:15Z,5,
act_0022,Activity 22,Ride,14937.9,3678,757,42.3,5.93,2026-04-14T10:46:51Z,7,
act_0023,Activity 23,Walk,12557.5,681,5126,10.0,6.8,2026-03-24T19:52:19Z,6,
act_0024,Activity 24,Ride,17627.7,5487,918,42.3,2.7,2026-08-29T19:10:53Z,10,
act_0025,Activity 25,Ride,4621.4,3663,3746,6.3,5.43,2026-03-27T13:03:00Z,7,
act_0026,Activity 26,Run,2840.0,2605,3000,13.8,1.82,2026-07-14T14:53:42Z,6,
act_0027,Activity 27,Swim,19084.6,4225,4502,1.9,4.71,2026-05-24T08:35:07Z,4,
act_0028,Activity 28,Ride,5268.8,4085,5148,16.1,3.3,2026-01-09T06:46:33Z,7,
act_0029,Activity 29,Swim,4046.0,1503,661,27.6,8.93,2026-03-08T18:56:30Z,2,
act_0030,Activity 30,Ride,16756.3,5547,4756,28.6,4.97,2026-10-12T17:17:00Z,10,
act_0031,Activity 31,Ride,7457.5,5599,4274,22.4,4.09,2026-09-04T03:48:11Z,1,
act_0032,Activity 32,Walk,3397.9,3550,632,41.9,4.76,2026-06-06T09:50:06Z,6,
act_0033,Activity 33,Run,13897.9,7156,1626,41.4,3.92,2026-04-04T15:09:52Z,0,
act_0034,Activity 34,Walk,1734.7,7017,1477,46.1,6.75,2026-09-13T17:44:06Z,7,
act_0035,Activity 35,Run,12998.2,4411,2772,13.7,8.81,2026-01-04T20:29:00Z,5,
act_0036,Activity 36,Ride,19255.0,1193,6557,12.2,3.13,2026-07-26T00:14:20Z,9,
act_0037,Activity 37,Walk,7551.0,4647,6050,37.6,9.92,2026-03-08T09:44:18Z,5,
act_0038,Activity 38,Swim,4938.0,6096,2515,24.6,3.41,2026-07-09T03:21:51Z,0,
act_0039,Activity 39,Swim,12619.0,5352,6129,47.8,6.72,2026-02-27T08:34:24Z,4,
act_0040,Activity 40,Run,4550.6,3621,4747,31.4,7.38,2026-10-11T05:37:49Z,5,
act_0041,Activity 41,Walk,15421.3,3579,4597,22.9,7.75,2026-10-06T12:11:45Z,4,
act_0042,Activity 42,Ride,10721.4,5101,6960,16.9,1.84,2026-03-22T18:18:10Z,4,
act_0043,Activity 43,Run,12725.5,3318,6215,2.5,8.1,2026-05-17T04:24:20Z,2,
act_0044,Activity 44,Swim,15659.2,4230,5270,30.2,4.45,2026-10-04T19:11:06Z,3,
act_0045,Activity 45,Swim,6506.0,4326,1332,42.6,4.12,2026-08-20T08:13:14Z,7,
act_0046,Activity 46,Run,17721.8,6339,6213,46.8,5.3,2026-02-08T21:14:10Z,1,
act_0047,Activity 47,Run,17476.7,3309,677,2.9,4.52,2026-03-26T12:23:02Z,5,
act_0048,Activity 48,Swim,2625.6,4851,3725,48.9,9.37,2026-08-02T00:54:45Z,2,
act_0049,Activity 49,Swim,12420.0,7195,2578,16.5,3.09,2026-04-04T17:09:55Z,9,
act_0050,Activity 50,Walk,19089.2,1758,5076,5.9,9.63,2026-05-28T17:24:58Z,0,
act_0051,Activity 51,Ride,17548.5,2746,4455,34.3,6.97,2026-10-07T09:24:26Z,6,
act_0052,Activity 52,Ride,4726.8,1371,5152,45.8,1.1,2026-05-08T20:33:16Z,8,
act_0053,Activity 53,Run,2217.5,830,710,32.7,7.44,2026-04-14T08:03:09Z,1,
act_0054,Activity 54,Walk,4918.1,5600,3637,39.8,2.58,2026-09-22T22:18:17Z,3,
act_0055,Activity 55,Swim,9086.7,5552,2225,2.1,1.6,2026-03-28T12:35:36Z,5,
act_0056,Activity 56,Run,2454.9,1114,1162,20.9,4.46,2026-03-22T21:36:58Z,1,
act_0057,Activity 57,Walk,19991.3,1894,2793,24.3,7.31,2026-09-20T10:35:46Z,4,
act_0058,Activity 58,Ride,10181.0,1750,3459,18.7,5.6,2026-01-16T10:43:09Z,0,
act_0059,Activity 59,Swim,17387.2,3190,3228,35.2,8.38,2026-01-19T16:09:08Z,10,
act_0060,Activity 60,Swim,6824.8,1715,6649,18.9,3.79,2026-05-17T20:43:38Z,2,
act_0061,Activity 61,Walk,10516.6,2588,1164,49.6,3.35,2026-08-15T15:47:07Z,6,
act_0062,Activity 62,Ride,7110.5,6278,5598,38.1,7.07,2026-05-27T20:53:57Z,1,
act_0063,Activity 63,Walk,15805.2,2181,4451,46.1,4.34,2026-07-25T14:43:24Z,9,
act_0064,Activity 64,Run,16164.6,1784,4909,29.0,9.83,2026-07-24T11:00:46Z,3,
act_0065,Activity 65,Run,12785.6,3896,2992,32.7,6.38,2026-04-22T10:35:14Z,4,
act_0066,Activity 66,Swim,3948.8,1064,1206,41.6,3.01,2026-05-05T13:47:21Z,2,
act_0067,Activity 67,Walk,16366.9,5427,1235,19.2,6.05,2026-04-19T16:11:12Z,4,
act_0068,Activity 68,Swim,15075.1,2894,1528,40.1,8.15,2026-08-11T21:16:22Z,7,
act_0069,Activity 69,Run,5690.9,5877,2413,28.8,9.32,2026-03-01T14:39:32Z,8,
act_0070,Activity 70,Ride,13783.2,2555,7029,26.8,2.92,2026-02-27T20:36:13Z,2,
act_0071,Activity 71,Walk,6798.5,1612,1833,32.3,2.06,2026-10-04T20:35:11Z,7,
act_0072,Activity 72,Ride,11387.3,4785,6325,37.5,9.08,2026-09-30T20:03:18Z,6,
act_0073,Activity 73,Run,16417.0,625,1694,30.1,1.7,2026-06-14T20:03:06Z,8,
act_0074,Activity 74,Walk,5825.3,4613,3059,7.2,5.15,2026-02-04T02:56:55Z,7,
act_0075,Activity 75,Walk,11723.4,1758,5144,40.0,7.38,2026-01-18T14:36:58Z,3,
act_0076,Activity 76,Swim,18560.1,4287,6340,5.4,8.23,2026-09-01T08:35:59Z,10,
act_0077,Activity 77,Swim,12423.3,2984,6530,31.5,7.87,2026-07-30T17:21:11Z,6,
act_0078,Activity 78,Swim,8735.2,4841,5582,29.4,4.88,2026-05-04T15:16:23Z,4,
act_0079,Activity 79,Swim,11586.3,7179,1237,34.5,3.04,2026-02-22T21:25:43Z,8,
act_0080,Activity 80,Ride,9103.9,6554,2527,30.5,6.74,2026-03-21T05:50:05Z,5,
act_0081,Activity 81,Walk,5420.4,1693,6670,25.1,1.28,2026-01-27T02:26:43Z,1,
act_0082,Activity 82,Run,18207.8,5403,2367,3.1,6.48,2026-10-06T16:51:37Z,4,
act_0083,Activity 83,Run,12659.9,818,7919,31.9,7.64,2026-03-12T21:25:57Z,4,
act_0084,Activity 84,Run,5994.6,4868,7673,3.8,5.14,2026-06-06T15:11:25Z,6,
act_0085,Activity 85,Run,4332.3,2894,2032,26.2,7.21,2026-04-29T04:06:42Z,5,
act_0086,Activity 86,Run,10053.5,1697,1017,28.8,7.3,2026-01-19T22:20:12Z,7,
act_0087,Activity 87,Walk,6731.7,3513,7746,42.0,6.63,2026-06-19T13:48:33Z,3,
act_0088,Activity 88,Run,15748.9,5771,4423,2.8,6.73,2026-02-11T08:23:28Z,8,
act_0089,Activity 89,Run,4310.4,3823,3712,13.2,4.52,2026-06-20T17:09:34Z,10,
act_0090,Activity 90,Ride,18940.2,2818,5157,16.9,9.5,2026-01-17T11:09:58Z,1,
act_0091,Activity 91,Ride,16294.7,2013,5527,46.9,8.6,2026-05-26T05:05:51Z,1,
act_0092,Activity 92,Run,4000.1,2449,1072,48.1,7.09,2026-08-21T15:06:33Z,2,
act_0093,Activity 93,Run,7121.0,2693,6307,17.3,2.91,2026-09-22T21:22:37Z,3,
