id,is_bot,first_name,last_name,username,language_code
100000,False,Clark,Jessup,clark.jessup.mt,en
100007,False,Glen,Jessup,ben.kaur01,en
100014,True,Emma,Jessup,chloe.ramirez02,en
100021,True,Wade,Jessup,diego.young03,en
100028,False,Aiden,Jessup,elena.ferrari04,en
100035,False,Sophie,Jessup,farhan.meyer05,en
100042,False,Neil,Petrovic,grace.ueda06,en
100049,False,Diane,Howell,hiro.diaz07,en
100056,False,Josie,Firth,isabelle.kaur08,en
100063,False,Ben,Alvarado,jamal.ramirez09,en
100070,False,Karen,Ng,kira.young10,en
100077,True,Heather,Jessup,luis.ferrari11,en
100084,False,Marcus,Ridley,maya.meyer12,en
100091,False,Priya,Sundaram,noah.ueda13,en
100098,False,Ted,McAllister,olivia.diaz14,en
100105,True,Ranger,Bergstrom,pablo.kaur15,en
100112,True,Sam,Iverson,quinn.ramirez16,en
100119,True,Amelia,Chen,ravi.young17,en
100126,True,Rob,Doherty,sofia.ferrari18,en
100133,False,Val,Cortez,tomas.meyer19,en
100140,False,Rachel,Okafor,uma.ueda20,en
100147,False,Jack,Underhill,vince.diaz21,en
100154,True,Wren,Kaur,wren.kaur22,en
100161,False,Xiao,Ramirez,xiao.ramirez23,en
100168,True,Yara,Young,yara.young24,en
100175,False,Zane,Ferrari,zane.ferrari25,en
100182,True,Anika,Meyer,anika.meyer26,en
100189,False,Bram,Ueda,bram.ueda27,en
100196,True,Cora,Diaz,cora.diaz28,en
100203,False,Deshaun,Kaur,deshaun.kaur29,en
100210,False,Eli,Ramirez,eli.ramirez30,en
100217,True,Freya,Young,freya.young31,en
100224,True,Gabriel,Ferrari,gabriel.ferrari32,en
100231,False,Hana,Meyer,hana.meyer33,en
100238,False,Ian,Ueda,ian.ueda34,en
100245,False,Jessa,Diaz,jessa.diaz35,en
100252,True,Kai,Kaur,kai.kaur36,en
100259,False,Lena,Ramirez,lena.ramirez37,en
100266,False,Mateo,Young,mateo.young38,en
100273,False,Nia,Ferrari,nia.ferrari39,en
100280,False,Owen,Meyer,owen.meyer40,en
100287,True,Petra,Ueda,petra.ueda41,en
100294,False,Rosa,Diaz,rosa.diaz42,en
100301,False,Sam,Kaur,sam.kaur43,en
100308,False,Tara,Ramirez,tara.ramirez44,en
100315,False,Ursula,Young,ursula.young45,en
100322,True,Viktor,Ferrari,viktor.ferrari46,en
100329,True,Wanda,Meyer,wanda.meyer47,en
100336,False,Xander,Ueda,xander.ueda48,en
100343,False,Yusuf,Diaz,yusuf.diaz49,en
100350,True,Zola,Kaur,zola.kaur50,en
100357,False,Adele,Ramirez,adele.ramirez51,en
100364,False,Bruno,Young,bruno.young52,en
