id,thread_id,from_addr,to_addr,cc_addr,subject,snippet,body,date,internal_date,size_estimate,labels,is_unread,is_starred
msg_00000,thr_00000,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Winter interp package - Dec 4 planning session,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,2026-03-24T22:19:00Z,1730000000000,1200,Grants/WAITA,True,True
msg_00001,thr_00001,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Sat climb weather window?,"Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil","Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil",2025-10-30T03:12:00Z,1730003600000,1203,INBOX,False,False
msg_00002,thr_00002,Josie Firth <josie.firth.whitefish@gmail.com>,clark.jessup.mt@gmail.com,,Whitefish Divide - ice conditions,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,2026-05-27T10:59:00Z,1730007200000,1206,INBOX,False,False
msg_00003,thr_00003,Emma Jessup <emma.jessup.helena@gmail.com>,clark.jessup.mt@gmail.com,,Aiden's hiking photos - Dropbox,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,2026-03-17T15:06:00Z,1730010800000,1209,Family,False,False
msg_00004,thr_00004,Glen Jessup <glen.jessup.msla@gmail.com>,clark.jessup.mt@gmail.com,,Fishing Sat - Rock Creek?,"Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad","Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad",2026-05-13T01:32:00Z,1730014400000,1212,Family,False,False
msg_00005,thr_00005,Northwest Medical Supply <orders@nwmedsupply.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,CPAP quarterly shipment - FedEx tracking,Your quarterly ResMed supplies shipped FedEx today.,Your quarterly ResMed supplies shipped FedEx today.,2025-11-29T07:58:00Z,1730018000000,1215,INBOX,False,False
msg_00006,thr_00006,Rosauers Rewards <rewards@rosauers.com>,clark.jessup.mt@gmail.com,,Weekly digital coupons - Kalispell store,This week's specials for Kalispell store #14.,This week's specials for Kalispell store #14.,2026-04-16T16:33:00Z,1730021600000,1218,INBOX,False,False
msg_00007,thr_00007,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,FYI - Q4 division planning session moved to 12/4,Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,2026-11-07T12:56:00Z,1730025200000,1221,Grants/WAITA,True,False
msg_00008,thr_00008,Backcountry Photog Slack <no-reply@slack.com>,clark.jessup.mt@gmail.com,,3 replies on your trip report: 'Nov Highline conditions',"Reply thread updates from Priya, Rachel, and Ted.","Reply thread updates from Priya, Rachel, and Ted.",2026-08-16T11:38:00Z,1730028800000,1224,INBOX,False,False
msg_00009,thr_00009,REI Orders <orders@rei.com>,clark.jessup.mt@gmail.com,,Order shipped - Patagonia R2 fleece,"Your Patagonia R2 (M, Woolly Blue) shipped today.","Your Patagonia R2 (M, Woolly Blue) shipped today.",2026-07-17T01:04:00Z,1730032400000,1227,INBOX,False,False
msg_00010,thr_00010,Patagonia <orders@patagonia.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Warranty repair complete - shell jacket,Your Torrentshell repair is complete and shipping back.,Your Torrentshell repair is complete and shipping back.,2026-03-11T03:55:00Z,1730036000000,1230,INBOX,False,False
msg_00011,thr_00011,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Special order in: Braiding Sweetgrass (Kimmerer),Your special order arrived. Ready for pickup this week.,Your special order arrived. Ready for pickup this week.,2026-01-15T03:45:00Z,1730039600000,1233,INBOX,False,False
msg_00012,thr_00012,Ranger Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,Please loop me on route reconciliation approach,Send me the working notes when you have them.,Send me the working notes when you have them.,2026-09-16T06:35:00Z,1730043200000,1236,Grants/WAITA,False,False
msg_00013,thr_00013,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Shift coverage - Dec 12 evening program?,Can you cover my evening slot Dec 12 in exchange?,Can you cover my evening slot Dec 12 in exchange?,2026-05-13T08:54:00Z,1730046800000,1239,INBOX,False,True
msg_00014,thr_00014,Ted McAllister <ted.mcallister@gmail.com>,clark.jessup.mt@gmail.com,,Yellowstone route logs archive - box link,Sent you the 2019-2022 Box link with the reconciled route notes.,Sent you the 2019-2022 Box link with the reconciled route notes.,2026-06-01T02:55:00Z,1730050400000,1242,INBOX,True,False
msg_00015,thr_00015,Priya Sundaram <priya.sundaram@gmail.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Dark-sky forecast for Dec 4 Waxing Cresent event,Weather looks marginal - checking Dec 5 backup.,Weather looks marginal - checking Dec 5 backup.,2025-11-11T12:58:00Z,1730054000000,1245,INBOX,False,False
msg_00016,thr_00016,Amelia Chen <amelia.chen.photo@gmail.com>,clark.jessup.mt@gmail.com,,Missoula print show wrap-up - your night sky prints,Show wrapped. Four of your prints sold. Check attached inventory.,Show wrapped. Four of your prints sold. Check attached inventory.,2026-09-05T18:35:00Z,1730057600000,1248,INBOX,False,False
msg_00017,thr_00017,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Robin Wall Kimmerer author event - Feb 2027,"Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?","Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?",2026-01-04T03:52:00Z,1730061200000,1251,INBOX,False,False
msg_00018,thr_00018,Glacier Federal Credit Union <alerts@glacierfcu.org>,clark.jessup.mt@gmail.com,,Monthly statement available,Your monthly statement is ready to view via the member portal.,Your monthly statement is ready to view via the member portal.,2026-09-28T17:52:00Z,1730064800000,1254,INBOX,False,False
msg_00019,thr_00019,Dr. Ben Alvarado <balvarado@flatheadfp.com>,clark.jessup.mt@gmail.com,,Annual physical - reminder to schedule,It's been about 11 months. Please schedule at your convenience.,It's been about 11 months. Please schedule at your convenience.,2026-09-04T14:32:00Z,1730068400000,1257,INBOX,False,False
msg_00020,thr_00020,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Winter interp package - Dec 4 planning session (thread 1),Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,2026-07-31T23:18:00Z,1730072000000,1260,Grants/WAITA,False,False
msg_00021,thr_00021,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Sat climb weather window? (thread 1),"Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil","Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil",2026-09-14T16:17:00Z,1730075600000,1263,INBOX,True,False
msg_00022,thr_00022,Josie Firth <josie.firth.whitefish@gmail.com>,clark.jessup.mt@gmail.com,,Whitefish Divide - ice conditions (thread 1),Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,2026-09-06T14:22:00Z,1730079200000,1266,INBOX,False,False
msg_00023,thr_00023,Emma Jessup <emma.jessup.helena@gmail.com>,clark.jessup.mt@gmail.com,,Aiden's hiking photos - Dropbox (thread 1),Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,2025-10-15T23:19:00Z,1730082800000,1269,Family,False,False
msg_00024,thr_00024,Glen Jessup <glen.jessup.msla@gmail.com>,clark.jessup.mt@gmail.com,,Fishing Sat - Rock Creek? (thread 1),"Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad","Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad",2026-07-09T17:11:00Z,1730086400000,1272,Family,False,False
msg_00025,thr_00025,Northwest Medical Supply <orders@nwmedsupply.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,CPAP quarterly shipment - FedEx tracking (thread 1),Your quarterly ResMed supplies shipped FedEx today.,Your quarterly ResMed supplies shipped FedEx today.,2026-04-23T07:01:00Z,1730090000000,1275,INBOX,False,False
msg_00026,thr_00026,Rosauers Rewards <rewards@rosauers.com>,clark.jessup.mt@gmail.com,,Weekly digital coupons - Kalispell store (thread 1),This week's specials for Kalispell store #14.,This week's specials for Kalispell store #14.,2026-10-04T06:04:00Z,1730093600000,1278,INBOX,False,True
msg_00027,thr_00027,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,FYI - Q4 division planning session moved to 12/4 (thread 1),Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,2026-06-21T11:16:00Z,1730097200000,1281,Grants/WAITA,False,False
msg_00028,thr_00028,Backcountry Photog Slack <no-reply@slack.com>,clark.jessup.mt@gmail.com,,3 replies on your trip report: 'Nov Highline conditions' (thread 1),"Reply thread updates from Priya, Rachel, and Ted.","Reply thread updates from Priya, Rachel, and Ted.",2026-11-05T01:09:00Z,1730100800000,1284,INBOX,True,False
msg_00029,thr_00029,REI Orders <orders@rei.com>,clark.jessup.mt@gmail.com,,Order shipped - Patagonia R2 fleece (thread 1),"Your Patagonia R2 (M, Woolly Blue) shipped today.","Your Patagonia R2 (M, Woolly Blue) shipped today.",2026-01-16T19:45:00Z,1730104400000,1287,INBOX,False,False
msg_00030,thr_00030,Patagonia <orders@patagonia.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Warranty repair complete - shell jacket (thread 1),Your Torrentshell repair is complete and shipping back.,Your Torrentshell repair is complete and shipping back.,2026-09-17T22:58:00Z,1730108000000,1290,INBOX,False,False
msg_00031,thr_00031,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Special order in: Braiding Sweetgrass (Kimmerer) (thread 1),Your special order arrived. Ready for pickup this week.,Your special order arrived. Ready for pickup this week.,2026-05-04T12:50:00Z,1730111600000,1293,INBOX,False,False
msg_00032,thr_00032,Ranger Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,Please loop me on route reconciliation approach (thread 1),Send me the working notes when you have them.,Send me the working notes when you have them.,2026-10-31T19:04:00Z,1730115200000,1296,Grants/WAITA,False,False
msg_00033,thr_00033,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Shift coverage - Dec 12 evening program? (thread 1),Can you cover my evening slot Dec 12 in exchange?,Can you cover my evening slot Dec 12 in exchange?,2026-07-28T19:53:00Z,1730118800000,1299,INBOX,False,False
msg_00034,thr_00034,Ted McAllister <ted.mcallister@gmail.com>,clark.jessup.mt@gmail.com,,Yellowstone route logs archive - box link (thread 1),Sent you the 2019-2022 Box link with the reconciled route notes.,Sent you the 2019-2022 Box link with the reconciled route notes.,2026-05-16T20:01:00Z,1730122400000,1302,INBOX,False,False
msg_00035,thr_00035,Priya Sundaram <priya.sundaram@gmail.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Dark-sky forecast for Dec 4 Waxing Cresent event (thread 1),Weather looks marginal - checking Dec 5 backup.,Weather looks marginal - checking Dec 5 backup.,2026-02-03T04:02:00Z,1730126000000,1305,INBOX,True,False
msg_00036,thr_00036,Amelia Chen <amelia.chen.photo@gmail.com>,clark.jessup.mt@gmail.com,,Missoula print show wrap-up - your night sky prints (thread 1),Show wrapped. Four of your prints sold. Check attached inventory.,Show wrapped. Four of your prints sold. Check attached inventory.,2026-08-28T13:09:00Z,1730129600000,1308,INBOX,False,False
msg_00037,thr_00037,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Robin Wall Kimmerer author event - Feb 2027 (thread 1),"Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?","Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?",2026-06-04T14:18:00Z,1730133200000,1311,INBOX,False,False
msg_00038,thr_00038,Glacier Federal Credit Union <alerts@glacierfcu.org>,clark.jessup.mt@gmail.com,,Monthly statement available (thread 1),Your monthly statement is ready to view via the member portal.,Your monthly statement is ready to view via the member portal.,2025-10-26T23:31:00Z,1730136800000,1314,INBOX,False,False
msg_00039,thr_00039,Dr. Ben Alvarado <balvarado@flatheadfp.com>,clark.jessup.mt@gmail.com,,Annual physical - reminder to schedule (thread 1),It's been about 11 months. Please schedule at your convenience.,It's been about 11 months. Please schedule at your convenience.,2025-12-12T08:57:00Z,1730140400000,1317,INBOX,False,True
msg_00040,thr_00040,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Winter interp package - Dec 4 planning session (thread 2),Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,2026-09-13T17:35:00Z,1730144000000,1320,Grants/WAITA,False,False
msg_00041,thr_00041,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Sat climb weather window? (thread 2),"Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil","Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil",2026-04-17T05:46:00Z,1730147600000,1323,INBOX,False,False
msg_00042,thr_00042,Josie Firth <josie.firth.whitefish@gmail.com>,clark.jessup.mt@gmail.com,,Whitefish Divide - ice conditions (thread 2),Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,2025-11-10T09:12:00Z,1730151200000,1326,INBOX,True,False
msg_00043,thr_00043,Emma Jessup <emma.jessup.helena@gmail.com>,clark.jessup.mt@gmail.com,,Aiden's hiking photos - Dropbox (thread 2),Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,2026-04-20T18:09:00Z,1730154800000,1329,Family,False,False
msg_00044,thr_00044,Glen Jessup <glen.jessup.msla@gmail.com>,clark.jessup.mt@gmail.com,,Fishing Sat - Rock Creek? (thread 2),"Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad","Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad",2025-10-26T01:05:00Z,1730158400000,1332,Family,False,False
msg_00045,thr_00045,Northwest Medical Supply <orders@nwmedsupply.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,CPAP quarterly shipment - FedEx tracking (thread 2),Your quarterly ResMed supplies shipped FedEx today.,Your quarterly ResMed supplies shipped FedEx today.,2025-11-09T18:17:00Z,1730162000000,1335,INBOX,False,False
msg_00046,thr_00046,Rosauers Rewards <rewards@rosauers.com>,clark.jessup.mt@gmail.com,,Weekly digital coupons - Kalispell store (thread 2),This week's specials for Kalispell store #14.,This week's specials for Kalispell store #14.,2026-04-27T21:09:00Z,1730165600000,1338,INBOX,False,False
msg_00047,thr_00047,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,FYI - Q4 division planning session moved to 12/4 (thread 2),Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,2026-10-12T11:58:00Z,1730169200000,1341,Grants/WAITA,False,False
msg_00048,thr_00048,Backcountry Photog Slack <no-reply@slack.com>,clark.jessup.mt@gmail.com,,3 replies on your trip report: 'Nov Highline conditions' (thread 2),"Reply thread updates from Priya, Rachel, and Ted.","Reply thread updates from Priya, Rachel, and Ted.",2026-07-31T06:09:00Z,1730172800000,1344,INBOX,False,False
msg_00049,thr_00049,REI Orders <orders@rei.com>,clark.jessup.mt@gmail.com,,Order shipped - Patagonia R2 fleece (thread 2),"Your Patagonia R2 (M, Woolly Blue) shipped today.","Your Patagonia R2 (M, Woolly Blue) shipped today.",2026-06-18T10:07:00Z,1730176400000,1347,INBOX,True,False
msg_00050,thr_00050,Patagonia <orders@patagonia.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Warranty repair complete - shell jacket (thread 2),Your Torrentshell repair is complete and shipping back.,Your Torrentshell repair is complete and shipping back.,2026-06-19T18:58:00Z,1730180000000,1350,INBOX,False,False
msg_00051,thr_00051,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Special order in: Braiding Sweetgrass (Kimmerer) (thread 2),Your special order arrived. Ready for pickup this week.,Your special order arrived. Ready for pickup this week.,2025-12-24T00:43:00Z,1730183600000,1353,INBOX,False,False
msg_00052,thr_00052,Ranger Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,Please loop me on route reconciliation approach (thread 2),Send me the working notes when you have them.,Send me the working notes when you have them.,2026-10-07T00:03:00Z,1730187200000,1356,Grants/WAITA,False,True
msg_00053,thr_00053,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Shift coverage - Dec 12 evening program? (thread 2),Can you cover my evening slot Dec 12 in exchange?,Can you cover my evening slot Dec 12 in exchange?,2025-10-23T20:14:00Z,1730190800000,1359,INBOX,False,False
msg_00054,thr_00054,Ted McAllister <ted.mcallister@gmail.com>,clark.jessup.mt@gmail.com,,Yellowstone route logs archive - box link (thread 2),Sent you the 2019-2022 Box link with the reconciled route notes.,Sent you the 2019-2022 Box link with the reconciled route notes.,2025-11-14T11:33:00Z,1730194400000,1362,INBOX,False,False
msg_00055,thr_00055,Priya Sundaram <priya.sundaram@gmail.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Dark-sky forecast for Dec 4 Waxing Cresent event (thread 2),Weather looks marginal - checking Dec 5 backup.,Weather looks marginal - checking Dec 5 backup.,2025-11-14T01:25:00Z,1730198000000,1365,INBOX,False,False
msg_00056,thr_00056,Amelia Chen <amelia.chen.photo@gmail.com>,clark.jessup.mt@gmail.com,,Missoula print show wrap-up - your night sky prints (thread 2),Show wrapped. Four of your prints sold. Check attached inventory.,Show wrapped. Four of your prints sold. Check attached inventory.,2026-03-06T09:52:00Z,1730201600000,1368,INBOX,True,False
msg_00057,thr_00057,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Robin Wall Kimmerer author event - Feb 2027 (thread 2),"Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?","Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?",2026-09-10T18:46:00Z,1730205200000,1371,INBOX,False,False
msg_00058,thr_00058,Glacier Federal Credit Union <alerts@glacierfcu.org>,clark.jessup.mt@gmail.com,,Monthly statement available (thread 2),Your monthly statement is ready to view via the member portal.,Your monthly statement is ready to view via the member portal.,2026-03-24T19:08:00Z,1730208800000,1374,INBOX,False,False
msg_00059,thr_00059,Dr. Ben Alvarado <balvarado@flatheadfp.com>,clark.jessup.mt@gmail.com,,Annual physical - reminder to schedule (thread 2),It's been about 11 months. Please schedule at your convenience.,It's been about 11 months. Please schedule at your convenience.,2026-05-13T08:43:00Z,1730212400000,1377,INBOX,False,False
msg_00060,thr_00060,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Winter interp package - Dec 4 planning session (thread 3),Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,2025-11-27T22:10:00Z,1730216000000,1380,Grants/WAITA,False,False
msg_00061,thr_00061,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Sat climb weather window? (thread 3),"Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil","Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil",2026-07-12T07:45:00Z,1730219600000,1383,INBOX,False,False
msg_00062,thr_00062,Josie Firth <josie.firth.whitefish@gmail.com>,clark.jessup.mt@gmail.com,,Whitefish Divide - ice conditions (thread 3),Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,2026-09-28T20:07:00Z,1730223200000,1386,INBOX,False,False
msg_00063,thr_00063,Emma Jessup <emma.jessup.helena@gmail.com>,clark.jessup.mt@gmail.com,,Aiden's hiking photos - Dropbox (thread 3),Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,2026-04-25T05:23:00Z,1730226800000,1389,Family,True,False
msg_00064,thr_00064,Glen Jessup <glen.jessup.msla@gmail.com>,clark.jessup.mt@gmail.com,,Fishing Sat - Rock Creek? (thread 3),"Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad","Weather's supposed to hold. Same as last time, meet at the pullout by 8. -Dad",2026-10-28T20:04:00Z,1730230400000,1392,Family,False,False
msg_00065,thr_00065,Northwest Medical Supply <orders@nwmedsupply.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,CPAP quarterly shipment - FedEx tracking (thread 3),Your quarterly ResMed supplies shipped FedEx today.,Your quarterly ResMed supplies shipped FedEx today.,2026-03-25T00:12:00Z,1730234000000,1395,INBOX,False,True
msg_00066,thr_00066,Rosauers Rewards <rewards@rosauers.com>,clark.jessup.mt@gmail.com,,Weekly digital coupons - Kalispell store (thread 3),This week's specials for Kalispell store #14.,This week's specials for Kalispell store #14.,2026-05-09T09:24:00Z,1730237600000,1398,INBOX,False,False
