id,type,title,username,first_name,last_name,description,member_count
-200500,group,Familia Guadalajara,,,,Guadalajara-side relatives thread,7
1000,private,,lore_fue111,Lorena,Fuentes,,2
1001,private,,este_sal191,Esteban,Salazar,,2
1002,private,,toma_cho158,Tomas,Cho,,2
-200603,group,Familia Serrano 3,,,,Family/community group,5
1004,private,,kevi_cor171,Kevin,Cortes,,2
-200605,supergroup,Recuerdos Abuelita 5,,,,Family/community group,13
1006,private,,luci_oka92,Lucia,Okafor,,2
1007,private,,rafa_ort199,Rafael,Ortega,,2
-200608,supergroup,Vecinos Chapalita 8,,,,Family/community group,3
-200609,group,Vecinos Chapalita 9,,,,Family/community group,18
1010,private,,nata_fue54,Natalia,Fuentes,,2
1011,private,,andr_rio28,Andres,Rios,,2
-200612,supergroup,Familia Serrano 12,,,,Family/community group,9
1013,private,,luci_oka92,Lucia,Okafor,,2
1014,private,,emil_coh150,Emilio,Cohen,,2
-200615,supergroup,Vecinos Chapalita 15,,,,Family/community group,5
1016,private,,nata_nav102,Natalia,Navarro,,2
-200617,group,Familia Serrano 17,,,,Family/community group,20
-200618,supergroup,Primos GDL 18,,,,Family/community group,16
1019,private,,rafa_kow73,Rafael,Kowalski,,2
1020,private,,wei_cis95,Wei,Cisneros,,2
1021,private,,marc_vil101,Marcus,Villalobos,,2
1022,private,,mari_cas57,Mariana,Castillo,,2
-200623,group,Primos GDL 23,,,,Family/community group,6
-200624,supergroup,Familia Serrano 24,,,,Family/community group,16
-200625,supergroup,Familia Serrano 25,,,,Family/community group,13
1026,private,,kevi_cis52,Kevin,Cisneros,,2
1027,private,,jord_bel108,Jordan,Beltran,,2
-200628,supergroup,Vecinos Chapalita 28,,,,Family/community group,9
-200629,supergroup,Primos GDL 29,,,,Family/community group,8
-200630,group,Recuerdos Abuelita 30,,,,Family/community group,7
-200631,group,Vecinos Chapalita 31,,,,Family/community group,17
-200632,group,Primos GDL 32,,,,Family/community group,3
-200633,group,Primos GDL 33,,,,Family/community group,16
-200634,supergroup,Vecinos Chapalita 34,,,,Family/community group,7
1035,private,,abuelita_rosa,Rosa,Serrano,,2
-200636,group,Vecinos Chapalita 36,,,,Family/community group,4
1037,private,,alej_zam61,Alejandro,Zamora,,2
1038,private,,isab_mor152,Isabel,Morales,,2
1039,private,,este_sal191,Esteban,Salazar,,2
-200640,group,Recuerdos Abuelita 40,,,,Family/community group,8
1041,private,,abuelita_rosa,Rosa,Serrano,,2
-200642,group,Recuerdos Abuelita 42,,,,Family/community group,5
-200643,group,Primos GDL 43,,,,Family/community group,8
1044,private,,hana_fue100,Hana,Fuentes,,2
-200645,group,Recuerdos Abuelita 45,,,,Family/community group,4
1046,private,,sofi_ran81,Sofia,Rangel,,2
-200647,supergroup,Recuerdos Abuelita 47,,,,Family/community group,8
1048,private,,hana_fue98,Hana,Fuentes,,2
-200649,group,Recuerdos Abuelita 49,,,,Family/community group,16
1050,private,,beat_flo79,Beatriz,Flores,,2
-200651,group,Primos GDL 51,,,,Family/community group,19
-200652,group,Vecinos Chapalita 52,,,,Family/community group,3
1053,private,,este_nai178,Esteban,Nair,,2
1054,private,,nata_con118,Natalia,Contreras,,2
-200655,group,Vecinos Chapalita 55,,,,Family/community group,15
1056,private,,serg_guz47,Sergio,Guzman,,2
-200657,group,Recuerdos Abuelita 57,,,,Family/community group,15
-200658,supergroup,Recuerdos Abuelita 58,,,,Family/community group,9
-200659,supergroup,Familia Serrano 59,,,,Family/community group,12
1060,private,,lore_fue111,Lorena,Fuentes,,2
1061,private,,andr_rio28,Andres,Rios,,2
1062,private,,rosa_mar175,Rosa,Marchetti,,2
-200663,group,Recuerdos Abuelita 63,,,,Family/community group,7
1064,private,,fern_par8,Fernando,Park,,2
1065,private,,adri_her35,Adriana,Herrera,,2
-200666,supergroup,Familia Serrano 66,,,,Family/community group,8
1067,private,,cami_jim176,Camila,Jimenez,,2
1068,private,,hana_fue98,Hana,Fuentes,,2
1069,private,,adri_ort163,Adriana,Ortega,,2
1070,private,,isab_mor152,Isabel,Morales,,2
1071,private,,harp_gut85,Harper,Gutierrez,,2
-200672,supergroup,Vecinos Chapalita 72,,,,Family/community group,10
-200673,supergroup,Vecinos Chapalita 73,,,,Family/community group,19
1074,private,,wei_her106,Wei,Herrera,,2
1075,private,,lore_fue111,Lorena,Fuentes,,2
1076,private,,priy_men53,Priya,Mendoza,,2
1077,private,,carl_zam83,Carlos,Zamora,,2
1078,private,,toma_whi50,Tomas,Whitfield,,2
-200679,supergroup,Familia Serrano 79,,,,Family/community group,11
1080,private,,rafa_men147,Rafael,Mendoza,,2
1081,private,,javi_pat38,Javier,Patel,,2
1082,private,,dieg_jim63,Diego,Jimenez,,2
1083,private,,rosa_mar175,Rosa,Marchetti,,2
1084,private,,harp_per119,Harper,Peralta,,2
1085,private,,mari_cas57,Mariana,Castillo,,2
-200686,supergroup,Vecinos Chapalita 86,,,,Family/community group,16
