transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
TRAN_c608df5c,ACCO_3e7414ec,21.00,USD,2026-10-28,Carlos Whitfield,merchant_name_0,Office Supplies,true,Office Supplies
TRAN_e5e60a4b,ACCO_73cb5cd5,38.31,USD,2026-10-12,June (68),merchant_name_1,Software,false,Software
TRAN_00eeb831,ACCO_63d3d1dd,55.62,USD,2026-09-25,Karen (1983),merchant_name_2,Consulting,false,Consulting
TRAN_b202514f,ACCO_f7c27fea,72.93,USD,2026-09-08,David (1981),merchant_name_3,Marketing,true,Marketing
TRAN_e0db3013,ACCO_3ae94727,89.24,USD,2026-08-21,Ethan (2014),merchant_name_4,Travel,false,Travel
TRAN_bb02d707,ACCO_3d7f6e3b,106.55,USD,2026-08-04,Maya (2016),merchant_name_5,Equipment,false,Equipment
TRAN_dafe2b34,ACCO_7cf88081,123.86,USD,2026-07-17,Kevin (1986),merchant_name_6,Training,true,Training
TRAN_0d851ac0,ACCO_d99f92ec,140.17,USD,2026-06-28,Robert (1998),merchant_name_7,Subscriptions,false,Subscriptions
TRAN_20b9fcdc,ACCO_af1a5db4,157.48,USD,2026-06-13,Helen (2007),merchant_name_8,Shipping,true,Shipping
TRAN_e3e995fe,ACCO_fcf349ee,174.79,USD,2026-05-26,Linda (1957),merchant_name_9,Utilities,true,Utilities
TRAN_eb027c92,ACCO_e958611d,191.10,USD,2026-05-09,Frank (1958),merchant_name_10,Professional Services,false,Professional Services
TRAN_3bad93b1,ACCO_2a297779,208.41,USD,2026-04-22,Connie (1960),merchant_name_11,Insurance,true,Insurance
TRAN_b8122fcd,ACCO_15f3ae57,225.72,USD,2026-04-05,Doug (1954),merchant_name_12,Maintenance,false,Maintenance
TRAN_f499ace1,ACCO_6807b8ad,242.03,USD,2026-03-18,Elena (1960),merchant_name_13,Legal,false,Legal
TRAN_468f16f6,ACCO_17cdb598,259.34,USD,2026-03-01,The family),merchant_name_14,Advertising,true,Advertising
TRAN_cb6f6364,ACCO_2af689a8,276.65,USD,2026-02-14,Dr. (52),merchant_name_15,Technology,false,Technology
TRAN_ae602151,ACCO_52639876,293.96,USD,2026-01-27,Dr. (59),merchant_name_16,Meals & Entertainment,true,Meals & Entertainment
TRAN_1d3c538d,ACCO_bf1d963e,310.27,USD,2026-01-10,Dr. (48),merchant_name_17,Rent,true,Rent
TRAN_94fde25c,ACCO_58b2c150,327.58,USD,2025-12-28,William Davis,merchant_name_18,Telecommunications,false,Telecommunications
