request_id,product_id,status,rider_id,driver_name,vehicle,license_plate,start_latitude,start_longitude,start_address,end_latitude,end_longitude,end_address,distance_miles,duration_minutes,fare,surge_multiplier,requested_at,completed_at
ub_0,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,9.0,18,13.67,1.0,2026-09-25T12:00:00-05:00,2026-09-02T12:00:00-05:00
ub_1,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,11.5,12,14.9,1.0,2026-09-17T12:00:00-05:00,2026-09-16T12:00:00-05:00
ub_2,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,3.6,30,11.67,1.0,2026-09-12T12:00:00-05:00,2026-09-25T12:00:00-05:00
ub_3,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,5.1,13,19.21,1.0,2026-09-01T12:00:00-05:00,2026-09-08T12:00:00-05:00
ub_4,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,4.2,28,12.0,1.0,2026-09-26T12:00:00-05:00,2026-09-09T12:00:00-05:00
ub_5,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,11.3,18,21.75,1.0,2026-09-20T12:00:00-05:00,2026-09-20T12:00:00-05:00
ub_6,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,10.2,25,19.14,1.0,2026-09-05T12:00:00-05:00,2026-09-05T12:00:00-05:00
ub_7,uberx,completed,jporter,Driver,Sedan,OK123,36.1,-95.9,Midtown,36.0,-96.0,Jenks,12.3,30,15.49,1.0,2026-09-01T12:00:00-05:00,2026-09-26T12:00:00-05:00
ub_2008,prod_1,completed,jporter,Cara Nash,Honda Civic,OK961,36.1540,-95.9928,Midtown Tulsa,36.1000,-95.9400,"Norman, OK",6.2,8,15.99,1.0,2026-04-07T10:17:00-05:00,2026-03-08T01:03:00-05:00
ub_2009,prod_2,completed,jporter,Xander Adams,Toyota Camry,OK911,36.1540,-95.9928,Midtown Tulsa,36.1100,-95.9700,"Norman, OK",8.4,12,15.60,1.0,2026-05-13T09:56:00-05:00,2026-05-09T16:48:00-05:00
ub_2010,prod_4,completed,jporter,Ned Jones,Toyota Camry,OK312,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9400,"Stillwater, OK",7.2,32,18.38,1.0,2026-07-16T00:24:00-05:00,2026-02-20T16:55:00-05:00
ub_2011,prod_4,completed,jporter,Liam Frost,Ford Escape,OK136,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9100,"Edmond, OK",11.7,28,12.01,1.0,2026-04-08T17:38:00-05:00,2026-09-20T08:40:00-05:00
ub_2012,prod_5,completed,jporter,Tessa York,Toyota Camry,OK160,36.1540,-95.9928,Midtown Tulsa,36.1100,-95.9100,"Owasso, OK",6.8,12,8.56,1.0,2026-04-21T03:11:00-05:00,2026-02-02T11:18:00-05:00
ub_2013,prod_5,completed,jporter,Nadia Hart,Honda Civic,OK987,36.1540,-95.9928,Midtown Tulsa,36.1400,-95.9100,"Owasso, OK",11.5,24,13.24,1.0,2026-02-12T03:42:00-05:00,2026-08-07T16:20:00-05:00
ub_2014,prod_1,completed,jporter,Cara York,Toyota Camry,OK604,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9500,"Stillwater, OK",9.8,18,27.06,1.0,2026-03-12T16:49:00-05:00,2026-09-19T22:00:00-05:00
ub_2015,prod_5,completed,jporter,Vince Cann,Honda Civic,OK282,36.1540,-95.9928,Midtown Tulsa,36.1000,-95.9500,"Broken Arrow, OK",2.7,19,26.11,1.0,2026-01-25T12:48:00-05:00,2026-01-28T20:34:00-05:00
ub_2016,prod_3,completed,jporter,Ivy Boone,Honda Civic,OK828,36.1540,-95.9928,Midtown Tulsa,36.1200,-95.9300,"Bixby, OK",1.3,5,14.83,1.0,2026-04-08T05:30:00-05:00,2026-03-07T18:13:00-05:00
ub_2017,prod_4,completed,jporter,Dean Nash,Ford Escape,OK848,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9100,"Norman, OK",9.8,32,9.12,1.0,2026-08-07T23:00:00-05:00,2026-07-11T20:50:00-05:00
ub_2018,prod_4,completed,jporter,Xander Cann,Honda Civic,OK994,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9700,"Owasso, OK",4.9,17,20.46,1.0,2026-07-06T18:57:00-05:00,2026-01-15T09:05:00-05:00
ub_2019,prod_2,completed,jporter,Bruno Webb,Honda Civic,OK518,36.1540,-95.9928,Midtown Tulsa,36.1500,-95.9100,"Owasso, OK",4.6,28,18.37,1.0,2026-01-09T07:05:00-05:00,2026-07-07T22:01:00-05:00
ub_2020,prod_5,completed,jporter,Sam Carr,Ford Escape,OK542,36.1540,-95.9928,Midtown Tulsa,36.1500,-95.9200,"Muskogee, OK",6.8,26,20.73,1.0,2026-06-14T11:51:00-05:00,2026-01-02T15:21:00-05:00
ub_2021,prod_4,completed,jporter,Ben Boone,Toyota Camry,OK193,36.1540,-95.9928,Midtown Tulsa,36.1300,-95.9800,"Bixby, OK",11.5,34,9.22,1.0,2026-09-24T23:06:00-05:00,2026-09-18T22:12:00-05:00
ub_2022,prod_2,completed,jporter,Cara Frost,Toyota Camry,OK833,36.1540,-95.9928,Midtown Tulsa,36.1100,-95.9600,"Muskogee, OK",2.3,13,12.82,1.0,2026-05-26T04:33:00-05:00,2026-09-27T03:13:00-05:00
ub_2023,prod_4,completed,jporter,Ruth Hale,Honda Civic,OK106,36.1540,-95.9928,Midtown Tulsa,36.1100,-95.9800,"Edmond, OK",8.6,26,18.80,1.0,2026-06-24T15:15:00-05:00,2026-03-12T00:35:00-05:00
ub_2024,prod_2,completed,jporter,Tara Ellis,Ford Escape,OK951,36.1540,-95.9928,Midtown Tulsa,36.1600,-95.9900,"Jenks, OK",9.3,31,9.78,1.0,2026-03-16T12:40:00-05:00,2026-07-27T07:09:00-05:00
ub_2025,prod_4,completed,jporter,Liam Kane,Toyota Camry,OK689,36.1540,-95.9928,Midtown Tulsa,36.1400,-95.9700,"Stillwater, OK",4.7,16,21.44,1.0,2026-02-05T04:31:00-05:00,2026-05-15T08:16:00-05:00
ub_2026,prod_3,completed,jporter,Liam Salt,Ford Escape,OK396,36.1540,-95.9928,Midtown Tulsa,36.1200,-95.9200,"Edmond, OK",9.5,30,14.86,1.0,2026-03-17T16:21:00-05:00,2026-09-16T23:12:00-05:00
ub_2027,prod_3,completed,jporter,Dean Ames,Honda Civic,OK523,36.1540,-95.9928,Midtown Tulsa,36.1000,-95.9300,"Bixby, OK",2.6,34,10.83,1.0,2026-08-16T01:38:00-05:00,2026-09-19T00:38:00-05:00
ub_2028,prod_4,completed,jporter,Dean Ellis,Toyota Camry,OK757,36.1540,-95.9928,Midtown Tulsa,36.1700,-95.9600,"Muskogee, OK",2.2,16,17.70,1.0,2026-07-28T23:42:00-05:00,2026-08-22T05:01:00-05:00
ub_2029,prod_4,completed,jporter,Mia Webb,Honda Civic,OK847,36.1540,-95.9928,Midtown Tulsa,36.1700,-95.9700,"Muskogee, OK",4.6,7,20.25,1.0,2026-06-23T07:17:00-05:00,2026-09-11T00:54:00-05:00
ub_2030,prod_3,completed,jporter,Ben Ober,Toyota Camry,OK867,36.1540,-95.9928,Midtown Tulsa,36.1200,-95.9000,"Edmond, OK",7.3,21,20.59,1.0,2026-05-13T13:33:00-05:00,2026-01-15T12:26:00-05:00
ub_2031,prod_1,completed,jporter,Milo Kerr,Toyota Camry,OK481,36.1540,-95.9928,Midtown Tulsa,36.1900,-95.9400,"Sand Springs, OK",7.3,14,14.22,1.0,2026-04-21T05:47:00-05:00,2026-04-24T14:14:00-05:00
ub_2032,prod_5,completed,jporter,Cara Salt,Toyota Camry,OK495,36.1540,-95.9928,Midtown Tulsa,36.1000,-95.9300,"Tulsa, OK",2.2,24,14.33,1.0,2026-05-08T08:46:00-05:00,2026-04-28T00:31:00-05:00
ub_2033,prod_4,completed,jporter,Milo Quill,Toyota Camry,OK938,36.1540,-95.9928,Midtown Tulsa,36.1600,-95.9100,"Broken Arrow, OK",1.0,29,19.78,1.0,2026-06-04T06:59:00-05:00,2026-05-18T05:54:00-05:00
ub_2034,prod_4,completed,jporter,Ben Hart,Honda Civic,OK388,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9600,"Edmond, OK",7.0,16,17.99,1.0,2026-06-09T16:06:00-05:00,2026-03-21T05:39:00-05:00
ub_2035,prod_5,completed,jporter,Ana Webb,Honda Civic,OK861,36.1540,-95.9928,Midtown Tulsa,36.1200,-95.9100,"Broken Arrow, OK",3.5,24,14.31,1.0,2026-06-07T03:48:00-05:00,2026-06-26T21:14:00-05:00
ub_2036,prod_1,completed,jporter,Bruno Booth,Ford Escape,OK241,36.1540,-95.9928,Midtown Tulsa,36.1500,-95.9200,"Stillwater, OK",2.0,24,27.47,1.0,2026-07-18T01:50:00-05:00,2026-09-23T12:48:00-05:00
ub_2037,prod_5,completed,jporter,Ella Salt,Toyota Camry,OK103,36.1540,-95.9928,Midtown Tulsa,36.1300,-95.9400,"Stillwater, OK",10.1,28,23.07,1.0,2026-07-05T21:05:00-05:00,2026-06-28T11:58:00-05:00
ub_2038,prod_2,completed,jporter,Willa Hale,Toyota Camry,OK483,36.1540,-95.9928,Midtown Tulsa,36.2000,-95.9500,"Sand Springs, OK",9.0,31,25.74,1.0,2026-02-01T16:09:00-05:00,2026-01-05T11:39:00-05:00
ub_2039,prod_5,completed,jporter,Sam Salt,Toyota Camry,OK531,36.1540,-95.9928,Midtown Tulsa,36.1800,-95.9800,"Stillwater, OK",9.4,35,14.52,1.0,2026-05-02T00:08:00-05:00,2026-04-08T02:57:00-05:00
ub_2040,prod_2,completed,jporter,Jack Carr,Honda Civic,OK295,36.1540,-95.9928,Midtown Tulsa,36.1600,-95.9000,"Bixby, OK",2.0,7,9.39,1.0,2026-04-28T16:05:00-05:00,2026-02-01T14:03:00-05:00
ub_2041,prod_3,completed,jporter,Ruth Tate,Ford Escape,OK276,36.1540,-95.9928,Midtown Tulsa,36.1900,-95.9300,"Sand Springs, OK",10.0,10,20.71,1.0,2026-09-26T11:26:00-05:00,2026-06-10T08:36:00-05:00
