id,event_id,ticket_class_id,name,email,status,checked_in,created
att_001,eb_001,tc_001,Amy Schuler,amy.schuler@Finthesiss.ai,Attending,false,2026-09-15T10:00:00Z
att_00002,eb_0004,tc_001,Attendee 2,att2@example.com,Attending,false,2026-04-13T00:00:00
att_00003,eb_0001,tc_001,Attendee 3,att3@example.com,Attending,false,2026-03-12T00:00:00
att_00004,eb_0004,tc_001,Attendee 4,att4@example.com,Attending,false,2026-01-15T00:00:00
att_00005,eb_0004,tc_001,Attendee 5,att5@example.com,Attending,false,2026-09-14T00:00:00
att_00006,eb_0005,tc_001,Attendee 6,att6@example.com,Attending,false,2026-05-14T00:00:00
att_00007,eb_0002,tc_001,Attendee 7,att7@example.com,Attending,false,2026-09-27T00:00:00
att_00008,eb_0004,tc_001,Attendee 8,att8@example.com,Attending,false,2026-04-11T00:00:00
att_00009,eb_0005,tc_001,Attendee 9,att9@example.com,Attending,false,2026-03-18T00:00:00
att_00010,eb_0005,tc_001,Attendee 10,att10@example.com,Attending,false,2026-01-16T00:00:00
att_00011,eb_0002,tc_001,Attendee 11,att11@example.com,Attending,false,2026-05-12T00:00:00
att_00012,eb_0003,tc_001,Attendee 12,att12@example.com,Attending,false,2026-06-12T00:00:00
att_00013,eb_0005,tc_001,Attendee 13,att13@example.com,Attending,false,2026-05-31T00:00:00
att_00014,eb_0004,tc_001,Attendee 14,att14@example.com,Attending,false,2026-09-17T00:00:00
att_00015,eb_0001,tc_001,Attendee 15,att15@example.com,Attending,false,2026-06-15T00:00:00
att_00016,eb_0005,tc_001,Attendee 16,att16@example.com,Attending,false,2026-01-23T00:00:00
att_00017,eb_0003,tc_001,Attendee 17,att17@example.com,Attending,false,2026-02-03T00:00:00
att_00018,eb_0005,tc_001,Attendee 18,att18@example.com,Attending,false,2026-07-26T00:00:00
att_00019,eb_0001,tc_001,Attendee 19,att19@example.com,Attending,false,2026-03-01T00:00:00
att_00020,eb_0004,tc_001,Attendee 20,att20@example.com,Attending,false,2026-01-04T00:00:00
att_00021,eb_0005,tc_001,Attendee 21,att21@example.com,Attending,false,2026-07-22T00:00:00
att_00022,eb_0001,tc_001,Attendee 22,att22@example.com,Attending,false,2026-02-27T00:00:00
att_00023,eb_0002,tc_001,Attendee 23,att23@example.com,Attending,false,2026-04-01T00:00:00
att_00024,eb_0003,tc_001,Attendee 24,att24@example.com,Attending,false,2026-03-16T00:00:00
att_00025,eb_0005,tc_001,Attendee 25,att25@example.com,Attending,false,2026-04-05T00:00:00
att_00026,eb_0002,tc_001,Attendee 26,att26@example.com,Attending,false,2026-02-17T00:00:00
att_00027,eb_0004,tc_001,Attendee 27,att27@example.com,Attending,false,2026-07-14T00:00:00
att_00028,eb_0002,tc_001,Attendee 28,att28@example.com,Attending,false,2026-06-12T00:00:00
att_00029,eb_0003,tc_001,Attendee 29,att29@example.com,Attending,false,2026-07-10T00:00:00
att_00030,eb_0004,tc_001,Attendee 30,att30@example.com,Attending,false,2026-01-01T00:00:00
att_00031,eb_0003,tc_001,Attendee 31,att31@example.com,Attending,false,2026-05-12T00:00:00
att_00032,eb_0002,tc_001,Attendee 32,att32@example.com,Attending,false,2026-04-14T00:00:00
att_00033,eb_0002,tc_001,Attendee 33,att33@example.com,Attending,false,2026-09-01T00:00:00
att_00034,eb_0003,tc_001,Attendee 34,att34@example.com,Attending,false,2026-06-16T00:00:00
att_00035,eb_0004,tc_001,Attendee 35,att35@example.com,Attending,false,2026-09-03T00:00:00
att_00036,eb_0002,tc_001,Attendee 36,att36@example.com,Attending,false,2026-05-25T00:00:00
att_00037,eb_0002,tc_001,Attendee 37,att37@example.com,Attending,false,2026-06-28T00:00:00
att_00038,eb_0004,tc_001,Attendee 38,att38@example.com,Attending,false,2026-08-04T00:00:00
att_00039,eb_0003,tc_001,Attendee 39,att39@example.com,Attending,false,2026-01-14T00:00:00
att_00040,eb_0001,tc_001,Attendee 40,att40@example.com,Attending,false,2026-09-23T00:00:00
att_00041,eb_0003,tc_001,Attendee 41,att41@example.com,Attending,false,2026-06-11T00:00:00
att_00042,eb_0002,tc_001,Attendee 42,att42@example.com,Attending,false,2026-09-17T00:00:00
att_00043,eb_0005,tc_001,Attendee 43,att43@example.com,Attending,false,2026-10-05T00:00:00
att_00044,eb_0004,tc_001,Attendee 44,att44@example.com,Attending,false,2026-04-22T00:00:00
att_00045,eb_0005,tc_001,Attendee 45,att45@example.com,Attending,false,2026-08-06T00:00:00
att_00046,eb_0003,tc_001,Attendee 46,att46@example.com,Attending,false,2026-04-20T00:00:00
att_00047,eb_0002,tc_001,Attendee 47,att47@example.com,Attending,false,2026-07-15T00:00:00
att_00048,eb_0004,tc_001,Attendee 48,att48@example.com,Attending,false,2026-07-26T00:00:00
att_00049,eb_0004,tc_001,Attendee 49,att49@example.com,Attending,false,2026-06-10T00:00:00
att_00050,eb_0004,tc_001,Attendee 50,att50@example.com,Attending,false,2026-01-08T00:00:00
att_00051,eb_0005,tc_001,Attendee 51,att51@example.com,Attending,false,2026-04-23T00:00:00
