transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_001,acc_firm_op,1400.00,USD,2026-10-01,Office lease share,Carondelet Property LLC,Rent,false,other
txn_002,acc_firm_op,2400.00,USD,2026-10-05,Retainer received - matter 0419,Client Trust Transfer,Transfer,false,other
txn_003,acc_household,2800.00,USD,2026-10-01,Mortgage payment,Whitney Bank,Mortgage,false,other
txn_004,acc_household,650.00,USD,2026-10-08,Groceries,Rouses Market,Groceries,false,in store
txn_005,acc_firm_op,320.45,USD,2026-10-10,Westlaw research,Thomson Reuters,Subscription,false,online
txn_006,acc_household,480.00,USD,2026-10-03,Health insurance,BCBS LA,Insurance,false,online
txn_007,acc_firm_op,85.00,USD,2026-10-12,Bar dues partial,LA State Bar,Professional,false,online
txn_9007,acc_807,-74.50,USD,2025-10-13,Client Deposit,Client Trust,"""Service,Legal""",true,online
txn_9008,acc_808,-78.00,USD,2025-10-13,Payroll,ADP,"""Service,Legal""",false,online
txn_9009,acc_809,8500.00,USD,2025-10-13,Court Fees,Clerk of Court,"""Service,Legal""",false,online
txn_9010,acc_810,-85.00,USD,2025-10-13,Office Lease,Crescent Realty,"""Service,Legal""",false,online
txn_9011,acc_811,-88.50,USD,2025-10-13,LexisNexis,LexisNexis,"""Service,Legal""",false,online
txn_9012,acc_812,8500.00,USD,2025-10-14,Client Deposit,Client Trust,"""Service,Legal""",false,online
txn_9013,acc_813,-95.50,USD,2025-10-14,Payroll,ADP,"""Service,Legal""",false,online
txn_9014,acc_814,-99.00,USD,2025-10-14,Court Fees,Clerk of Court,"""Service,Legal""",true,online
txn_9015,acc_815,8500.00,USD,2025-10-14,Office Lease,Crescent Realty,"""Service,Legal""",false,online
txn_9016,acc_firm_op,-106.00,USD,2025-10-14,LexisNexis,LexisNexis,"""Service,Legal""",false,online
txn_9017,acc_household,-109.50,USD,2025-10-14,Client Deposit,Client Trust,"""Service,Legal""",false,online
txn_9018,acc_savings,8500.00,USD,2025-10-14,Payroll,ADP,"""Service,Legal""",false,online
txn_9019,acc_803,-116.50,USD,2025-10-14,Court Fees,Clerk of Court,"""Service,Legal""",false,online
txn_9020,acc_804,-120.00,USD,2025-10-14,Office Lease,Crescent Realty,"""Service,Legal""",false,online
txn_9021,acc_805,8500.00,USD,2025-10-14,LexisNexis,LexisNexis,"""Service,Legal""",true,online
txn_9022,acc_806,-127.00,USD,2025-10-14,Client Deposit,Client Trust,"""Service,Legal""",false,online
txn_9023,acc_807,-130.50,USD,2025-10-14,Payroll,ADP,"""Service,Legal""",false,online
txn_9024,acc_808,8500.00,USD,2025-10-14,Court Fees,Clerk of Court,"""Service,Legal""",false,online
txn_9025,acc_809,-137.50,USD,2025-10-14,Office Lease,Crescent Realty,"""Service,Legal""",false,online
txn_9026,acc_810,-141.00,USD,2025-10-14,LexisNexis,LexisNexis,"""Service,Legal""",false,online
txn_9027,acc_811,8500.00,USD,2025-10-14,Client Deposit,Client Trust,"""Service,Legal""",false,online
txn_9028,acc_812,-148.00,USD,2025-10-14,Payroll,ADP,"""Service,Legal""",true,online
txn_9029,acc_813,-151.50,USD,2025-10-14,Court Fees,Clerk of Court,"""Service,Legal""",false,online
