id,name,email,description,currency,delinquent,balance,created,phone
cus_30c87701e974,Elastic,sponsorships@elastic.co,Sponsor of Reed Security Notes Elastic tier,usd,false,0,1775410991,
cus_30d4caac1ed0,Sumo Logic,partners@sumologic.com,Sponsor of Reed Security Notes Sumo Logic tier,usd,false,0,1706456502,
cus_7ddfdeba5636,Detectify,growth@detectify.com,Sponsor of Reed Security Notes Detectify tier,usd,false,0,1726116135,
cus_1b775234f32c,Corelight,partners@corelight.com,Sponsor of Reed Security Notes Corelight tier,usd,false,0,1735861264,
cus_a5d216ab3d26,Rapid7,sponsorships@rapid7.com,Sponsor of Reed Security Notes Rapid7 tier,usd,false,0,1749323617,
cus_75b29c52d780,Tenable,partners@tenable.com,Sponsor of Reed Security Notes Tenable tier,usd,false,0,1755177193,
cus_7d187a1a6d82,Vectra AI,partnerships@vectra.ai,Sponsor of Reed Security Notes Vectra AI tier,usd,false,0,1707686212,
cus_21b6f9f78f39,Snyk,partners@snyk.io,Sponsor of Reed Security Notes Snyk tier,usd,false,0,1737690113,
cus_96381075e729,CrowdStrike,sponsorships@crowdstrike.com,Sponsor of Reed Security Notes CrowdStrike tier,usd,false,0,1708990624,
cus_1b5a97631c68,Splunk,partners@splunk.com,Sponsor of Reed Security Notes Splunk tier,usd,false,0,1758763097,
cus_efde3a89520d,Sysdig,partnerships@sysdig.com,Sponsor of Reed Security Notes Sysdig tier,usd,false,0,1754508078,
cus_182e46484411,Cybereason,growth@cybereason.com,Sponsor of Reed Security Notes Cybereason tier,usd,false,0,1746013861,
cus_1e1e07a422ac,Chronicle,partners@chronicle.security,Sponsor of Reed Security Notes Chronicle tier,usd,false,0,1755445855,
cus_37cc654879ac,Wiz,sponsorships@wiz.io,Sponsor of Reed Security Notes Wiz tier,usd,false,0,1723528127,
cus_da49fd9dc4c9,Recorded Future,partners@recordedfuture.com,Sponsor of Reed Security Notes Recorded Future tier,usd,false,0,1769543100,
cus_7a5e5b91f205,"Bowen, Kidd and Ochoa",hendersonsusan@alexander-perry.com,"Reader purchaser or prospect Bowen, Kidd and Ochoa",usd,false,0,1761657435,001-850-825-6547
cus_b25d4ec4b4ef,Schmidt-Parks,patriciaclark@martinez.org,Reader purchaser or prospect Schmidt-Parks,usd,false,0,1762320250,219-273-2828x3368
cus_339b087f8a8e,Perez-Garcia,hsnyder@terrell.org,Reader purchaser or prospect Perez-Garcia,usd,false,0,1717068720,318-210-1613
cus_924d0dd65f9e,Fisher Ltd,qmartin@williams-rodriguez.com,Reader purchaser or prospect Fisher Ltd,usd,false,0,1747491325,801-310-0636x1921
cus_c3acf0ed7412,"Ruiz, White and Lopez",wilsonjeanette@clark.com,"Reader purchaser or prospect Ruiz, White and Lopez",usd,false,0,1766390534,3317636952
cus_60bf944aba47,Sanchez-Hunter,matthew02@cross-mueller.info,Reader purchaser or prospect Sanchez-Hunter,usd,false,0,1727073238,(871)756-1335x7761
cus_51825919e550,Mcfarland Inc,shannon92@clark.biz,Reader purchaser or prospect Mcfarland Inc,usd,false,0,1752473740,001-519-449-3141x403
