id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
ACT-001,New Year's Day Walk with Mama Jean,Walk,2250.0,2400,2700,8.5,0.94,2027-01-01T10:00:00Z,3,
ACT-002,Southside Morning Loop,Walk,2580.0,1800,2100,12.2,1.43,2027-01-02T06:45:00Z,1,
ACT-003,Southside Evening Walk,Walk,1930.0,1500,1680,9.1,1.29,2027-01-03T17:30:00Z,0,
ACT-004,Southside Morning Loop,Walk,2580.0,1800,2040,12.2,1.43,2027-01-04T06:50:00Z,1,
ACT-005,Rest Stop Walk - Cullman Pilot,Walk,820.0,900,1080,2.1,0.91,2027-01-06T09:15:00Z,0,
ACT-006,Rest Stop Walk - Chattanooga TA,Walk,680.0,600,720,3.5,1.13,2027-01-06T12:30:00Z,0,
ACT-007,Southside Quick Walk,Walk,1450.0,1200,1380,6.8,1.21,2027-01-08T07:00:00Z,1,
ACT-008,Rest Stop Walk - Atlanta TA,Walk,750.0,660,780,1.8,1.14,2027-01-09T11:00:00Z,0,
ACT-009,Rest Stop Walk - Heflin Flying J,Walk,610.0,540,660,2.4,1.13,2027-01-10T08:30:00Z,0,
ACT-010,Southside Morning Loop,Walk,2580.0,1740,1980,12.2,1.48,2027-01-12T06:30:00Z,2,
ACT-011,Southside Evening Walk,Walk,1930.0,1440,1620,9.1,1.34,2027-01-13T17:45:00Z,1,
ACT-012,Southside Long Walk,Walk,3220.0,2400,2700,15.5,1.34,2027-01-15T06:30:00Z,2,
