Id,FirstName,LastName,Email,Phone,Title,AccountId,MailingCity
003_KINTAMPO_PI,Kwame,Osei-Adu,ghana-kintampo-pi@rtss-multisite.org,+233-24-555-8234,Kintampo Site PI - Sept 14 Amend4 sign-off 611 doses,001_KINTAMPO,Kintampo
003_KILIFI_COORD,Amina,Wanjiku,kilifi-fieldcoord@rtss-multisite.org,+254-72-555-9142,Kilifi Field Coord - Aug sign-off 782 doses (delta from pipeline 33),001_KILIFI,Kilifi
003_MANHICA_PI,Domingos,Rodrigues,manhica-site-pi@rtss-multisite.org,+258-84-555-3418,Manhica Site PI - Sept 15 Amend4 sign-off 604 doses,001_MANHICA,Manhica
003_NANORO_PI,Ibrahim,Ouedraogo,nanoro-site-pi@rtss-multisite.org,+226-70-555-6721,Nanoro Site PI - Sept 15 Amend4 sign-off 720 doses,001_NANORO,Nanoro
003_BAGAMOYO_PI,Fatuma,Mwakumbi,bagamoyo-site-pi@rtss-multisite.org,+255-75-555-4821,Bagamoyo Site PI - Sept 16 Amend4 sign-off 632 doses,001_BAGAMOYO,Bagamoyo
003_SARAH,Sarah,Kelley,sarah.kelley@gmail.com,+1-303-555-0163,co-PI UColorado,001_UCOLORADO_PEDS,Aurora
003_KEVIN,Kevin,Osborne,kosborne@gmail.com,+1-404-555-0159,Division Chief PID Mentor,001_GLENWOOD_PID,Atlanta
003_WHO_CONSULT,Michel,Dubois,who-consulting@who.int,+41-22-555-2111,WHO Malaria Programme Consulting Contact,001_WHO_GLOBAL,Geneva
003_UNICEF_CONSULT,Grace,Owuor,unicef-consulting@unicef.org,+254-72-555-2222,UNICEF ESA Vaccine Implementation Contact,001_UNICEF_ESA,Nairobi
003_DIANE,Diane,Rush,diane.rush.dev@gmail.com,+1-404-555-0137,Wife software engineer Gatewood Solutions,001_WESTBROOK,Decatur
003_FLORENCE,Florence,Rush,florence.rush@gmail.com,+1-303-555-0148,Mother in Denver,001_ALLY,Denver
003_REBECCA,Rebecca,Rush,rebecca.rush.cpa@gmail.com,+1-770-555-0208,Sister-in-law CPA,001_ALLY,Marietta
003_GRACE,Grace,Nelson,grace.nelson.esq@gmail.com,+1-404-555-0174,Best friend immigration attorney,001_WESTBROOK,Decatur
003_JANET,Janet,Atkins,janet.atkins@gmail.com,+1-404-555-0186,Co-fellow PID Glenwood,001_GLENWOOD_PID,Atlanta
003_MARCUS_BELL,Marcus,Bell,marcus.bell@glenwood.edu,+1-404-555-9101,PID Attending,001_GLENWOOD_PID,Atlanta
003_PREETI,Preeti,Ahuja,preeti.ahuja@glenwood.edu,+1-404-555-9102,General Peds Attending,001_GLENWOOD_PID,Atlanta
003_YOLANDA,Yolanda,Reyes,yolanda.reyes@glenwood.edu,+1-404-555-9103,3rd Year Fellow,001_GLENWOOD_PID,Atlanta
