id,name,email,avatar_url,type,bot,owner_workspace,created_time
usr-jason-notion,Jason Campbell,j.campbell@coastalcardiology.com,https://s3-us-west-2.amazonaws.com/notion-avatars/blue/EA.png,person,False,ws-tavr-notion,2023-08-01T09:00:00Z
usr-amanda-notion,Amanda Torres,a.torres@coastalcardiology.com,https://s3-us-west-2.amazonaws.com/notion-avatars/green/LD.png,person,False,ws-tavr-notion,2023-08-15T09:00:00Z
usr-whitfield-notion,James Whitfield,whitfield.james@lakewoodmedresearch.edu,https://s3-us-west-2.amazonaws.com/notion-avatars/purple/OG.png,person,False,ws-tavr-notion,2023-08-15T09:00:00Z
usr-ref-000,Jennifer Hussain,jennifer.hussain@edwards.com,https://s3-us-west-2.amazonaws.com/notion-avatars/pink/NJ.png,person,False,ws-tavr-notion,2024-08-03T09:00:00Z
usr-ref-001,David Adams,david.adams@coastalcardiology.com,https://s3-us-west-2.amazonaws.com/notion-avatars/orange/AM.png,person,False,ws-tavr-notion,2024-08-20T09:00:00Z
usr-ref-002,John Thompson,john.thompson@aetna.com,https://s3-us-west-2.amazonaws.com/notion-avatars/yellow/EP.png,person,False,ws-tavr-notion,2024-05-21T09:00:00Z
usr-ref-003,Patricia Williams,patricia.williams@riversidemed.com,https://s3-us-west-2.amazonaws.com/notion-avatars/red/SS.png,person,False,ws-tavr-notion,2024-04-02T09:00:00Z
usr-ref-004,Donald Miller,donald.miller@jaxheart.org,https://s3-us-west-2.amazonaws.com/notion-avatars/gray/MB.png,person,False,ws-tavr-notion,2024-08-03T09:00:00Z
usr-ref-005,Kevin Marshall,kevin.marshall@medtronic.com,https://s3-us-west-2.amazonaws.com/notion-avatars/blue/IE.png,person,False,ws-tavr-notion,2024-05-22T09:00:00Z
usr-ref-006,Karen Marshall,karen.marshall@uhc.com,https://s3-us-west-2.amazonaws.com/notion-avatars/green/LH.png,person,False,ws-tavr-notion,2024-04-18T09:00:00Z
usr-ref-007,Steven Torres,steven.torres@medtronic.com,https://s3-us-west-2.amazonaws.com/notion-avatars/purple/MK.png,person,False,ws-tavr-notion,2024-01-11T09:00:00Z
usr-ref-008,Christopher Miller,christopher.miller@riversidemed.com,https://s3-us-west-2.amazonaws.com/notion-avatars/pink/LN.png,person,False,ws-tavr-notion,2024-05-08T09:00:00Z
usr-ref-009,Karen Patel,karen.patel@summit-heart.org,https://s3-us-west-2.amazonaws.com/notion-avatars/orange/AQ.png,person,False,ws-tavr-notion,2024-07-18T09:00:00Z
usr-ref-010,Susan Rodriguez,susan.rodriguez@bcbsfl.com,https://s3-us-west-2.amazonaws.com/notion-avatars/yellow/ET.png,person,False,ws-tavr-notion,2024-08-17T09:00:00Z
usr-ref-011,Chloe Johnson,chloe.johnson@aetna.com,https://s3-us-west-2.amazonaws.com/notion-avatars/red/AC.png,person,False,ws-tavr-notion,2024-07-16T09:00:00Z
usr-ref-012,Anthony Garcia,anthony.garcia@gmail.com,https://s3-us-west-2.amazonaws.com/notion-avatars/gray/JF.png,person,False,ws-tavr-notion,2024-04-01T09:00:00Z
usr-ref-013,Joseph Smith,joseph.smith@coastalcardio.foundation,https://s3-us-west-2.amazonaws.com/notion-avatars/blue/CI.png,person,False,ws-tavr-notion,2024-01-19T09:00:00Z
usr-ref-014,Thomas Smith,thomas.smith@stfrancisjax.org,https://s3-us-west-2.amazonaws.com/notion-avatars/green/ML.png,person,False,ws-tavr-notion,2024-07-25T09:00:00Z
usr-ref-015,Kenneth Davis,kenneth.davis@jaxheart.org,https://s3-us-west-2.amazonaws.com/notion-avatars/purple/HO.png,person,False,ws-tavr-notion,2024-04-21T09:00:00Z
usr-ref-016,Sana Hussain,sana.hussain@lakewoodmedresearch.edu,https://s3-us-west-2.amazonaws.com/notion-avatars/pink/AR.png,person,False,ws-tavr-notion,2024-08-27T09:00:00Z
usr-ref-017,Susan Rivera,susan.rivera@coastalcardio.foundation,https://s3-us-west-2.amazonaws.com/notion-avatars/orange/EA.png,person,False,ws-tavr-notion,2024-01-21T09:00:00Z
usr-ref-018,Amanda Williams,amanda.williams@gulfcoaststate.edu,https://s3-us-west-2.amazonaws.com/notion-avatars/yellow/WD.png,person,False,ws-tavr-notion,2024-02-28T09:00:00Z
usr-ref-019,Patricia Garcia,patricia.garcia@stfrancisjax.org,https://s3-us-west-2.amazonaws.com/notion-avatars/red/EG.png,person,False,ws-tavr-notion,2024-07-13T09:00:00Z
usr-ref-020,Michael Hussain,michael.hussain@stfrancisjax.org,https://s3-us-west-2.amazonaws.com/notion-avatars/gray/LJ.png,person,False,ws-tavr-notion,2024-07-11T09:00:00Z
usr-ref-021,Ramesh Martinez,ramesh.martinez@uhc.com,https://s3-us-west-2.amazonaws.com/notion-avatars/blue/OM.png,person,False,ws-tavr-notion,2024-05-26T09:00:00Z
usr-ref-022,Marcus Nair,marcus.nair@gulfcoaststate.edu,https://s3-us-west-2.amazonaws.com/notion-avatars/green/NP.png,person,False,ws-tavr-notion,2024-05-04T09:00:00Z
usr-ref-023,Sarah Wilson,sarah.wilson@edwards.com,https://s3-us-west-2.amazonaws.com/notion-avatars/purple/AS.png,person,False,ws-tavr-notion,2024-01-07T09:00:00Z
usr-ref-024,William Brennan,william.brennan@coastalcardiology.com,https://s3-us-west-2.amazonaws.com/notion-avatars/pink/EB.png,person,False,ws-tavr-notion,2024-04-05T09:00:00Z
usr-ref-025,Anthony Nair,anthony.nair@bcbsfl.com,https://s3-us-west-2.amazonaws.com/notion-avatars/orange/SE.png,person,False,ws-tavr-notion,2024-06-05T09:00:00Z
usr-ref-026,Jennifer Kim,jennifer.kim@summit-heart.org,https://s3-us-west-2.amazonaws.com/notion-avatars/yellow/MH.png,person,False,ws-tavr-notion,2024-05-13T09:00:00Z
usr-ref-027,Anthony Torres,anthony.torres@outlook.com,https://s3-us-west-2.amazonaws.com/notion-avatars/red/IK.png,person,False,ws-tavr-notion,2024-05-16T09:00:00Z
usr-ref-028,Elizabeth Wilson,elizabeth.wilson@lakewoodmedresearch.edu,https://s3-us-west-2.amazonaws.com/notion-avatars/gray/LN.png,person,False,ws-tavr-notion,2024-07-22T09:00:00Z
usr-ref-029,Sarah Park,sarah.park@summit-heart.org,https://s3-us-west-2.amazonaws.com/notion-avatars/blue/MQ.png,person,False,ws-tavr-notion,2024-02-28T09:00:00Z
usr-ref-030,David Brown,david.brown@riversidemed.com,https://s3-us-west-2.amazonaws.com/notion-avatars/green/LT.png,person,False,ws-tavr-notion,2024-09-16T09:00:00Z
usr-ref-031,Patricia Adams,patricia.adams@riversidemed.com,https://s3-us-west-2.amazonaws.com/notion-avatars/purple/AC.png,person,False,ws-tavr-notion,2024-03-25T09:00:00Z
