Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,AcctNum,Vendor1099
vend_001,Baxter's Plumbing Supply,"Baxter's Plumbing Supply, Inc","{""Address"": ""accounts@baxtersplumbingsupply.com""}","{""FreeFormNumber"": ""401-555-0142""}","{""Line1"": ""1840 Charles St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02904""}",0,true,MUR-220,false
vend_002,Atlantic Building Materials,"Atlantic Building Materials, LLC","{""Address"": ""accounts@atlanticbuildingmaterials.com""}","{""FreeFormNumber"": ""401-555-0188""}","{""Line1"": ""245 Allens Ave"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02905""}",0,true,MUR-118,false
vend_003,Gina Lin,Bay State Plumbing Supply,"{""Address"": ""nancy.brennan@verizon.net""}","{""FreeFormNumber"": ""401-555-0479""}","{""Line1"": ""607 Broad St"", ""City"": ""Woonsocket"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02908""}",3,true,MUR-118,false
vend_004,Susan Tannenbaum,Ocean State Fixtures,"{""Address"": ""carol.kowalski@verizon.net""}","{""FreeFormNumber"": ""401-555-0359""}","{""Line1"": ""214 Wickenden St"", ""City"": ""North Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02864""}",2,true,MUR-220,false
vend_005,Frank Gallo,Coastline Insurance,"{""Address"": ""steven.wessel@comcast.net""}","{""FreeFormNumber"": ""401-555-0208""}","{""Line1"": ""836 Thayer St"", ""City"": ""Cranston"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02919""}",2,true,MUR-118,false
vend_006,Paul Tannenbaum,Bay State Plumbing Supply,"{""Address"": ""betty.henderson@yahoo.com""}","{""FreeFormNumber"": ""401-555-0283""}","{""Line1"": ""380 Blackstone Blvd"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02909""}",2,true,MUR-118,false
vend_007,Steven DeLuca,Ocean State Fixtures,"{""Address"": ""robert.oleary@comcast.net""}","{""FreeFormNumber"": ""401-555-0165""}","{""Line1"": ""98 Larch St"", ""City"": ""Rumford"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02888""}",2,true,MUR-118,false
vend_008,Diane Hayashi,College Hill Property Mgmt,"{""Address"": ""anthony.westminster@comcast.net""}","{""FreeFormNumber"": ""401-555-0617""}","{""Line1"": ""102 Elmgrove Ave"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02816""}",5,true,MUR-118,false
vend_009,Susan Brennan,Rhody Rentals,"{""Address"": ""betty.patel@yahoo.com""}","{""FreeFormNumber"": ""401-555-0566""}","{""Line1"": ""553 Benevolent St"", ""City"": ""Warren"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02860""}",1,true,MUR-118,false
vend_010,Betty Murphy,College Hill Property Mgmt,"{""Address"": ""betty.ferrari@gmail.com""}","{""FreeFormNumber"": ""401-555-0179""}","{""Line1"": ""723 Freeman St"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02909""}",1,true,MUR-220,false
vend_011,Paul Westminster,Apex Mechanical,"{""Address"": ""steven.romano@verizon.net""}","{""FreeFormNumber"": ""401-555-0629""}","{""Line1"": ""399 Camp St"", ""City"": ""Barrington"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02908""}",4,true,MUR-118,false
vend_012,Diane Marquez,Narragansett Supply,"{""Address"": ""gary.marino@cox.net""}","{""FreeFormNumber"": ""401-555-0523""}","{""Line1"": ""67 Freeman St"", ""City"": ""Warwick"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02864""}",5,true,MUR-220,false
vend_013,Paul Ricci,College Hill Property Mgmt,"{""Address"": ""nancy.botelho@gmail.com""}","{""FreeFormNumber"": ""401-555-0382""}","{""Line1"": ""293 Elmgrove Ave"", ""City"": ""Coventry"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02919""}",2,true,MUR-118,false
vend_014,Susan Gagnon,Slater Mill Restoration,"{""Address"": ""kenneth.deluca@cox.net""}","{""FreeFormNumber"": ""401-555-0765""}","{""Line1"": ""117 Cole Ave"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02806""}",2,true,MUR-220,false
vend_015,Diane Horvath,Narragansett Supply,"{""Address"": ""robert.volpicelli@gmail.com""}","{""FreeFormNumber"": ""401-555-0384""}","{""Line1"": ""923 Broad St"", ""City"": ""Riverside"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02818""}",2,true,MUR-118,false
vend_016,Jennifer Brennan,Narragansett Supply,"{""Address"": ""joseph.botelho@cox.net""}","{""FreeFormNumber"": ""401-555-0752""}","{""Line1"": ""444 Ives St"", ""City"": ""Smithfield"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02888""}",5,true,MUR-118,false
vend_017,Anthony Wessel,Apex Mechanical,"{""Address"": ""susan.adler@yahoo.com""}","{""FreeFormNumber"": ""401-555-0412""}","{""Line1"": ""414 Academy Ave"", ""City"": ""Warwick"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02864""}",3,true,MUR-118,false
vend_018,Donna Esposito,Coastline Insurance,"{""Address"": ""linda.flynn@cox.net""}","{""FreeFormNumber"": ""401-555-0605""}","{""Line1"": ""483 Cole Ave"", ""City"": ""Smithfield"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02905""}",5,true,MUR-118,false
vend_019,Maria Cabral,Rhody Rentals,"{""Address"": ""diane.chen@cox.net""}","{""FreeFormNumber"": ""401-555-0897""}","{""Line1"": ""771 Wickenden St"", ""City"": ""Warwick"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02864""}",1,true,MUR-220,false
vend_020,Linda Wessel,Slater Mill Restoration,"{""Address"": ""diane.ferreira@verizon.net""}","{""FreeFormNumber"": ""401-555-0275""}","{""Line1"": ""803 Oakwood Dr"", ""City"": ""Bristol"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02911""}",1,true,MUR-220,false
vend_021,David Owen,Slater Mill Restoration,"{""Address"": ""barbara.silva@yahoo.com""}","{""FreeFormNumber"": ""401-555-0825""}","{""Line1"": ""743 Wickenden St"", ""City"": ""Cumberland"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",4,true,MUR-220,false
vend_022,Mark Boucher,Providence Hardware Co,"{""Address"": ""patricia.botelho@yahoo.com""}","{""FreeFormNumber"": ""401-555-0508""}","{""Line1"": ""806 Camp St"", ""City"": ""Cumberland"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02816""}",5,true,MUR-118,false
vend_023,David Chen,College Hill Property Mgmt,"{""Address"": ""thomas.marino@yahoo.com""}","{""FreeFormNumber"": ""401-555-0767""}","{""Line1"": ""37 Broad St"", ""City"": ""Pawtucket"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02889""}",0,true,MUR-118,false
vend_024,Barbara Brennan,Blackstone Valley Builders,"{""Address"": ""carol.westminster@gmail.com""}","{""FreeFormNumber"": ""401-555-0616""}","{""Line1"": ""54 Pleasant St"", ""City"": ""Central Falls"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02904""}",2,true,MUR-220,false
vend_025,David Romano,Blackstone Valley Builders,"{""Address"": ""susan.cabral@gmail.com""}","{""FreeFormNumber"": ""401-555-0319""}","{""Line1"": ""504 Hartford Ave"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02904""}",3,true,MUR-220,false
vend_026,Rosa Hayashi,Ferguson Waterworks,"{""Address"": ""ronald.coletti@gmail.com""}","{""FreeFormNumber"": ""401-555-0784""}","{""Line1"": ""273 Elmwood Ave"", ""City"": ""Barrington"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02806""}",2,true,MUR-118,false
vend_027,Maria Reilly,Bay State Plumbing Supply,"{""Address"": ""thomas.tannenbaum@comcast.net""}","{""FreeFormNumber"": ""401-555-0900""}","{""Line1"": ""885 Douglas Ave"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02907""}",2,true,MUR-118,false
vend_028,Gary Chen,Blackstone Valley Builders,"{""Address"": ""nancy.coletti@gmail.com""}","{""FreeFormNumber"": ""401-555-0210""}","{""Line1"": ""385 Academy Ave"", ""City"": ""Lincoln"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02919""}",1,true,MUR-220,false
vend_029,Sal Horvath,Providence Hardware Co,"{""Address"": ""linda.horvath@cox.net""}","{""FreeFormNumber"": ""401-555-0881""}","{""Line1"": ""73 Broad St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02816""}",4,true,MUR-220,false
vend_030,Joseph Sullivan,Ferguson Waterworks,"{""Address"": ""maria.novak@yahoo.com""}","{""FreeFormNumber"": ""401-555-0672""}","{""Line1"": ""985 Pleasant St"", ""City"": ""East Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02818""}",0,true,MUR-220,false
vend_031,Ruth Conti,Bay State Plumbing Supply,"{""Address"": ""betty.silva@cox.net""}","{""FreeFormNumber"": ""401-555-0745""}","{""Line1"": ""327 Ivy St"", ""City"": ""Warwick"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02907""}",4,true,MUR-220,false
vend_032,Lisa Kowalski,College Hill Property Mgmt,"{""Address"": ""diane.lin@yahoo.com""}","{""FreeFormNumber"": ""401-555-0925""}","{""Line1"": ""461 Blackstone Blvd"", ""City"": ""Barrington"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02905""}",5,true,MUR-118,false
vend_033,Karen Kapoor,Apex Mechanical,"{""Address"": ""kenneth.gagnon@verizon.net""}","{""FreeFormNumber"": ""401-555-0613""}","{""Line1"": ""130 Broadway"", ""City"": ""Warren"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02816""}",5,true,MUR-118,false
vend_034,Robert Adler,Narragansett Supply,"{""Address"": ""betty.owen@gmail.com""}","{""FreeFormNumber"": ""401-555-0221""}","{""Line1"": ""272 Brook St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02904""}",2,true,MUR-220,false
