Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,Job,Notes
cust_001,Henderson,Henderson,Henderson,,,,"{""Line1"": ""12 Elmwood Ave"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Material cost is the early estimate; Baxter's actual invoice landed later; Mike shared days with Westminster (Paulie sometimes logged under his own line in Gusto so cross-check the tracker)
cust_002,Coletti,Coletti,Coletti,,,,"{""Line1"": ""84 Oakwood Dr"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Sub electrical by Laura
cust_003,Westminster,Westminster,Westminster,,,,"{""Line1"": ""217 College Hill Rd"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Repeat client
cust_004,Brennan,Brennan,Brennan,,,,"{""Line1"": ""55 Slater Mill Ln"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,
cust_005,Marquez,Marquez,Marquez,,,,"{""Line1"": ""33 Wickenden St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,
cust_006,Owen,Owen,Owen,,,,"{""Line1"": ""128 Doyle Ave"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Frank Desmond carpentry sub
cust_007,Hayashi,Hayashi,Hayashi,,,,"{""Line1"": ""76 Camp St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Big job; Laura electric scheduled mid-Nov
cust_008,Cohen,Cohen,Cohen,,,,"{""Line1"": ""42 Sheldon St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,
cust_009,Brassard,Brassard,Brassard,,,,"{""Line1"": ""89 Friendship St"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,
cust_010,Volpicelli Restaurant,Volpicelli,Restaurant,,,,"{""Line1"": ""151 Atwells Ave"", ""City"": ""Providence"", ""CountrySubDivisionCode"": ""RI"", ""PostalCode"": ""02906""}",0,true,false,Federal Hill repeat
