id,display_name,given_name,surname,email,job_title,company,mobile_phone
ct_188cdfb8e1,Mateo Rivera,Mateo,Rivera,mateo.rivera.design@gmail.com,Graphic Designer,Freelance,(718) 555-0112
ct_77d80070e0,Linda Page,Linda,Page,linda.h.page@gmail.com,Retired,,(718) 555-0134
ct_dbc7f7dcb5,Howard Page,Howard,Page,,Retired,,(718) 555-0135
ct_8798cbee86,Kevin Page,Kevin,Page,kevin.page.dev@gmail.com,Software Engineer,Stripe,(408) 555-0156
ct_a989e410f2,Priya Page,Priya,Page,priya.page@gmail.com,Product Designer,Coda,(408) 555-0157
ct_ee5951b650,Jess Williams,Jess,Williams,jess.williams.style@gmail.com,Food Stylist,Freelance,(347) 555-0167
ct_bf1ddf2144,Tomás Herrera,Tomás,Herrera,tomas@gmail.com,Creative Agent,Herrera Creative Management,(212) 555-0178
ct_26ed6512c4,Ana Moreira,Ana,Moreira,ana.moreira@gmail.com,Chef and Owner,Estrela,(718) 555-0189
ct_811699586c,Ravi Krishnamurthy,Ravi,Krishnamurthy,ravi.k.cpa@gmail.com,CPA,Greenpoint Tax and Advisory,(718) 555-0201
ct_38517251c1,Dr Ellen Park,Ellen,Park,,Primary Care Physician,Williamsburg Health Partners,(718) 555-0212
ct_59b750be87,Yuki Tanabe,Yuki,Tanabe,yuki.tanabe.photo@gmail.com,Food Content Creator,Freelance,(917) 555-0234
ct_a407986054,Priya Shah,Priya,Shah,priya.shah@tangerinemag.com,Senior Food Editor,Tangerine Magazine,(212) 555-0456
ct_cd5667bd05,Sophie Lindqvist,Sophie,Lindqvist,sophie.lindqvist@oatly.com,Creator Partnerships Manager,Oatly,(929) 555-0567
ct_2c1458a192,Rebecca Allenford,Rebecca,Allenford,rebecca.a@saltandpress.com,Senior Editor,Salt + Press,(212) 555-0511
ct_dbf8ec3e27,Devon Marsh,Devon,Marsh,devon.marsh@praxafresh.com,Brand Partnerships Lead,Praxa Fresh,(415) 555-0623
ct_93c0314a28,Marcus Chen,Marcus,Chen,m.chen@edgewaterfoodjournal.com,Features Editor,Edgewater Food Journal,(917) 555-0408
ct_f54316d94f,Elena Ruiz,Elena,Ruiz,elena.ruiz@tangerinemag.com,Photo Editor,Tangerine Magazine,(212) 555-0457
ct_a5ed92fab5,Jordan Park,Jordan,Park,jordan.park@tangerinemag.com,Art Director,Tangerine Magazine,(212) 555-0458
ct_19a89678b3,Mira Castellanos,Mira,Castellanos,mira.castellanos@oatly.com,Brand Manager,Oatly,(929) 555-0568
ct_7e3f08e9fb,Henrik Soto,Henrik,Soto,henrik.soto@oatly.com,Legal Counsel,Oatly,(929) 555-0569
ct_ec02a12a28,Production Team,Production,Team,production@saltandpress.com,Production,Salt + Press,(212) 555-0613
ct_644991a43a,Lena Wright,Lena,Wright,lena.wright@saltandpress.com,Legal Counsel,Salt + Press,(212) 555-0614
ct_00b989283a,Cohort Brief,Cohort,Brief,cohort.brief@praxafresh.com,Cohort Coordinator,Praxa Fresh,(415) 555-0633
ct_4ebd3648ea,Jin Park,Jin,Park,jin.park@praxafresh.com,Brand Strategist,Praxa Fresh,(415) 555-0634
ct_ba1bc141b1,Talia Cross,Talia,Cross,talia.cross@edgewaterfoodjournal.com,Editor in Chief,Edgewater Food Journal,(917) 555-0724
ct_3ecd1b4bc0,Owen Hale,Owen,Hale,owen.hale@estrela.nyc,General Manager,Estrela,(718) 555-0190
ct_d3264d5db8,Diego Reyes,Diego,Reyes,diego.reyes@estrela.nyc,Sous Chef,Estrela,(718) 555-0191
ct_7a6f049831,Greenpoint Tax,Greenpoint,Tax,office@greenpointtaxadvisory.com,Office,Greenpoint Tax and Advisory,(718) 555-0202
ct_1455da7e9e,Adobe Billing,Adobe,Billing,billing@adobe.com,Billing,Adobe,(800) 555-3000
ct_8c13f7d329,Capture One Billing,Capture,One Billing,billing@captureone.com,Billing,Capture One,(800) 555-3001
ct_3d3efb6de4,Squarespace Billing,Squarespace,Billing,billing@squarespace.com,Billing,Squarespace,(800) 555-3002
ct_e7f15deb08,Dropbox Billing,Dropbox,Billing,billing@dropbox.com,Billing,Dropbox,(800) 555-3003
ct_1792d18efe,Backblaze Billing,Backblaze,Billing,billing@backblaze.com,Billing,Backblaze,(800) 555-3004
ct_eccf23e431,Notion Billing,Notion,Billing,billing@notion.so,Billing,Notion,(800) 555-3005
ct_c57bfe14fc,Stocksy Billing,Stocksy,Billing,billing@stocksy.com,Billing,Stocksy,(800) 555-3006
ct_cbfec80464,WeTransfer Billing,WeTransfer,Billing,billing@wetransfer.com,Billing,WeTransfer,(800) 555-3007
ct_5a884422f7,TCP Insure,TCP,Insure,policy@tcpinsure.com,Policy,TCP Insure,(800) 555-3008
ct_8fa37ee729,Stripe Receipts,Stripe,Receipts,receipts@stripe.com,Receipts,Stripe,(800) 555-3009
ct_cc47cd1f90,PayPal Receipts,PayPal,Receipts,service@paypal.com,Receipts,PayPal,(800) 555-3010
ct_57959add84,Plaid Statements,Plaid,Statements,statements@plaid.com,Statements,Plaid,(800) 555-3011
ct_d6d16f677a,QuickBooks Billing,QuickBooks,Billing,billing@intuit.com,Billing,Intuit QuickBooks,(800) 555-3012
ct_11a71eacd0,Alpaca Brokerage,Alpaca,Brokerage,support@alpaca.markets,Support,Alpaca,(800) 555-3013
ct_331a65aa13,Clearpoint Bank,Clearpoint,Bank,support@clearpointbank.com,Support,Clearpoint,(800) 555-3014
ct_361558f81d,Chase Business,Chase,Business,business@chase.com,Business,Chase,(800) 555-3015
ct_96b9a0b8dc,Sweetleaf Coffee,Sweetleaf,Coffee,studio@sweetleafcoffee.com,Studio,Sweetleaf,(718) 555-3016
ct_046086662e,Print Partners BK,Print,Partners BK,orders@printpartnersbk.com,Orders,Print Partners BK,(718) 555-3017
ct_6d045edf3f,Northside Market,Northside,Market,hello@northsidemarket.com,Vendor Relations,Northside Market,(347) 555-3018
ct_41a3dd395a,Gorham Flowers,Gorham,Flowers,ops@gorhamflowers.com,Operations,Gorham Flowers,(347) 555-3019
ct_811f274a25,Whisk and Fire,Whisk,and Fire,studio@whiskandfire.com,Studio,Whisk and Fire,(347) 555-3020
ct_f2948e99a0,Flatbread Club,Flatbread,Club,studio@flatbreadclub.com,Studio,Flatbread Club,(347) 555-3021
ct_b199fe906a,Soko Cafe,Soko,Cafe,hello@sokocafe.com,Hello,Soko Cafe,(929) 555-3022
ct_a614ce6df3,Bowery Beans,Bowery,Beans,studio@bowerybeans.com,Studio,Bowery Beans,(212) 555-3023
ct_5141d37315,Hibiscus Floral,Hibiscus,Floral,studio@hibiscusfloral.com,Studio,Hibiscus Floral,(347) 555-3024
ct_5b110c30b5,Studio Lighting Co,Studio,Lighting Co,hello@studiolightingco.com,Hello,Studio Lighting Co,(212) 555-3025
ct_dcbce1336a,Adorama Pro Sales,Adorama,Pro Sales,prosales@adorama.com,Pro Sales,Adorama,(212) 555-3026
ct_3446150ab9,B and H Photo,B,and H Photo,prosales@bhphoto.com,Pro Sales,B and H Photo,(212) 555-3027
ct_c879568017,Brooklyn Grange,Brooklyn,Grange,events@brooklyngrange.com,Events,Brooklyn Grange,(347) 555-3028
ct_7ec944d361,Smorgasburg,Smorgasburg,,vendors@smorgasburg.com,Vendors,Smorgasburg,(347) 555-3029
ct_e2fdd27903,MFAH Brooklyn,MFAH,Brooklyn,rentals@mfahbk.com,Rentals,MFAH Brooklyn,(347) 555-3030
ct_9a2836be9e,Sokol Studio Rentals,Sokol,Studio Rentals,hello@sokolstudio.com,Hello,Sokol Studio Rentals,(212) 555-3031
ct_c1e5e79d6b,Lotus Flow Studio,Lotus,Flow,studio@lotusflowbk.com,Studio,Lotus Flow,(718) 555-4001
ct_3d04a3468d,Sweetleaf Bedford,Sweetleaf,Bedford,bedford@sweetleafcoffee.com,Cafe,Sweetleaf,(718) 555-4002
ct_fae38698f3,Sweetleaf Kent,Sweetleaf,Kent,kent@sweetleafcoffee.com,Cafe,Sweetleaf,(718) 555-4003
ct_5ef8913def,Golden Harvest Palace,Golden,Harvest,hello@goldenharvestpalace.com,Restaurant,Golden Harvest Palace,(718) 555-4004
ct_8e378c0ddd,Williamsburg Health Partners,Williamsburg,Health,office@wburghealth.com,Office,Williamsburg Health Partners,(718) 555-4005
ct_7040ae3fea,Prattfield Institute Alumni,Prattfield,Alumni,alumni@prattfield.edu,Alumni Office,Prattfield Institute of Art,(718) 555-4006
ct_32f7b517db,Brooklyn Public Library,Brooklyn,Library,hello@bklynlibrary.org,Hello,Brooklyn Public Library,(718) 555-4007
ct_5f74f895ac,L Train Care,L,Train,service@ltraincare.com,Service,L Train Care,(929) 555-4008
ct_f7afecb193,Williamsburg Bagel,Williamsburg,Bagel,hello@wburgbagel.com,Hello,Williamsburg Bagel,(718) 555-4009
ct_bdda2c74f4,Bedford Wines,Bedford,Wines,hello@bedfordwines.com,Hello,Bedford Wines,(718) 555-4010
ct_531cd12379,Maria Carvalho,Maria,Carvalho,mcarvalho.photo@gmail.com,Photographer,Carvalho Studio,(347) 555-5070
ct_444daccab4,Daniel Yoon,Daniel,Yoon,danielyoon.work@gmail.com,Photographer,Freelance,(917) 555-5071
ct_aeacb8e392,Aisha Patel,Aisha,Patel,aisha.p.studio@gmail.com,Set Stylist,Freelance,(347) 555-5072
ct_f41d5a9572,Noah Berger,Noah,Berger,noah.berger.dp@gmail.com,DP and Motion,Freelance,(718) 555-5073
ct_26cc892ef8,Sasha Bell,Sasha,Bell,sasha.bell.assist@gmail.com,First Assistant,Freelance,(347) 555-5074
ct_ede1f98f83,Wren Holloway,Wren,Holloway,wren.holloway.retouch@gmail.com,Retoucher,Freelance,(929) 555-5075
ct_698ab02d89,Theo Martins,Theo,Martins,theo.martins.lighting@gmail.com,Gaffer,Freelance,(718) 555-5076
ct_d3978b5eef,Hannah Klein,Hannah,Klein,hannah.klein.props@gmail.com,Prop Stylist,Freelance,(917) 555-5077
ct_6c48139a61,Lucia Ferraro,Lucia,Ferraro,lucia.ferraro@gmail.com,Food Stylist,Freelance,(347) 555-5078
ct_53012d1950,Marco Velez,Marco,Velez,marco.velez.grip@gmail.com,Grip,Freelance,(718) 555-5079
ct_e179308bce,Priscilla Owens,Priscilla,Owens,priscilla.owens.casting@gmail.com,Hand Model Agent,Owens Casting,(212) 555-5080
ct_6745ce06ff,Kira Olsen,Kira,Olsen,kira.olsen.studio@gmail.com,Studio Manager,Sokol Studio,(212) 555-5081
ct_33007b34ad,Ben Fairchild,Ben,Fairchild,ben.fairchild.aphoto@gmail.com,Assistant,Freelance,(929) 555-5082
ct_0f3e7eb67d,Reza Amini,Reza,Amini,reza.amini.assist@gmail.com,Second Assistant,Freelance,(347) 555-5083
ct_2b15cf0fd5,Tara Holcomb,Tara,Holcomb,tara.holcomb.bg@gmail.com,Background Coordinator,Freelance,(718) 555-5084
ct_f5606a8180,Quinn Robarge,Quinn,Robarge,quinn.robarge.surface@gmail.com,Surface and Backdrop,Freelance,(917) 555-5085
ct_6c363d5ac7,Imani Sutton,Imani,Sutton,imani.sutton.props@gmail.com,Prop House,Bedford Prop Co,(718) 555-5086
ct_9d5236a370,Eliana Bourne,Eliana,Bourne,eliana.bourne.hmu@gmail.com,Hair and Makeup,Freelance,(212) 555-5087
ct_3ecdd0240b,Jared Pohl,Jared,Pohl,jared.pohl.dp@gmail.com,Camera Op,Freelance,(347) 555-5088
ct_a6585021f6,Selene Vargas,Selene,Vargas,selene.vargas.color@gmail.com,Color and Finish,Freelance,(929) 555-5089
ct_23160876bc,Marisol Cintron,Marisol,Cintron,marisol.cintron.pm@gmail.com,Producer,Freelance,(212) 555-5090
ct_f15a3e095f,Felix Greenly,Felix,Greenly,felix.greenly.delivery@gmail.com,Studio Runner,Freelance,(718) 555-5091
ct_e0dadfc11d,Anita Roehrig,Anita,Roehrig,anita.roehrig.kitchen@gmail.com,Kitchen Coordinator,Freelance,(347) 555-5092
ct_453e50347b,Devereaux Hsu,Devereaux,Hsu,d.hsu.tabletop@gmail.com,Tabletop Stylist,Freelance,(917) 555-5093
ct_2ff838a896,Oren Babich,Oren,Babich,oren.babich.print@gmail.com,Print Production,Print Partners BK,(718) 555-5094
