id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt-rvw-001,greg-primary,Year-End Review Prep Block,Prep block for the year-end performance review meeting.,Kestrel Worthington,2026-11-13T09:00:00-05:00,2026-11-13T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-run-014,greg-primary,Long run,Half-marathon training long run. Protected.,Scioto Trail,2026-11-15T07:00:00-05:00,2026-11-15T09:30:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-church-006,greg-primary,Church autumn gathering,Protected personal commitment.,Grace Church,2026-10-17T17:00:00-04:00,2026-10-17T20:00:00-04:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-ceu-webinar,greg-primary,CEU webinar: Pediatric Neuromotor Assessment Updates,2-hour CEU webinar. Protected.,Online,2026-10-14T19:00:00-04:00,2026-10-14T21:00:00-04:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2000,greg-primary,Event 0,Routine event.,,2026-11-06T10:00:00-05:00,2026-11-22T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2001,greg-primary,Event 1,Routine event.,,2026-11-03T10:00:00-05:00,2026-11-14T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2002,greg-primary,Event 2,Routine event.,,2026-11-12T10:00:00-05:00,2026-11-26T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2003,greg-primary,Event 3,Routine event.,,2026-11-15T10:00:00-05:00,2026-11-06T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2004,greg-primary,Event 4,Routine event.,,2026-11-16T10:00:00-05:00,2026-11-14T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
evt-2005,greg-primary,Event 5,Routine event.,,2026-11-05T10:00:00-05:00,2026-11-06T11:00:00-05:00,False,confirmed,greg.howard@gmail.com,greg.howard@gmail.com,,default
