contact_id,name,first_name,last_name,email,is_customer,is_supplier,status,account_number
c0000001-0000-0000-0000-000000000000,Ambervale Properties,Ambervale,Properties,ops@ambervaleproperties.com,true,false,ACTIVE,CDN-0001
c0000002-0000-0000-0000-000000000000,Northeast Aviation,Northeast,Aviation,events@northeastaviation.com,true,false,ACTIVE,CDN-0002
c0000003-0000-0000-0000-000000000000,Meredith Alcorn,Meredith,Alcorn,meredith@meredithevents.com,true,false,ACTIVE,CDN-0003
c0000004-0000-0000-0000-000000000000,Cascade Public Library,Cascade,Library,donor@cascadelibrary.org,true,false,ACTIVE,CDN-0004
c0000005-0000-0000-0000-000000000000,Portland Preservation Society,Portland,Society,kelly@portlandpreservation.org,true,false,ACTIVE,CDN-0005
c0000006-0000-0000-0000-000000000000,Corridor Studios,Corridor,Studios,team@corridorstudios.com,true,false,ACTIVE,CDN-0006
c0000007-0000-0000-0000-000000000000,Marlow-Sato,Marlow-Sato,,ruthmarlow@example.com,true,false,ACTIVE,CDN-0007
c0000008-0000-0000-0000-000000000000,Lansdowne,Lansdowne,,ivy.lansdowne@example.com,true,false,ACTIVE,CDN-0008
c0000009-0000-0000-0000-000000000000,Ferreira family,Ferreira,family,rania.ferreira@example.com,true,false,ACTIVE,CDN-0009
c0000010-0000-0000-0000-000000000000,Casey-Nolan,Casey-Nolan,,harlan.casey@example.com,true,false,ACTIVE,CDN-0010
c0000011-0000-0000-0000-000000000000,Hu-Wallace,Hu-Wallace,,colby.hu@example.com,true,false,ACTIVE,CDN-0011
c0000012-0000-0000-0000-000000000000,Wong-Ferreira,Wong-Ferreira,,meredith.wong@example.com,true,false,ACTIVE,CDN-0012
c0000013-0000-0000-0000-000000000000,Vasquez,Vasquez,,alma.vasquez@example.com,true,false,ACTIVE,CDN-0013
c0000014-0000-0000-0000-000000000000,Overland Homeowners,Overland,Homeowners,board@overlandhoa.com,true,false,ACTIVE,CDN-0014
c0000015-0000-0000-0000-000000000000,Cascade Legal,Cascade,Legal,office@cascadelegal.com,true,false,ACTIVE,CDN-0015
c0000016-0000-0000-0000-000000000000,Beaverton Tech Coop,Beaverton,Coop,office@btctech.coop,true,false,ACTIVE,CDN-0016
c0000017-0000-0000-0000-000000000000,St. Johns Parish,St.,Parish,office@stjohnsparish.org,true,false,ACTIVE,CDN-0017
c0000018-0000-0000-0000-000000000000,Wu-Silva,Wu-Silva,,isabel.wu@example.com,true,false,ACTIVE,CDN-0018
c0000019-0000-0000-0000-000000000000,Kim-Alvarez,Kim-Alvarez,,adele.kim@example.com,true,false,ACTIVE,CDN-0019
c0000020-0000-0000-0000-000000000000,Klein private,Klein,private,klein.private@example.com,true,false,ACTIVE,CDN-0020
c0000021-0000-0000-0000-000000000000,Le Sirop Nordique,Le,Nordique,info@leseraphin.qc.ca,true,false,ACTIVE,CDN-0021
c0000022-0000-0000-0000-000000000000,Pearl District Design,Pearl,Design,team@pearldd.com,true,false,ACTIVE,CDN-0022
c0000023-0000-0000-0000-000000000000,Cedar Ridge social,Cedar,social,residents@cedarridge.com,true,false,ACTIVE,CDN-0023
c0000024-0000-0000-0000-000000000000,Doyle family,Doyle,family,connor.doyle@gmail.com,true,false,ACTIVE,CDN-0024
c0000025-0000-0000-0000-000000000000,Reeves,Reeves,,erik.reeves@example.com,true,false,ACTIVE,CDN-0025
c0000026-0000-0000-0000-000000000000,Marston-Kim,Marston-Kim,,brian.marston@example.com,true,false,ACTIVE,CDN-0026
c0000027-0000-0000-0000-000000000000,Alcorn family,Alcorn,family,meredith.alcorn.family@example.com,true,false,ACTIVE,CDN-0027
c0000028-0000-0000-0000-000000000000,Salem Alcorn cousins,Salem,cousins,jason.alcorn@example.com,true,false,ACTIVE,CDN-0028
c0000029-0000-0000-0000-000000000000,Bridgeport Vineyards,Bridgeport,Vineyards,events@bridgeportvine.com,true,false,ACTIVE,CDN-0029
c0000030-0000-0000-0000-000000000000,Kim family,Kim,family,adele.kim.family@example.com,true,false,ACTIVE,CDN-0030
c0000031-0000-0000-0000-000000000000,Restaurant Depot Portland,Restaurant,,orders@restaurantdepot.com,false,true,ACTIVE,CDN-0031
c0000032-0000-0000-0000-000000000000,Uwajimaya,Uwajimaya,,grocery@uwajimaya.com,false,true,ACTIVE,CDN-0032
c0000033-0000-0000-0000-000000000000,Costco Beaverton,Costco,,,false,true,ACTIVE,CDN-0033
c0000034-0000-0000-0000-000000000000,Nicky USA,Nicky,,orders@nickyusa.com,false,true,ACTIVE,CDN-0034
c0000035-0000-0000-0000-000000000000,Grand Central Bakery,Grand,,wholesale@grandcentralbakery.com,false,true,ACTIVE,CDN-0035
c0000036-0000-0000-0000-000000000000,Sugar Shack Quebec,Sugar,,info@leseraphin.qc.ca,false,true,ACTIVE,CDN-0036
c0000037-0000-0000-0000-000000000000,Nossa Familia Coffee,Nossa,,yelena@nossafamilia.com,false,true,ACTIVE,CDN-0037
c0000038-0000-0000-0000-000000000000,Steve's Cheese,Steve's,,orders@stevescheese.pdx,false,true,ACTIVE,CDN-0038
c0000039-0000-0000-0000-000000000000,Portland Tent Co,Portland,,sales@portlandtent.com,false,true,ACTIVE,CDN-0039
c0000040-0000-0000-0000-000000000000,Kelvin Foodservice,Kelvin,,sales@kelvinfs.com,false,true,ACTIVE,CDN-0040
c0000041-0000-0000-0000-000000000000,Beavercreek Coach,Beavercreek,,yq@beavercreekcoach.com,false,true,ACTIVE,CDN-0041
c0000042-0000-0000-0000-000000000000,Silvertide Mail Pharmacy,Silvertide,,support@silvertidemail.com,false,true,ACTIVE,CDN-0042
c0000043-0000-0000-0000-000000000000,Amazon Business,Amazon,,,false,true,ACTIVE,CDN-0043
c0000044-0000-0000-0000-000000000000,HomeGoods,HomeGoods,,,false,true,ACTIVE,CDN-0044
c0000045-0000-0000-0000-000000000000,Portland Fish Market,Portland,,sales@pdxfish.com,false,true,ACTIVE,CDN-0045
