id,company_id,first_name,last_name,email,department,job_title,rate,payment_unit,flsa_status,start_date,terminated
gemp-0001,comp-moonlight,Dana,Serrano,dana.serrano@Finthesiss.ai,Ambulatory Moonlighting,Resident Physician (Moonlight),95.00,Hour,Non-Exempt,2026-08-01,false
gemp-0002,comp-moonlight,Sofia,Cohen,sofia.cohen@moonlightclinic.example.com,Urgent Care,Attending (Locum),130.42,Hour,Non-Exempt,2025-08-18,true
gemp-0003,comp-moonlight,Teresa,Fuentes,teresa.fuentes@moonlightclinic.example.com,Ambulatory Moonlighting,Resident Physician (Moonlight),133.21,Hour,Non-Exempt,2026-05-26,true
gemp-0004,comp-moonlight,Emilio,Flores,emilio.flores@moonlightclinic.example.com,Telehealth,Medical Assistant,105.20,Hour,Non-Exempt,2025-04-13,false
gemp-0005,comp-moonlight,Camila,Cho,camila.cho@moonlightclinic.example.com,Urgent Care,Attending (Locum),114.17,Hour,Non-Exempt,2025-06-20,false
gemp-0006,comp-moonlight,Carlos,Salazar,carlos.salazar@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),138.68,Hour,Non-Exempt,2025-04-20,false
gemp-0007,comp-moonlight,Ines,Whitfield,ines.whitfield@moonlightclinic.example.com,Ambulatory Moonlighting,Medical Assistant,116.09,Hour,Non-Exempt,2025-03-16,false
gemp-0008,comp-moonlight,Elena,Okafor,elena.okafor@moonlightclinic.example.com,Urgent Care,Resident Physician (Moonlight),140.00,Hour,Non-Exempt,2025-12-22,false
gemp-0009,comp-moonlight,Andres,Ortega,andres.ortega@moonlightclinic.example.com,Urgent Care,Nurse Practitioner,97.27,Hour,Non-Exempt,2026-05-20,true
gemp-0010,comp-moonlight,Pedro,Rojas,pedro.rojas@moonlightclinic.example.com,Ambulatory Moonlighting,Resident Physician (Moonlight),113.89,Hour,Non-Exempt,2025-10-20,true
gemp-0011,comp-moonlight,Pedro,Fuentes,pedro.fuentes@moonlightclinic.example.com,Ambulatory Moonlighting,Nurse Practitioner,58.87,Hour,Non-Exempt,2025-08-26,true
gemp-0012,comp-moonlight,Javier,Cisneros,javier.cisneros@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),109.39,Hour,Non-Exempt,2026-02-15,true
gemp-0013,comp-moonlight,Signal,Jimenez,signal.jimenez@moonlightclinic.example.com,Telehealth,Resident Physician (Moonlight),133.61,Hour,Non-Exempt,2025-02-12,false
gemp-0014,comp-moonlight,Rafael,Park,rafael.park@moonlightclinic.example.com,Urgent Care,Nurse Practitioner,113.86,Hour,Non-Exempt,2026-01-21,true
gemp-0015,comp-moonlight,Sofia,Marchetti,sofia.marchetti@moonlightclinic.example.com,Ambulatory Moonlighting,Medical Assistant,49.74,Hour,Non-Exempt,2026-08-23,true
gemp-0016,comp-moonlight,Miguel,Kowalski,miguel.kowalski@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),110.42,Hour,Non-Exempt,2025-02-17,false
gemp-0017,comp-moonlight,Wei,Beltran,wei.beltran@moonlightclinic.example.com,Telehealth,Nurse Practitioner,119.52,Hour,Non-Exempt,2025-10-28,true
gemp-0018,comp-moonlight,Rafael,Cisneros,rafael.cisneros@moonlightclinic.example.com,Urgent Care,Attending (Locum),91.03,Hour,Non-Exempt,2026-07-22,false
gemp-0019,comp-moonlight,Wei,Vega,wei.vega@moonlightclinic.example.com,Urgent Care,Nurse Practitioner,76.54,Hour,Non-Exempt,2026-06-11,true
gemp-0020,comp-moonlight,Ines,Cohen,ines.cohen@moonlightclinic.example.com,Urgent Care,Attending (Locum),57.24,Hour,Non-Exempt,2026-08-19,true
gemp-0021,comp-moonlight,Renata,Jimenez,renata.jimenez@moonlightclinic.example.com,Urgent Care,Attending (Locum),99.24,Hour,Non-Exempt,2025-12-12,true
gemp-0022,comp-moonlight,Nina,Cardenas,nina.cardenas@moonlightclinic.example.com,Urgent Care,Resident Physician (Moonlight),99.84,Hour,Non-Exempt,2026-02-19,false
gemp-0023,comp-moonlight,Hana,Solis,hana.solis@moonlightclinic.example.com,Ambulatory Moonlighting,Nurse Practitioner,53.63,Hour,Non-Exempt,2026-04-28,false
gemp-0024,comp-moonlight,Hana,Whitfield,hana.whitfield@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),90.93,Hour,Non-Exempt,2026-02-16,true
gemp-0025,comp-moonlight,Emilio,Rios,emilio.rios@moonlightclinic.example.com,Ambulatory Moonlighting,Nurse Practitioner,69.46,Hour,Non-Exempt,2025-06-26,false
gemp-0026,comp-moonlight,Beatriz,Contreras,beatriz.contreras@moonlightclinic.example.com,Ambulatory Moonlighting,Medical Assistant,91.61,Hour,Non-Exempt,2026-03-06,false
gemp-0027,comp-moonlight,Wei,Delgado,wei.delgado@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),108.63,Hour,Non-Exempt,2025-01-17,false
gemp-0028,comp-moonlight,Leah,Flores,leah.flores@moonlightclinic.example.com,Telehealth,Attending (Locum),50.71,Hour,Non-Exempt,2025-11-30,true
gemp-0029,comp-moonlight,Omar,Ramirez,omar.ramirez@moonlightclinic.example.com,Ambulatory Moonlighting,Attending (Locum),85.02,Hour,Non-Exempt,2025-01-16,true
gemp-0030,comp-moonlight,Elena,Serrano,elena.serrano@moonlightclinic.example.com,Telehealth,Nurse Practitioner,57.78,Hour,Non-Exempt,2026-06-15,true
gemp-0031,comp-moonlight,Kevin,Peralta,kevin.peralta@moonlightclinic.example.com,Urgent Care,Medical Assistant,122.73,Hour,Non-Exempt,2025-07-26,false
gemp-0032,comp-moonlight,Grace,Nguyen,grace.nguyen@moonlightclinic.example.com,Telehealth,Nurse Practitioner,92.02,Hour,Non-Exempt,2025-06-03,false
gemp-0033,comp-moonlight,Valentina,Ortega,valentina.ortega@moonlightclinic.example.com,Telehealth,Resident Physician (Moonlight),73.49,Hour,Non-Exempt,2026-05-20,true
gemp-0034,comp-moonlight,Grace,Navarro,grace.navarro@moonlightclinic.example.com,Telehealth,Attending (Locum),78.88,Hour,Non-Exempt,2025-06-09,false
gemp-0035,comp-moonlight,Harper,Serrano,harper.serrano@moonlightclinic.example.com,Ambulatory Moonlighting,Resident Physician (Moonlight),83.18,Hour,Non-Exempt,2025-03-30,false
gemp-0036,comp-moonlight,Kevin,Whitfield,kevin.whitfield@moonlightclinic.example.com,Telehealth,Resident Physician (Moonlight),113.52,Hour,Non-Exempt,2025-06-08,false
gemp-0037,comp-moonlight,Ana,Salazar,ana.salazar@moonlightclinic.example.com,Telehealth,Nurse Practitioner,48.58,Hour,Non-Exempt,2026-04-23,false
