id,username,full_name,email,initials
mem_self,midori.kelley,Midori Kelley,midori.kelley@voissync.ai,MK
mem_guest_001,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_002,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_003,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_004,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_005,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_006,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_007,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_008,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_009,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_010,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_011,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_012,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_013,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_014,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_015,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_016,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_017,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_018,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_019,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_020,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_021,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_022,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_023,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_024,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_025,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_026,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_027,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_028,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_029,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_030,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_031,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_032,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_033,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_034,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_035,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_036,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_037,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_038,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_039,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_040,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_041,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_042,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_043,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
mem_guest_044,yuki.tanaka,Yuki Tanaka,yuki.tanaka@gmail.com,YT
mem_guest_045,halie.brimmer,Halie Brimmer,halie.brimmer@gmail.com,HB
mem_guest_046,tara.redhawk,Tara Redhawk,tara.redhawk@gmail.com,TR
