id,name,desc,closed,id_organization,url,member_ids
brd_personal_q4,Personal Q4 2026,"Errands, GRE, travel, home maintenance",false,org_midori_personal,https://trello.com/b/brd_personal_q4,mem_self
brd_gre_27,GRE March 2027,12-week ramp plan,false,org_midori_personal,https://trello.com/b/brd_gre_27,mem_self
brd_auto_003,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_3,mem_self
brd_auto_004,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_4,mem_self
brd_auto_005,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_5,mem_self
brd_auto_006,DVM Application,School research and prereqs,false,org_midori_personal,https://trello.com/b/brd_auto_6,mem_self
brd_auto_007,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_7,mem_self
brd_auto_008,Leatherwork Orders,Etsy and custom tack repairs,false,org_midori_personal,https://trello.com/b/brd_auto_8,mem_self
brd_auto_009,Budget & Bills,"Truck note, savings, expenses",false,org_midori_personal,https://trello.com/b/brd_auto_9,mem_self
brd_auto_010,Budget & Bills,"Truck note, savings, expenses",false,org_midori_personal,https://trello.com/b/brd_auto_10,mem_self
brd_auto_011,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_11,mem_self
brd_auto_012,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_12,mem_self
brd_auto_013,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_13,mem_self
brd_auto_014,DVM Application,School research and prereqs,false,org_midori_personal,https://trello.com/b/brd_auto_14,mem_self
brd_auto_015,DVM Application,School research and prereqs,false,org_midori_personal,https://trello.com/b/brd_auto_15,mem_self
brd_auto_016,Leatherwork Orders,Etsy and custom tack repairs,false,org_midori_personal,https://trello.com/b/brd_auto_16,mem_self
brd_auto_017,Leatherwork Orders,Etsy and custom tack repairs,false,org_midori_personal,https://trello.com/b/brd_auto_17,mem_self
brd_auto_018,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_18,mem_self
brd_auto_019,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_19,mem_self
brd_auto_020,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_20,mem_self
brd_auto_021,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_21,mem_self
brd_auto_022,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_22,mem_self
brd_auto_023,DVM Application,School research and prereqs,false,org_midori_personal,https://trello.com/b/brd_auto_23,mem_self
brd_auto_024,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_24,mem_self
brd_auto_025,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_25,mem_self
brd_auto_026,Budget & Bills,"Truck note, savings, expenses",false,org_midori_personal,https://trello.com/b/brd_auto_26,mem_self
brd_auto_027,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_27,mem_self
brd_auto_028,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_28,mem_self
brd_auto_029,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_29,mem_self
brd_auto_030,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_30,mem_self
brd_auto_031,Rodeo Season 2026,"Entries, travel, results",false,org_midori_personal,https://trello.com/b/brd_auto_31,mem_self
brd_auto_032,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_32,mem_self
brd_auto_033,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_33,mem_self
brd_auto_034,Leatherwork Orders,Etsy and custom tack repairs,false,org_midori_personal,https://trello.com/b/brd_auto_34,mem_self
brd_auto_035,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_35,mem_self
brd_auto_036,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_36,mem_self
brd_auto_037,Barn & Horses,"Hikari, Sage, Kaze care and training",false,org_midori_personal,https://trello.com/b/brd_auto_37,mem_self
brd_auto_038,Home Maintenance,Bailey Rd house and 3 acres,false,org_midori_personal,https://trello.com/b/brd_auto_38,mem_self
