conversation_id,wa_id,started_at,last_message_at,origin,within_24h_window
conv-karen,13033225557,2020-05-01T09:00:00Z,2026-09-24T20:00:00Z,user_initiated,True
conv-family,19047781488,2020-05-01T09:00:00Z,2026-09-24T18:00:00Z,user_initiated,True
conv-dorothy,19043961525,2020-05-01T09:00:00Z,2026-09-20T18:00:00Z,user_initiated,False
conv-ref-000,19043962489,2024-02-16T09:00:00Z,2026-05-06T10:00:00Z,user_initiated,False
conv-ref-001,19048539785,2024-08-25T09:00:00Z,2026-01-26T12:00:00Z,user_initiated,True
conv-ref-002,19047397224,2024-02-09T09:00:00Z,2026-02-13T22:00:00Z,user_initiated,True
conv-ref-003,19048079279,2024-05-01T09:00:00Z,2026-03-05T19:00:00Z,user_initiated,True
conv-ref-004,19043895506,2024-09-24T09:00:00Z,2026-05-21T21:00:00Z,user_initiated,True
conv-ref-005,19048864257,2024-07-22T09:00:00Z,2026-02-09T11:00:00Z,user_initiated,True
conv-ref-006,19047392040,2024-07-08T09:00:00Z,2026-02-03T08:00:00Z,user_initiated,False
conv-ref-007,19044332796,2024-03-25T09:00:00Z,2026-05-13T10:00:00Z,user_initiated,False
conv-ref-008,19048865040,2024-04-14T09:00:00Z,2026-04-03T11:00:00Z,user_initiated,False
conv-ref-009,19043561916,2024-02-18T09:00:00Z,2026-03-03T13:00:00Z,user_initiated,False
conv-ref-010,19048533287,2024-03-21T09:00:00Z,2026-05-27T14:00:00Z,user_initiated,True
conv-ref-011,19048045333,2024-05-23T09:00:00Z,2026-09-12T14:00:00Z,user_initiated,False
conv-ref-012,19047242424,2024-07-22T09:00:00Z,2026-04-14T13:00:00Z,user_initiated,True
conv-ref-013,19043895741,2024-03-07T09:00:00Z,2026-04-14T10:00:00Z,user_initiated,True
conv-ref-014,13033884598,2024-09-27T09:00:00Z,2026-09-08T17:00:00Z,user_initiated,False
conv-ref-015,19048075339,2024-05-17T09:00:00Z,2026-02-01T15:00:00Z,user_initiated,False
conv-ref-016,19043567924,2024-02-25T09:00:00Z,2026-02-12T09:00:00Z,user_initiated,True
conv-ref-017,15072842291,2024-08-19T09:00:00Z,2026-09-25T14:00:00Z,user_initiated,True
conv-ref-018,19043983547,2024-03-12T09:00:00Z,2026-02-13T19:00:00Z,user_initiated,False
conv-ref-019,19047982535,2024-06-26T09:00:00Z,2026-05-06T10:00:00Z,user_initiated,False
conv-ref-020,19047986635,2024-03-01T09:00:00Z,2026-09-15T19:00:00Z,user_initiated,False
conv-ref-021,15072847873,2024-04-28T09:00:00Z,2026-02-10T10:00:00Z,user_initiated,False
conv-ref-022,19046457227,2024-02-12T09:00:00Z,2026-04-25T08:00:00Z,user_initiated,True
conv-ref-023,19047787065,2024-02-05T09:00:00Z,2026-08-28T17:00:00Z,user_initiated,True
conv-ref-024,19047457304,2024-08-01T09:00:00Z,2026-08-03T12:00:00Z,user_initiated,False
conv-ref-025,15072829928,2024-06-18T09:00:00Z,2026-04-24T19:00:00Z,user_initiated,False
conv-ref-026,19043894752,2024-06-18T09:00:00Z,2026-01-27T13:00:00Z,user_initiated,True
conv-ref-027,19047242519,2024-02-13T09:00:00Z,2026-09-01T21:00:00Z,user_initiated,True
conv-ref-028,19047786881,2024-03-22T09:00:00Z,2026-04-08T15:00:00Z,user_initiated,True
conv-ref-029,15072827201,2024-07-28T09:00:00Z,2026-01-11T14:00:00Z,user_initiated,True
conv-ref-030,19048533803,2024-07-27T09:00:00Z,2026-03-18T21:00:00Z,user_initiated,False
conv-ref-031,19047451520,2024-09-05T09:00:00Z,2026-03-28T08:00:00Z,user_initiated,False
conv-ref-032,19048869751,2024-02-16T09:00:00Z,2026-02-24T17:00:00Z,user_initiated,True
conv-ref-033,13033881106,2024-02-12T09:00:00Z,2026-02-24T22:00:00Z,user_initiated,False
conv-ref-034,19043564733,2024-07-18T09:00:00Z,2026-06-07T22:00:00Z,user_initiated,True
conv-ref-035,19043981771,2024-06-01T09:00:00Z,2026-05-07T13:00:00Z,user_initiated,False
conv-ref-036,19047229935,2024-09-28T09:00:00Z,2026-07-08T09:00:00Z,user_initiated,False
conv-ref-037,19043984814,2024-07-22T09:00:00Z,2026-02-14T10:00:00Z,user_initiated,True
conv-ref-038,13132778019,2024-09-10T09:00:00Z,2026-06-03T16:00:00Z,user_initiated,True
conv-ref-039,19044332654,2024-05-20T09:00:00Z,2026-03-20T22:00:00Z,user_initiated,False
conv-ref-040,19046453504,2024-02-23T09:00:00Z,2026-08-12T19:00:00Z,user_initiated,False
conv-ref-041,19047248428,2024-07-01T09:00:00Z,2026-04-24T09:00:00Z,user_initiated,True
conv-ref-042,13132775803,2024-07-02T09:00:00Z,2026-03-03T15:00:00Z,user_initiated,True
conv-ref-043,19047987482,2024-05-14T09:00:00Z,2026-05-26T14:00:00Z,user_initiated,True
