id,name,email,description,currency,delinquent,balance,created,phone
cus_HK0100Matt,Maria Ramirez,maria.ramirez@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0101Matt,Rosa Garcia,rosa.garcia@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0102Matt,Maria Estrada,maria.estrada@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0103Matt,Carmen Ochoa,carmen.ochoa@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0104Matt,Luis Mendoza,luis.mendoza@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0105Matt,Elena Delgado,elena.delgado@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0106Matt,Roberto Torres,roberto.torres@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0107Matt,Ana Rodriguez,ana.rodriguez@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0108Matt,Miguel Sanchez,miguel.sanchez@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0109Matt,Sofia Chavez,sofia.chavez@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0110Matt,James Whitfield,j.whitfield@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0111Matt,Kevin Lam,kevin.lam@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK0112Matt,Ana Figueroa,ana.figueroa@gmail.com,Grace Community Church holiday pledge,usd,false,0,1728000000,
cus_HK9999Church,Grace Community Church,office@gracechurchelpaso.org,Church org account (Matt admin),usd,false,0,1704067200,915-555-0208
cus_HistCong001,Miguel Cardenas,miguel.cardenas@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1704067200,+19155554744
cus_HistCong002,Miguel Barrera,miguel.barrera@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1704326400,+19155559514
cus_HistCong003,Miguel Zamora,miguel.zamora@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1704585600,+19155552526
cus_HistCong004,Miguel Nava,miguel.nava@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1704844800,+19155551219
cus_HistCong005,Miguel Ibarra,miguel.ibarra@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1705104000,+19155559727
cus_HistCong006,Miguel Robles,miguel.robles@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1705363200,+19155554755
cus_HistCong007,Miguel Peña,miguel.pena@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1705622400,+19155559680
cus_HistCong008,Miguel Solis,miguel.solis@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1705881600,+19155551289
cus_HistCong009,Miguel Cordero,miguel.cordero@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1706140800,+19155558382
cus_HistCong010,Miguel Rangel,miguel.rangel@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1706400000,+19155552319
cus_HistCong011,Miguel Bautista,miguel.bautista@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1706659200,+19155556358
cus_HistCong012,Miguel Chapa,miguel.chapa@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1706918400,+19155553529
cus_HistCong013,Miguel Duran,miguel.duran@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1707177600,+19155557346
cus_HistCong014,Miguel Escobedo,miguel.escobedo@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1707436800,+19155551110
cus_HistCong015,Miguel Franco,miguel.franco@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1707696000,+19155553936
cus_HistCong016,Miguel Guerra,miguel.guerra@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1707955200,+19155554363
cus_HistCong017,Miguel Huerta,miguel.huerta@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1708214400,+19155556238
cus_HistCong018,Miguel Jaramillo,miguel.jaramillo@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1708473600,+19155552255
cus_HistCong019,Miguel Kellog,miguel.kellog@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1708732800,+19155553475
cus_HistCong020,Miguel Lozano,miguel.lozano@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1708992000,+19155554237
cus_HistCong021,Miguel Mireles,miguel.mireles@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1709251200,+19155556146
cus_HistCong022,Miguel Nieto,miguel.nieto@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1709510400,+19155556344
cus_HistCong023,Miguel Ontiveros,miguel.ontiveros@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1709769600,+19155551104
cus_HistCong024,Miguel Palacios,miguel.palacios@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1710028800,+19155557713
cus_HistCong025,Miguel Quiroz,miguel.quiroz@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1710288000,+19155557955
cus_HistCong026,Miguel Rocha,miguel.rocha@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1710547200,+19155556309
cus_HistCong027,Miguel Serrano,miguel.serrano@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1710806400,+19155555917
cus_HistCong028,Miguel Tapia,miguel.tapia@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1711065600,+19155558106
cus_HistCong029,Miguel Uribe,miguel.uribe@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1711324800,+19155559155
cus_HistCong030,Miguel Valadez,miguel.valadez@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1711584000,+19155553718
cus_HistCong031,Miguel Wong,miguel.wong@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1711843200,+19155556863
cus_HistCong032,Miguel Xochimitl,miguel.xochimitl@gracechurchelpaso.org,Grace Community Church congregation - historical,usd,False,0,1712102400,+19155551741
