id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_2FbC9y00010001,cus_HK0100Matt,50000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-001,pi_2FbC9y00010001,2026-10-05T14:22:00Z
ch_2FbC9y00020001,cus_HK0101Matt,25000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-004,pi_2FbC9y00020001,2026-10-08T09:11:00Z
ch_2FbC9y00030001,cus_HK0102Matt,20000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-007,pi_2FbC9y00030001,2026-10-11T16:44:00Z
ch_2FbC9y00040001,cus_HK0103Matt,20000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-009,pi_2FbC9y00040001,2026-10-14T18:03:00Z
ch_2FbC9y00050001,cus_HK0104Matt,15000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-012,pi_2FbC9y00050001,2026-10-18T11:29:00Z
ch_2FbC9y00060001,cus_HK0105Matt,20000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-015,pi_2FbC9y00060001,2026-10-22T15:58:00Z
ch_2FbC9y00070001,cus_HK0106Matt,20000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-018,pi_2FbC9y00070001,2026-10-26T13:12:00Z
ch_2FbC9y00080001,cus_HK0107Matt,15000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-020,pi_2FbC9y00080001,2026-10-29T09:47:00Z
ch_2FbC9y00090001,cus_HK0108Matt,15000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-023,pi_2FbC9y00090001,2026-11-02T14:33:00Z
ch_2FbC9y00100001,cus_HK0109Matt,15000,usd,succeeded,true,false,0,Grace Church Holiday Celebration pledge PL-028,pi_2FbC9y00100001,2026-11-09T10:15:00Z
