id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_1PfHOL2026Cel,cus_HK9999Church,,215000,215000,usd,paid,GC-2026-HOLIDAY,,1728000000,1735689600
in_Hist0001,cus_HK0109Matt,sub_MonthlyTithe0070,2500,2500,usd,paid,GCC-INV-2025-0001,ch_HistInv0001,1735669800,1736965800
in_Hist0002,cus_HistCong100,sub_MonthlyTithe0036,7500,7500,usd,paid,GCC-INV-2025-0002,ch_HistInv0002,1735929000,1737225000
in_Hist0003,cus_HistCong062,sub_MonthlyTithe0065,20000,20000,usd,paid,GCC-INV-2025-0003,ch_HistInv0003,1736188200,1737484200
in_Hist0004,cus_HistCong009,sub_MonthlyTithe0037,10000,10000,usd,paid,GCC-INV-2025-0004,ch_HistInv0004,1736447400,1737743400
in_Hist0005,cus_HistCong039,sub_MonthlyTithe0089,7500,7500,usd,paid,GCC-INV-2025-0005,ch_HistInv0005,1736706600,1738002600
in_Hist0006,cus_HistCong023,sub_MonthlyTithe0051,7500,7500,usd,paid,GCC-INV-2025-0006,ch_HistInv0006,1736965800,1738261800
in_Hist0007,cus_HistCong037,sub_MonthlyTithe0015,20000,20000,usd,paid,GCC-INV-2025-0007,ch_HistInv0007,1737225000,1738521000
in_Hist0008,cus_HistCong089,sub_MonthlyTithe0046,15000,15000,usd,paid,GCC-INV-2025-0008,ch_HistInv0008,1737484200,1738780200
in_Hist0009,cus_HistCong061,sub_MonthlyTithe0001,2500,2500,usd,paid,GCC-INV-2025-0009,ch_HistInv0009,1737743400,1739039400
in_Hist0010,cus_HK0102Matt,sub_MonthlyTithe0071,2500,2500,usd,paid,GCC-INV-2025-0010,ch_HistInv0010,1738002600,1739298600
in_Hist0011,cus_HistCong028,sub_MonthlyTithe0069,7500,7500,usd,paid,GCC-INV-2025-0011,ch_HistInv0011,1738261800,1739557800
in_Hist0012,cus_HistCong012,sub_MonthlyTithe0085,20000,20000,usd,paid,GCC-INV-2025-0012,ch_HistInv0012,1738521000,1739817000
in_Hist0013,cus_HistCong023,sub_MonthlyTithe0079,20000,20000,usd,paid,GCC-INV-2025-0013,ch_HistInv0013,1738780200,1740076200
in_Hist0014,cus_HistCong002,sub_MonthlyTithe0052,15000,15000,usd,paid,GCC-INV-2025-0014,ch_HistInv0014,1739039400,1740335400
in_Hist0015,cus_HK0102Matt,sub_MonthlyTithe0047,10000,10000,usd,paid,GCC-INV-2025-0015,ch_HistInv0015,1739298600,1740594600
in_Hist0016,cus_HistCong062,sub_MonthlyTithe0053,15000,15000,usd,paid,GCC-INV-2025-0016,ch_HistInv0016,1739557800,1740853800
in_Hist0017,cus_HistCong060,sub_MonthlyTithe0084,20000,20000,usd,paid,GCC-INV-2025-0017,ch_HistInv0017,1739817000,1741113000
in_Hist0018,cus_HistCong058,sub_MonthlyTithe0016,5000,5000,usd,paid,GCC-INV-2025-0018,ch_HistInv0018,1740076200,1741372200
in_Hist0019,cus_HistCong023,sub_MonthlyTithe0002,5000,5000,usd,paid,GCC-INV-2025-0019,ch_HistInv0019,1740335400,1741631400
in_Hist0020,cus_HistCong058,sub_MonthlyTithe0060,15000,15000,usd,paid,GCC-INV-2025-0020,ch_HistInv0020,1740594600,1741890600
in_Hist0021,cus_HK0100Matt,sub_MonthlyTithe0093,7500,7500,usd,paid,GCC-INV-2025-0021,ch_HistInv0021,1740853800,1742149800
in_Hist0022,cus_HistCong048,sub_MonthlyTithe0056,7500,7500,usd,paid,GCC-INV-2025-0022,ch_HistInv0022,1741113000,1742409000
in_Hist0023,cus_HistCong061,sub_MonthlyTithe0021,10000,10000,usd,paid,GCC-INV-2025-0023,ch_HistInv0023,1741372200,1742668200
in_Hist0024,cus_HistCong019,sub_MonthlyTithe0038,2500,2500,usd,paid,GCC-INV-2025-0024,ch_HistInv0024,1741631400,1742927400
in_Hist0025,cus_HistCong007,sub_MonthlyTithe0078,10000,10000,usd,paid,GCC-INV-2025-0025,ch_HistInv0025,1741890600,1743186600
in_Hist0026,cus_HistCong018,sub_MonthlyTithe0024,20000,20000,usd,paid,GCC-INV-2025-0026,ch_HistInv0026,1742149800,1743445800
in_Hist0027,cus_HistCong099,sub_MonthlyTithe0018,20000,20000,usd,paid,GCC-INV-2025-0027,ch_HistInv0027,1742409000,1743705000
in_Hist0028,cus_HistCong006,sub_MonthlyTithe0095,20000,20000,usd,paid,GCC-INV-2025-0028,ch_HistInv0028,1742668200,1743964200
in_Hist0029,cus_HK0111Matt,sub_MonthlyTithe0077,20000,20000,usd,paid,GCC-INV-2025-0029,ch_HistInv0029,1742927400,1744223400
in_Hist0030,cus_HistCong100,sub_MonthlyTithe0018,2500,2500,usd,paid,GCC-INV-2025-0030,ch_HistInv0030,1743186600,1744482600
in_Hist0031,cus_HistCong053,sub_MonthlyTithe0003,5000,5000,usd,paid,GCC-INV-2025-0031,ch_HistInv0031,1743445800,1744741800
in_Hist0032,cus_HistCong056,sub_MonthlyTithe0076,5000,5000,usd,paid,GCC-INV-2025-0032,ch_HistInv0032,1743705000,1745001000
in_Hist0033,cus_HistCong021,sub_MonthlyTithe0016,15000,15000,usd,paid,GCC-INV-2025-0033,ch_HistInv0033,1743964200,1745260200
in_Hist0034,cus_HistCong016,sub_MonthlyTithe0086,20000,20000,usd,paid,GCC-INV-2025-0034,ch_HistInv0034,1744223400,1745519400
in_Hist0035,cus_HistCong060,sub_MonthlyTithe0089,7500,7500,usd,paid,GCC-INV-2025-0035,ch_HistInv0035,1744482600,1745778600
in_Hist0036,cus_HistCong052,sub_MonthlyTithe0015,10000,10000,usd,paid,GCC-INV-2025-0036,ch_HistInv0036,1744741800,1746037800
in_Hist0037,cus_HistCong085,sub_MonthlyTithe0064,15000,15000,usd,paid,GCC-INV-2025-0037,ch_HistInv0037,1745001000,1746297000
in_Hist0038,cus_HistCong015,sub_MonthlyTithe0060,7500,7500,usd,paid,GCC-INV-2025-0038,ch_HistInv0038,1745260200,1746556200
in_Hist0039,cus_HistCong084,sub_MonthlyTithe0062,5000,5000,usd,paid,GCC-INV-2025-0039,ch_HistInv0039,1745519400,1746815400
in_Hist0040,cus_HistCong082,sub_MonthlyTithe0032,15000,15000,usd,paid,GCC-INV-2025-0040,ch_HistInv0040,1745778600,1747074600
in_Hist0041,cus_HistCong083,sub_MonthlyTithe0089,15000,15000,usd,paid,GCC-INV-2025-0041,ch_HistInv0041,1746037800,1747333800
