id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
201,Maria,Pedraza,m.pedraza@saborc.com,+19735550408,Owner - Sabor Criollo,Ramirez Auto Body - Market St,customer,2026-10-05T10:00:00Z,2026-10-05T18:00:00Z
202,Brian,Walsh,b.walsh1968@gmail.com,+19735550412,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:05:00Z,2026-10-05T18:00:00Z
203,Susan,Park,susan.park.nj@gmail.com,+19735550415,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:10:00Z,2026-10-05T18:00:00Z
204,Hector,Quintanilla,hector.q@gmail.com,+19735550418,Customer,Ramirez Auto Body - Market St,lead,2026-10-05T10:15:00Z,2026-10-05T18:00:00Z
205,Jenna,Robertson,j.robertson@gmail.com,+19735550421,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:20:00Z,2026-10-05T18:00:00Z
206,Manuel,Torres,m.torres75@gmail.com,+19735550424,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:25:00Z,2026-10-05T18:00:00Z
207,Patricia,Walters,p.walters@gmail.com,+19735550427,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:30:00Z,2026-10-05T18:00:00Z
208,Dan,Foley,dan.foley.nj@gmail.com,+19735550430,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:35:00Z,2026-10-05T18:00:00Z
209,Vincent,Caldarella,v.caldarella@gmail.com,+19735550433,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:40:00Z,2026-10-05T18:00:00Z
210,Maria,Wong,maria.wong@gmail.com,+19735550436,Customer,Ramirez Auto Body - Market St,customer,2026-10-05T10:45:00Z,2026-10-05T18:00:00Z
211,Carlos,Mendez,c.mendez.ward5@gmail.com,+19735550337,Ward 5 festival chair,Ramirez Auto Body - Market St,customer,2026-10-05T10:50:00Z,2026-10-05T18:00:00Z
212,Rosaria,Aviles,r.aviles@gmail.com,+19735550442,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:00:00Z,2026-10-05T18:00:00Z
213,Tommaso,Caputo,t.caputo@gmail.com,+19735550445,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:05:00Z,2026-10-05T18:00:00Z
214,Hannah,Lindberg,h.lindberg@gmail.com,+19735550448,Customer,Ramirez Auto Body - Broadway,lead,2026-10-05T11:10:00Z,2026-10-05T18:00:00Z
215,Eric,Sanchez,e.sanchez75@gmail.com,+19735550451,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:15:00Z,2026-10-05T18:00:00Z
216,Karen,Maldonado,k.maldonado@gmail.com,+19735550454,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:20:00Z,2026-10-05T18:00:00Z
217,Bryan,O'Halloran,b.ohalloran@gmail.com,+19735550457,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:25:00Z,2026-10-05T18:00:00Z
218,Lisa,Tan,l.tan_paterson@gmail.com,+19735550460,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:30:00Z,2026-10-05T18:00:00Z
219,Marcus,Trent,m.trent.nj@gmail.com,+19735550463,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:35:00Z,2026-10-05T18:00:00Z
220,Eve,Vasquez,eve.v@gmail.com,+19735550466,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T11:40:00Z,2026-10-05T18:00:00Z
221,Frances,DiPaolo,f.dipaolo@gmail.com,+19735550469,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T11:45:00Z,2026-10-05T18:00:00Z
222,Adam,Yamada,adam.y75@gmail.com,+19735550472,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T11:50:00Z,2026-10-05T18:00:00Z
223,Tania,Wright,t.wright1985@gmail.com,+19735550475,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T11:55:00Z,2026-10-05T18:00:00Z
224,Nichole,Velasquez,n.velasquez@gmail.com,+19735550478,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:00:00Z,2026-10-05T18:00:00Z
225,Kim,Underwood,k.underwood@gmail.com,+19735550481,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:05:00Z,2026-10-05T18:00:00Z
226,Tomas,Reyes,t.reyes@gmail.com,+19735550484,Customer,Ramirez Auto Body - Totowa,lead,2026-10-05T12:10:00Z,2026-10-05T18:00:00Z
227,Stan,Pelosi,s.pelosi@gmail.com,+19735550487,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:15:00Z,2026-10-05T18:00:00Z
228,Linda,Garcia,l.garcia.totowa@gmail.com,+19735550490,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:20:00Z,2026-10-05T18:00:00Z
229,Marcus,Sutter,m.sutter@gmail.com,+19735550493,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:25:00Z,2026-10-05T18:00:00Z
230,Steven,Reuther,s.reuther@gmail.com,+19735550496,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:30:00Z,2026-10-05T18:00:00Z
231,Bridget,Connolly,b.connolly@gmail.com,+19735550499,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:35:00Z,2026-10-05T18:00:00Z
232,Carlos,DiNunzio,c.dinunzio@gmail.com,+19735550502,Customer,Ramirez Auto Body - Totowa,lead,2026-10-05T12:40:00Z,2026-10-05T18:00:00Z
233,Sandra,Vinson,s.vinson@gmail.com,+19735550505,Customer,Ramirez Auto Body - Totowa,customer,2026-10-05T12:45:00Z,2026-10-05T18:00:00Z
234,Aaron,Brown,a.brown.nj@gmail.com,+19735550508,Customer,Ramirez Auto Body - Broadway,lead,2026-10-05T12:50:00Z,2026-10-05T18:00:00Z
235,Helena,Wessel,h.wessel@gmail.com,+19735550511,Customer,Ramirez Auto Body - Broadway,customer,2026-10-05T12:55:00Z,2026-10-05T18:00:00Z
